Entity,Year,Coal production,Gas production,Hydropower production,Nuclear production,Oil production,Other Renewables
Middle East,2003,0.669543141,242.9534211,1.338521066,-,1160.932225,0.004127257
Middle East,2004,0.705275543,263.0516741,1.404213242,-,1249.676913,0.005760963
Middle East,2005,0.911469058,297.5839561,2.345743766,-,1295.281613,0.007738607
Middle East,2006,0.96711787,315.8452436,2.474380052,-,1277.285417,0.012381771
Middle East,2007,0.975318749,333.5589433,2.371594153,-,1244.830347,0.014187446
Middle East,2008,0.931385473,358.3851976,1.005085985,-,1309.744689,0.018658641
Middle East,2009,0.674815138,389.9717789,1.109263113,-,1240.50366,0.027687016
Middle East,2010,0.600421452,445.0605957,1.516538263,-,1330.321739,0.031025989
Middle East,2011,0.606865002,489.7970842,1.733963887,0.025529586,1403.682767,0.054989876
Middle East,2012,0.688870225,516.9149922,1.890627687,0.346022564,1414.336192,0.064774915
Middle East,2013,0.69075754,529.6507135,1.991509116,1.014531384,1393.677872,0.091972456
Middle East,2014,0.69075754,548.3811046,1.899399761,1.078714922,1412.14872,0.126007185
Eurasia,1900,9.3131262,-,-,-,10.342,-
Eurasia,1901,9.52698915,-,-,-,11.564,-
Eurasia,1902,9.4918257,-,-,-,10.984,-
Eurasia,1903,9.7235586,-,-,-,10.311,-
Eurasia,1904,11.30360805,-,-,-,10.724,-
Eurasia,1905,10.76174505,-,-,-,7.458,-
Eurasia,1906,12.52452915,-,-,-,8.072,-
Eurasia,1907,14.9877,-,-,-,8.554,-
Eurasia,1908,14.9127615,-,-,-,8.627,-
Eurasia,1909,15.5675135,-,-,-,9.176,-
Eurasia,1910,14.5568535,-,-,-,9.541,-
Eurasia,1911,15.4589309,-,-,-,9.055,-
Eurasia,1912,18.23977715,-,-,-,9.165,-
Eurasia,1913,19.78088,-,0.003009458,-,9.011,-
Eurasia,1914,18.5388756,-,-,-,8.93,-
Eurasia,1915,18.24700255,-,-,-,9.271,-
Eurasia,1916,19.26196895,-,-,-,9.871,-
Eurasia,1917,18.0236987,-,-,-,8.757,-
Eurasia,1918,7.0518714,-,-,-,3.69,-
Eurasia,1919,4.922568,-,-,-,4.437,-
Eurasia,1920,4.4238985,-,-,-,3.9,-
Eurasia,1921,4.867765,-,0.000859845,-,3.8,-
Eurasia,1922,5.9119781,0.018669,0.001031814,-,4.7,-
Eurasia,1923,6.6529918,0.061637333,0.00171969,-,5.3,-
Eurasia,1924,8.8769548,0.104605667,0.002579536,-,6.1,-
Eurasia,1925,9.02661585,0.147574,0.003439381,-,7.1,-
Eurasia,1926,14.11321835,0.190542333,0.004299226,-,8.3,-
Eurasia,1927,17.7384039,0.233510667,0.022012038,-,10.3,-
Eurasia,1928,19.53139335,0.276479,0.036973345,-,11.6,-
Eurasia,1929,22.02905005,0.457538667,0.03972485,-,13.7,-
Eurasia,1930,26.16426855,0.638598333,0.04772141,-,18.5,-
Eurasia,1931,30.86961395,0.819658,0.050902837,-,22.4,-
Eurasia,1932,34.98574345,1.000717667,0.069819433,-,21.4,-
Eurasia,1933,41.28073915,1.181777333,0.107480653,-,21.5,-
Eurasia,1934,50.78452015,1.362837,0.204299226,-,24.2,-
Eurasia,1935,58.8097482,1.543896667,0.316079106,-,25.2,-
Eurasia,1936,67.71604315,1.724956333,0.34505589,-,27.4,-
Eurasia,1937,68.2144281,1.906016,0.359759243,-,28.5,-
Eurasia,1938,71.1301381,2.064653111,0.437145314,-,30.2,-
Eurasia,1939,77.75860715,2.223290222,0.40455718,-,30.3,-
Eurasia,1940,87.6812678,2.381927333,0.439638865,-,31.1,-
Eurasia,1941,84.62286,2.540564444,-,-,32.201,-
Eurasia,1942,51.8805,2.699201556,-,-,30.781,-
Eurasia,1943,75.74553,2.857838667,-,-,27.36,-
Eurasia,1944,61.68015,3.016475778,-,-,37.234,-
Eurasia,1945,70.7646681,3.175112889,0.416251075,-,19.4,-
Eurasia,1946,79.02832875,3.33375,0.519862425,-,21.746,-
Eurasia,1947,89.95119,4.08051,0.626225279,-,26.022,-
Eurasia,1948,102.1674024,4.50723,0.805588994,-,29.249,-
Eurasia,1949,115.3743815,4.65836,0.989853826,-,33.444,-
Eurasia,1950,127.2182993,5.121529,1.091229579,-,37.878,-
Eurasia,1951,138.1259208,5.558028,1.179879622,-,42.253,-
Eurasia,1952,147.0828251,5.675376,1.281857266,-,47.311,-
Eurasia,1953,155.2072183,6.105652,1.650988822,-,52.777,-
Eurasia,1954,168.3437585,6.678168,1.595958727,-,59.281,-
Eurasia,1955,189.9764003,7.966329,1.992691316,-,70.793,-
Eurasia,1956,208.9758069,10.727563,2.492175408,-,83.806,-
Eurasia,1957,225.7388539,16.520287,3.390283749,-,98.346,-
Eurasia,1958,242.0647425,24.967565,3.99638865,-,113.216,-
Eurasia,1959,248.60635,31.458154,4.09544282,-,129.557,-
Eurasia,1960,252.4266273,40.274367,4.377730009,-,147.859,-
Eurasia,1961,252.1910801,52.434109,5.083576956,-,166.068,-
Eurasia,1962,258.0567584,65.363725,6.186070507,-,186.244,-
Eurasia,1963,264.5848464,79.860648,6.522699914,-,206.069,-
Eurasia,1964,274.804838,96.515174,6.651848667,-,223.603,-
Eurasia,1965,287.0365775,113.495074,7.002063629,-,242.888,-
Eurasia,1966,292.6379208,127.093218,7.895356836,0.429140936,265.125,-
Eurasia,1967,298.9803544,139.968605,7.615735168,0.469006488,288.068,-
Eurasia,1968,300.064183,150.330789,8.945829751,0.6513979,309.15,-
Eurasia,1969,307.2447088,161.016569,9.903783319,0.755621564,328.373,-
Eurasia,1970,314.4315447,175.973105,10.69449699,0.963026655,353.039,-
Eurasia,1971,322.3675256,188.821822,10.84256234,1.589410876,377.075,-
Eurasia,1972,301.1374041,196.812154,10.56741187,2.397144272,400.44,-
Eurasia,1973,307.2313549,210.093814,10.51977644,3.647828239,429.037,-
Eurasia,1974,315.2361828,231.20223,11.35253654,4.820344459,458.848,-
Eurasia,1975,322.5691158,257.159252,10.83293207,5.264597827,490.801,-
Eurasia,1976,328.1119762,285.327217,11.6711092,6.868600016,519.877,-
Eurasia,1977,332.1580171,387.606667,12.64092863,9.074233305,545.799,-
Eurasia,1978,333.0041617,330.880466,14.5916595,10.16180724,571.531,-
Eurasia,1979,329.6287407,361.464733,14.79131556,12.50683968,585.571,-
Eurasia,1980,276.8139973,402.81696,15.82330181,18.98919722,607.8770833,-
Eurasia,1981,271.7638031,413.6217123,15.90653482,16.68891581,615.9375,-
Eurasia,1982,276.0616473,445.0902123,15.08684437,25.69692801,619.8409722,-
Eurasia,1983,274.3769318,476.4809221,15.49320722,28.59004664,623.6430556,-
Eurasia,1984,277.3719413,539.4765015,17.46818573,36.98444983,618.5229167,-
Eurasia,1985,282.2114862,590.5270647,17.63078246,44.28534094,605.0381944,-
Eurasia,1986,291.3773225,625.5663054,18.35571797,39.48847026,619.7954172,-
Eurasia,1987,294.7449058,655.635903,18.69871023,45.9241851,628.0798313,-
Eurasia,1988,298.5192676,703.0545984,19.64849527,53.07755543,629.8555664,-
Eurasia,1989,286.393373,726.8087609,19.00240757,55.41879413,609.627487,0.002235598
Eurasia,1990,312.6234406,744.1643664,19.83404987,52.45222908,572.8948,0.002321582
Eurasia,1991,243.4988161,729.9551952,20.00429923,52.50136794,522.8328179,0.002493551
Eurasia,1992,229.5059322,700.9329003,19.78452279,51.61025561,445.557069,0.161736887
Eurasia,1993,204.4180424,685.6728186,20.65038693,51.41223065,398.8520953,0.153396389
Eurasia,1994,170.3012934,647.8784104,21.11272571,43.2429193,367.6728681,0.141014617
Eurasia,1995,163.2454065,634.3942566,20.25417025,44.82920347,362.0500447,0.138865004
Eurasia,1996,156.0260572,610.4910374,18.26620808,50.59537768,357.1013305,0.136715391
Eurasia,1997,143.5784104,577.2673308,18.40128977,50.1563355,365.7240099,0.135081685
Eurasia,1998,139.3042477,586.6165762,19.05288048,47.77769092,368.1735614,0.134737747
Eurasia,1999,166.1188026,596.1515606,19.29217541,49.43067824,387.2870364,0.182545142
Eurasia,2000,175.0588078,616.6281337,19.43069647,52.98548685,414.9186324,0.225451419
Eurasia,2001,174.979227,622.7555826,20.23327601,54.66739623,444.7763304,0.257781599
Eurasia,2002,173.9582653,636.8696292,19.26285469,58.11641783,477.9892175,0.260877042
Eurasia,2003,188.8186736,658.3575757,19.1338779,61.07506709,528.4435781,0.196646604
Eurasia,2004,190.8016355,682.6146702,21.24075666,61.67774043,575.2266978,0.216304748
Eurasia,2005,203.0366971,691.7315394,20.98316337,60.80558639,596.4807679,0.306254232
Eurasia,2006,208.5313161,708.7602501,20.89922614,62.58466349,616.400938,0.3362737
Eurasia,2007,210.4910941,716.2095297,20.9593276,64.33274186,640.1586628,0.308367337
Eurasia,2008,222.8082477,725.0387115,20.19071625,64.66969176,636.7729694,0.438638545
Eurasia,2009,204.6965974,632.8519374,20.81324162,63.40097449,656.1619336,0.559558513
Eurasia,2010,230.2747125,693.2314336,20.93413586,64.00462232,678.165512,0.610258584
Eurasia,2011,236.9740277,734.8230554,20.60885641,64.94935512,684.3668585,0.652423409
Eurasia,2012,258.4735971,733.8542778,20.6316423,66.00053154,690.1113496,0.763873134
Eurasia,2013,257.2178445,758.1162934,21.62262525,62.93744496,698.9022043,0.75881345
Eurasia,2014,247.5062439,742.7404183,21.19449825,66.03507126,705.1763323,0.891925726
North America,1900,161.2322408,6.349133778,0.235253654,-,8.604,-
North America,1901,175.5373694,7.035947178,0.260533104,-,9.355,-
North America,1902,183.5964281,7.722760578,0.294067068,-,11.911,-
North America,1903,213.8942134,8.409573978,0.337661221,-,13.47,-
North America,1904,210.8859757,9.096387378,0.385296647,-,15.704,-
North America,1905,235.0036136,9.783200778,0.434565778,-,18.083,-
North America,1906,248.214966,10.47001418,0.482631126,-,17.014,-
North America,1907,287.3302761,11.15682758,0.533104041,-,22.405,-
North America,1908,250.0047421,11.84364098,0.599656062,-,24.434,-
North America,1909,276.1003294,12.53045438,0.674806535,-,24.879,-
North America,1910,301.4413976,13.55021578,0.741702494,-,28.503,-
North America,1911,297.410505,14.27045034,0.813241617,-,31.306,-
North America,1912,321.4477406,14.9906849,0.882717111,-,31.965,-
North America,1913,342.2755641,15.71091947,0.96483233,-,36.613,-
North America,1914,308.5768599,16.43115403,1.051504729,-,38.289,-
North America,1915,318.6747564,17.15138859,1.138349097,-,41.897,-
North America,1916,353.4752403,17.87162316,1.236543422,-,45.542,-
North America,1917,389.0160918,18.59185772,1.32338779,-,52.991,-
North America,1918,406.718346,19.31209228,1.373516767,-,57.004,-
North America,1919,333.4157078,20.03232684,0.46027515,-,65.095,-
North America,1920,396.4801033,20.75256141,2.239122958,-,86.558,-
North America,1921,306.5490701,21.47279597,2.079105761,-,93.723,-
North America,1922,289.1967974,22.19303053,2.393121238,-,103.753,-
North America,1923,396.5278811,25.9660491,2.696216681,-,123.1,-
North America,1924,344.0430613,29.73906766,2.863026655,-,119.414,-
North America,1925,349.8962688,33.51208622,3.100085985,-,122.296,-
North America,1926,396.1712948,37.28510479,3.63422184,-,120.279,-
North America,1927,361.7583648,41.05812335,4.064488392,-,133.275,-
North America,1928,349.156002,44.83114191,4.59183147,-,130.856,-
North America,1929,368.2613837,46.84459899,4.698366294,-,144.649,-
North America,1930,324.582691,48.85805607,4.524763543,-,128.975,-
North America,1931,266.141477,50.87151316,4.245915735,-,121.614,-
North America,1932,217.8641745,52.88497024,4.556405847,-,112.478,-
North America,1933,231.7323215,54.89842732,4.747635426,-,127.553,-
North America,1934,252.4642253,56.9118844,5.008684437,-,128.58,-
North America,1935,257.6324468,58.92534148,5.744711952,-,140.668,-
North America,1936,298.9144463,60.93879856,5.976354256,-,154.677,-
North America,1937,301.4484158,63.87605404,6.648237317,-,179.885,-
North America,1938,240.4340211,69.21312329,6.5144454,-,170.49,-
North America,1939,271.3474495,74.55019254,6.63955288,-,178.101,-
North America,1940,310.9980136,79.88726179,7.122527945,-,190.302,-
North America,1941,345.4910022,85.22433104,7.732072227,-,196.986,-
North America,1942,388.2201176,90.56140029,9.252622528,-,193.732,-
North America,1943,392.3253016,95.89846954,10.35752365,-,209.734,-
North America,1944,410.5245533,101.2355388,10.36543422,-,233.522,-
North America,1945,380.6841693,106.572608,10.65159071,-,238.904,-
North America,1946,360.7935377,111.9096773,10.83086844,-,242.335,-
North America,1947,414.2807925,123.5782277,10.95588994,-,259.987,-
North America,1948,397.9027185,138.7236866,11.21160791,-,282.976,-
North America,1949,295.7416501,145.9925759,12.00662081,-,259.552,-
North America,1950,342.5388817,168.6002867,12.85098882,-,280.769,-
North America,1951,351.8952315,200.320904,13.73748925,-,320.998,-
North America,1952,310.8160017,215.3830009,14.58030954,-,328.663,-
North America,1953,298.5424393,225.8672702,14.74729149,-,339.576,-
North America,1954,258.2591029,235.5598908,15.23473775,-,337.499,-
North America,1955,299.3556318,254.2909824,16.26629407,-,365.689,-
North America,1956,322.0604629,272.6292567,18.17695615,-,389.542,-
North America,1957,313.9028039,290.4357416,18.95537403,0.002605592,390.483,-
North America,1958,262.3963094,304.4538087,20.51367154,0.042992261,366.329,-
North America,1959,262.4109758,334.4450772,20.92742906,0.048985122,386.298,-
North America,1960,263.7258362,356.7597668,22.43955288,0.134969645,387.373,0.002837489
North America,1961,255.5538818,371.7541408,22.75657782,0.440866099,398.998,0.008082545
North America,1962,266.4767284,396.5486324,24.21702494,0.597201595,410.204,0.008598452
North America,1963,288.5351035,424.9587988,23.95726569,0.859584669,422.762,0.0144454
North America,1964,305.014387,453.4593112,25.84522786,0.907788113,429.753,0.017540843
North America,1965,318.4971251,471.7998174,27.76534824,0.984131947,441.354,0.016251075
North America,1966,330.4828016,499.8546538,29.0533104,1.480497147,469.272,0.01616509
North America,1967,341.5027735,529.4639296,31.70352537,2.031840329,500.524,0.027171109
North America,1968,337.0363143,566.9114883,32.11427343,3.487844915,520.861,0.037489252
North America,1969,345.1271408,612.8363005,35.77996561,3.757784205,531.784,0.052880482
North America,1970,374.7822673,655.0274329,36.32098022,5.931889836,558.797,0.045227859
North America,1971,342.4096004,676.3406306,38.27016337,10.91404153,554.313,0.047205503
North America,1972,368.3106361,689.6591445,40.53800516,15.83418015,564.543,0.125021496
North America,1973,368.4230876,699.6465992,41.6516767,25.42796842,565.473,0.182115219
North America,1974,375.9644886,670.7780868,45.70902837,32.97636728,544.916,0.251676698
North America,1975,405.1717131,633.1175698,44.77119518,48.03772897,520.066,0.321324162
North America,1976,424.0973916,631.0860764,44.44230439,54.07592694,507.118,0.358211522
North America,1977,434.7315056,637.5360976,39.83473775,71.84475885,519.658,0.357437661
North America,1978,414.7146346,627.9715313,45.9361135,79.68316006,556.266,0.307480653
North America,1979,487.8183195,661.0814401,46.67153912,75.15307851,569.572,0.46483233
North America,1980,447.517152,596.314028,47.02614703,74.77943667,747.9575438,0.654104901
North America,1981,444.2694458,590.2072656,47.4070215,80.89658407,758.1576528,0.912795195
North America,1982,452.1272552,559.5430067,50.75193551,83.10299904,781.9643514,1.159637195
North America,1983,421.9466178,511.20563,53.23936887,88.56327679,782.3863026,1.635809732
North America,1984,485.745508,552.1667636,54.25979106,98.20188124,809.4222029,2.028970744
North America,1985,478.9759544,532.385114,52.54321066,114.8508299,814.5583501,2.380026138
North America,1986,481.5197925,513.403498,53.43725021,125.3995675,789.3330723,2.794735657
North America,1987,498.6842307,534.9900252,50.23981857,137.6164048,786.0499566,3.18150251
North America,1988,517.028539,559.1264871,47.33764402,157.6771151,781.6460147,3.218142352
North America,1989,531.4919044,567.8961972,50.21641788,157.5616144,751.5186586,7.214487064
North America,1990,555.9961308,585.4612357,52.4477945,169.0751922,745.6836373,8.059694433
North America,1991,537.7481456,588.4296506,52.95814187,181.6821934,764.1032559,8.919327458
North America,1992,534.7214535,603.4798237,50.91951849,182.1439485,761.8274033,9.614346484
North America,1993,505.4990408,620.714635,53.89604557,183.7091951,760.0184167,10.19031094
North America,1994,550.8211532,652.2099737,52.14296905,194.6139373,755.9659119,10.54524236
North America,1995,550.7327551,651.8292105,57.66549871,201.7705308,756.7786361,10.53173726
North America,1996,566.70111,664.8443894,62.8014669,200.7195471,772.5317918,9.833109325
North America,1997,582.8843897,668.5305782,62.7524497,186.6745017,786.2477663,10.61306499
North America,1998,597.3073098,682.4239894,58.15001376,195.4811485,784.7514321,10.89963936
North America,1999,578.0983859,683.2454323,59.681,210.4203132,759.4362878,11.38102531
North America,2000,563.7185128,696.6152847,57.03341359,216.4886891,774.1551506,11.95733991
North America,2001,577.7276779,713.1689078,49.4552055,221.4685922,777.8251511,12.09165958
North America,2002,556.9241779,695.2141416,54.69284867,224.3607416,788.069564,13.70018409
North America,2003,539.1053913,699.1809795,54.13227257,220.1346309,795.2516386,15.16795527
North America,2004,558.183671,680.3115455,54.23889166,230.1077126,796.395108,16.67970538
North America,2005,565.4299453,672.3202819,56.40621324,229.0667735,770.81324,18.28031751
North America,2006,579.7933088,694.3932958,57.49436113,231.9118893,776.672041,21.36522269
North America,2007,575.4292573,708.2122482,54.89440843,235.6926965,781.6157039,26.26681016
North America,2008,582.3558216,721.307577,57.37687016,235.5105657,765.0469132,33.79088427
North America,2009,528.3104373,722.4327235,57.1672399,232.9638604,783.4024104,38.57459046
North America,2010,541.7121127,737.2326846,55.44196045,233.9980198,816.9875346,45.17034808
North America,2011,546.9567591,773.0058736,62.52682717,231.3335418,845.8566012,51.39746
North America,2012,512.291429,796.2709269,58.85485813,225.8534615,908.2079026,52.09190688
North America,2013,499.6616264,804.728895,58.83989682,233.816767,979.9698911,56.48995397
North America,2014,505.4393329,848.8257385,57.87300448,236.4053475,1073.092113,61.20916168
World,1900,460.0076012,6.349133778,0.245915735,0,20.202,0
World,1901,468.3228956,7.035947178,0.27566638,0,22.6,0
World,1902,479.6581325,7.722760578,0.312983663,0,24.539,0
World,1903,523.4101838,8.409573978,0.363456578,0,26.229,0
World,1904,526.0740986,9.096387378,0.41539123,0,29.453,0
World,1905,567.1540907,9.783200778,0.474376612,0,28.968,0
World,1906,598.9231182,10.47001418,0.537575236,0,28.852,0
World,1907,662.511752,11.15682758,0.612639725,0,35.675,0
World,1908,629.6278125,11.84364098,0.698452279,0,38.567,0
World,1909,657.9141083,12.53045438,0.790455718,0,40.526,0
World,1910,693.2169171,13.55021578,0.878847807,0,44.079,0
World,1911,705.5642426,14.27045034,0.972742906,0,46.69,0
World,1912,740.407654,14.9906849,1.033190026,0,47.442,0
World,1913,793.3368153,15.71091947,1.175924334,0,52.307,0
World,1914,712.0363275,16.43115403,1.398882201,0,53.877,0
World,1915,700.7803219,17.15138859,1.544368014,0,57.83,0
World,1916,751.6926585,17.87162316,1.720464316,0,62.037,0.001031814
World,1917,782.8169766,18.59185772,1.853912296,0,68.576,0.00171969
World,1918,768.8283694,19.31209228,2.096216681,0,68.084,0.001805675
World,1919,652.0771831,20.03232684,1.184006879,0,77.539,0.001203783
World,1920,747.3539703,20.75256141,3.045743766,0,99.345,0.000601892
World,1921,624.076767,21.47279597,2.905588994,0,107.553,0.001633706
World,1922,658.6942243,22.92228174,3.276870163,0,120.054,0.00171969
World,1923,767.2349339,26.85696096,4.007050731,0,141.989,0.002149613
World,1924,747.1086746,30.79164019,4.414531384,0,141.588,0.002321582
World,1925,749.0054023,34.72631941,5.099398108,0,148.453,0.00266552
World,1926,745.6412334,38.66099863,6.078675838,0,152.364,0.00361135
World,1927,803.4989792,42.59567785,6.776698194,0,173.957,0.004385211
World,1928,789.2454945,46.53035707,7.63783319,0,182.682,0.005073087
World,1929,839.3450188,49.40722605,9.119174549,0,204.792,0.005159071
World,1930,766.9820302,51.79703409,8.368787618,0,195.291,0.004901118
World,1931,676.4121445,54.25829392,8.956405847,0,188.952,0.00455718
World,1932,601.4128586,56.71955376,9.310920034,0,180.342,0.004299226
World,1933,629.6362814,59.18081359,9.963972485,0,196.928,0.006534824
World,1934,687.0508068,61.64207343,10.48632846,0,207.815,0.00627687
World,1935,716.6462163,64.10333326,12.31410146,0,225.938,0.007050731
World,1936,787.2368798,66.5645931,13.09372313,0,246.062,0.007996561
World,1937,827.0691849,71.41199357,15.02983663,0,280.064,0.002149613
World,1938,771.6580323,75.83390484,15.01410146,0,273.399,0.017454858
World,1939,815.1168893,81.28160919,15.69638865,0,284.848,0.041960447
World,1940,899.0139841,86.72931353,16.27841788,0,294.023,0.046087704
World,1941,931.9009746,92.17701788,17.25262253,0,302.874,0.055803955
World,1942,947.8739491,97.62472222,17.77076526,0,285.091,0.076784179
World,1943,974.1533228,103.0724266,20.2027515,0,306.801,0.078159931
World,1944,935.3774182,108.5201309,19.34428203,0,352.376,0.023989682
World,1945,750.5144455,113.9678353,19.04600172,0,351.964,0.007910576
World,1946,808.0970923,120.0675975,21.26626827,0,374.392,0.020550301
World,1947,907.9642005,132.8355883,22.27540843,0,412.428,0.057781599
World,1948,938.1582028,150.178307,24.55339639,0,466.799,0.075408426
World,1949,891.9734163,160.4737033,25.37764402,0,464.122,0.090799656
World,1950,974.4261034,183.7513746,27.58521066,0,520.686,0.10988822
World,1951,1026.578653,218.0028711,31.21797077,0,590.476,0.136285469
World,1952,1020.679389,234.8203163,33.30163371,0,620.662,0.158125537
World,1953,1025.209402,248.3351001,34.54978504,0,656.278,0.161650903
World,1954,1011.989512,260.484361,36.65932932,0,687.076,0.161736887
World,1955,1099.55994,283.3541319,39.67325881,0,770.033,0.159845228
World,1956,1162.008393,307.3665485,43.67841788,0.015112431,837.993,0.152966466
World,1957,1194.648132,334.3896621,47.48426483,0.109174288,883.127,0.155803955
World,1958,1232.404042,360.0482501,52.15047291,0.123505042,905.243,0.165950129
World,1959,1277.298634,402.026796,53.70920034,0.372599599,976.858,0.17927773
World,1960,1330.690147,437.4640793,58.54660361,0.710544829,1052.523,0.19828031
World,1961,1253.629087,469.860441,61.82347377,1.135516819,1120.326,0.238177128
World,1962,1283.862259,513.7354554,65.08968186,1.688683916,1215.277,0.252536543
World,1963,1322.981833,561.9413518,68.44746346,2.906016311,1303.873,0.288564058
World,1964,1381.657991,613.8004129,71.04591574,4.04153313,1408.146,0.321152193
World,1965,1409.091717,657.6767195,78.35313844,6.433987337,1510.753,0.340412726
World,1966,1428.686297,707.6916266,83.96233878,9.167252925,1639.315,0.350472915
World,1967,1378.047705,761.4776119,85.6544282,11.05552516,1760.558,0.371883061
World,1968,1416.667827,832.9659281,89.69509888,13.74371401,1922.575,0.37661221
World,1969,1445.317287,914.733166,94.9927773,16.21173037,2069.273,0.413671539
World,1970,1502.941145,1012.510656,99.5505589,20.51981552,2275.601,0.408340499
World,1971,1489.319553,1082.541663,104.4265692,28.25842257,2414.085,0.399484093
World,1972,1484.05261,1146.931201,109.1929493,38.59454389,2548.058,0.471195185
World,1973,1510.515231,1211.249989,110.9171109,51.65637458,2780.383,0.521582115
World,1974,1523.725909,1238.283334,121.7337059,66.5439433,2790.03,0.594239037
World,1975,1614.381737,1242.363933,123.0538263,91.65324787,2648.836,0.682459157
World,1976,1660.359524,1295.500434,123.5982803,106.8649522,2873.32,0.741874463
World,1977,1710.726056,1418.138825,126.5604471,131.5938404,2976.959,0.764144454
World,1978,1737.273731,1374.701465,137.1904557,154.2036009,3009.899,0.723559759
World,1979,1839.111705,1482.326256,143.4492993,160.3004247,3125.15,0.941788478
World,1980,1627.401768,1379.900221,148.1410224,163.8374215,3243.79132,4.556580296
World,1981,1638.23262,1400.382252,150.1945537,185.9859272,3072.189727,5.085212003
World,1982,1696.567147,1398.467271,153.9294936,206.5247245,2945.242316,7.097195446
World,1983,1699.66921,1414.078972,160.9603491,235.6407775,2936.610544,8.762177435
World,1984,1796.001703,1556.27986,166.2848985,284.6704239,3019.524611,11.12674772
World,1985,1857.927089,1615.925014,167.841577,335.3124652,2998.902752,11.83738853
World,1986,1903.623757,1646.267952,171.2566827,361.4413612,3119.43928,11.81245092
World,1987,1945.714918,1725.156916,171.6370671,394.1771359,3148.106435,12.9948925
World,1988,1992.765753,1810.733707,178.2060017,426.9789077,3264.445209,13.38733108
World,1989,2021.469655,1871.753405,177.1206311,440.8388728,3321.43882,17.75054332
World,1990,2054.266381,1916.341054,184.3935675,459.5385732,3367.920268,19.0360439
World,1991,1954.669796,1940.444932,187.7151548,520.112585,3363.037629,20.68467156
World,1992,1937.703149,1945.798881,188.1514291,525.1838401,3373.837929,21.44425191
World,1993,1885.640292,1980.540723,198.9301298,542.3870554,3401.657818,22.00879096
World,1994,1924.341122,1999.584033,200.905736,553.7299148,3475.942503,23.55727834
World,1995,1972.992826,2026.680294,210.9404196,575.847341,3561.113223,24.51559223
World,1996,2004.183762,2086.822379,214.074902,597.0797311,3646.755556,25.00450703
World,1997,2115.719114,2087.264581,218.9037558,591.8098986,3760.167679,27.55495015
World,1998,2126.314081,2127.39785,219.3310791,603.4573855,3833.964347,28.11851479
World,1999,2106.149995,2177.632665,222.8717799,623.5524949,3788.794307,29.05483398
World,2000,2137.077886,2258.971693,225.4996595,638.3411475,3928.918005,30.81754192
World,2001,2237.042131,2306.862282,220.7850911,655.7977774,3924.28416,33.05000223
World,2002,2302.49435,2349.957252,223.6842743,663.2854139,3891.85334,37.53257055
World,2003,2441.226867,2427.303717,224.4568891,656.0222257,4013.587107,42.48570283
World,2004,2581.268395,2491.21099,239.206865,682.3756377,4188.684858,47.31911458
World,2005,2853.826445,2563.236286,249.8231101,684.033448,4262.955268,53.84801071
World,2006,3005.937544,2657.339958,258.9110206,693.0956825,4260.618779,63.82614491
World,2007,3130.947094,2708.671629,262.4337498,679.6184554,4247.695224,77.33584622
World,2008,3230.156171,2802.667529,273.4363749,676.8559942,4304.170756,95.03115985
World,2009,3292.275377,2739.815671,278.0692322,667.1108367,4261.235118,107.7130554
World,2010,3487.534525,2935.61431,294.2440843,685.1950285,4443.001619,125.0489806
World,2011,3680.098388,3034.477006,299.9924334,656.0214987,4466.510258,141.4395805
World,2012,3596.128609,3114.519434,313.4969046,610.96132,4579.089626,154.1113304
World,2013,3624.250553,3159.659032,318.2455047,613.9502488,4594.707237,173.5285971
World,2014,3609.02218,3227.78344,316.8251119,629.8627987,4700.998538,190.3208415
