Entity,Year,Coal production,Gas production,Hydropower production,Nuclear production,Oil production,Other Renewables
Africa,1900,0.5743836,-,-,-,-,-
Africa,1901,0.9638748,-,-,-,-,-
Africa,1902,1.4368284,-,-,-,-,-
Africa,1903,1.9497352,-,-,-,-,-
Africa,1904,2.2008672,-,-,-,-,-
Africa,1905,2.5347532,-,-,-,-,-
Africa,1906,2.8943684,-,-,-,-,-
Africa,1907,3.1940664,-,-,-,-,-
Africa,1908,3.3129656,-,-,-,-,-
Africa,1909,3.8022908,-,-,-,-,-
Africa,1910,4.3022896,-,-,-,-,-
Africa,1911,4.166218,-,-,-,0.003,-
Africa,1912,4.4163868,-,-,-,0.028,-
Africa,1913,4.8360088,-,-,-,0.013,-
Africa,1914,4.7607476,-,-,-,0.1,-
Africa,1915,4.8308092,-,-,-,0.03,-
Africa,1916,5.7125117,-,-,-,0.059,-
Africa,1917,6.1748603,-,-,-,0.138,-
Africa,1918,5.9139437,-,-,-,0.283,-
Africa,1919,6.1338907,-,-,-,0.225,-
Africa,1920,6.8403643,-,-,-,0.149,-
Africa,1921,6.7995725,-,-,-,0.183,-
Africa,1922,5.8094512,-,-,-,0.174,-
Africa,1923,7.0846083,-,-,-,0.154,-
Africa,1924,7.471072,-,-,-,0.165,-
Africa,1925,7.8461516,-,-,-,0.182,-
Africa,1926,8.42212,-,-,-,0.174,-
Africa,1927,8.269268,-,-,-,0.186,-
Africa,1928,8.4131376,-,-,-,0.269,-
Africa,1929,8.6008328,-,0.002579536,-,0.275,-
Africa,1930,8.0959508,-,0.002837489,-,0.287,-
Africa,1931,7.0297276,-,0.003353396,-,0.29,-
Africa,1932,6.2892116,-,0.004643164,-,0.272,-
Africa,1933,6.768314,-,0.008426483,-,0.24,-
Africa,1934,7.7704424,-,0.014789338,-,0.222,-
Africa,1935,8.6192904,-,0.014101462,-,0.182,-
Africa,1936,9.3654232,-,0.0144454,-,0.183,-
Africa,1937,10.0810836,-,0.019948409,-,0.174,-
Africa,1938,10.5708064,-,0.021152193,-,0.229,-
Africa,1939,10.914883,-,0.024763543,-,0.671,-
Africa,1940,11.4400888,-,0.029062769,-,0.934,-
Africa,1941,12.2941714,-,0.031298366,-,1.227,-
Africa,1942,13.5068458,-,0.032072227,-,1.187,-
Africa,1943,13.7462255,-,0.023559759,-,1.29,-
Africa,1944,15.2670217,-,0.029750645,-,1.358,-
Africa,1945,15.4872634,-,0.039122958,-,1.353,-
Africa,1946,15.6548217,0.07245,0.002579536,-,1.285,-
Africa,1947,15.5229228,0.07245,0.00266552,-,1.337,-
Africa,1948,16.0126449,0.07455,-,-,1.894,-
Africa,1949,17.0637481,0.0756,0.002837489,-,2.306,-
Africa,1950,17.8503003,0.079785533,0.065950129,-,2.649,-
Africa,1951,18.0987632,0.086071067,0.073602752,-,2.415,-
Africa,1952,19.171474,0.0881566,0.062338779,-,2.499,-
Africa,1953,19.7659364,0.095448733,0.10533104,-,2.539,-
Africa,1954,20.2845944,0.1058764,0.126397248,-,2.161,-
Africa,1955,22.4594356,0.104840867,0.144368014,-,1.978,-
Africa,1956,23.5168192,0.116361933,0.16844368,-,1.868,-
Africa,1957,24.4522124,0.1153698,0.238693035,-,2.677,-
Africa,1958,25.469766,0.122748733,0.255374033,-,4.499,-
Africa,1959,25.0670588,0.141533,0.282459157,-,5.819,-
Africa,1960,23.4613708,0.152033,0.340068788,-,13.799,-
Africa,1961,26.118974,0.244433,0.435339639,-,23.647,-
Africa,1962,26.90499,0.3903396,0.524505589,-,38.845,-
Africa,1963,27.5162384,0.523538867,0.542046432,-,57.216,-
Africa,1964,29.1936932,0.973641667,0.614359415,-,82.352,-
Africa,1965,31.656016,2.687684067,0.66044712,-,106.97,-
Africa,1966,31.332315,3.288133333,0.765348237,-,136.376,-
Africa,1967,31.7910299,2.751626733,0.709372313,-,152.17,-
Africa,1968,33.2880653,3.851925467,0.730524506,-,194.779,-
Africa,1969,33.7591289,3.231280267,0.790455718,-,247.311,-
Africa,1970,35.2435475,3.441770733,1.100343938,-,297.828,-
Africa,1971,37.7246352,4.1613628,1.189853826,-,283.237,-
Africa,1972,37.51902,7.1927996,1.215305245,-,283.838,-
Africa,1973,39.9129003,10.29350047,1.297506449,-,293.322,-
Africa,1974,42.0440657,10.95441713,1.30171969,-,269.55,-
Africa,1975,44.3057909,15.61497747,1.354514187,-,249.598,-
Africa,1976,48.5886667,16.79610893,1.420636285,-,289.741,-
Africa,1977,53.5020759,15.85776313,1.445141874,-,306.064,-
Africa,1978,56.4816553,22.14381027,1.407566638,-,298.5,-
Africa,1979,64.12028,36.95443033,1.468357696,-,329.35,-
Africa,1980,65.54068425,19.54096805,5.168529665,-,315.7756944,0.029018048
Africa,1981,73.32508776,30.00602832,4.521582115,-,247.7944444,0.032689587
Africa,1982,75.8294693,35.94906505,4.451762683,-,247.4902778,0.040753214
Africa,1983,78.59223149,48.95404666,4.289337919,-,249.4805417,0.057595861
Africa,1984,87.65113881,52.1979419,3.860361135,1.022694703,271.1645833,0.055678406
Africa,1985,93.33673485,53.6208624,4.004299226,1.384871935,283.8316549,0.064595001
Africa,1986,95.60204378,54.06321816,4.238349097,2.293702285,280.210939,0.067836618
Africa,1987,95.89562575,60.67272456,4.161650903,1.606868339,278.9139886,0.068756652
Africa,1988,98.45982606,64.69506711,4.395098882,2.734047265,296.1038805,0.065119507
Africa,1989,95.3232863,68.9445099,4.496646604,2.891946116,317.0352187,0.065605319
Africa,1990,94.94268224,70.92538467,4.721120378,2.201464342,340.5834472,0.11665863
Africa,1991,96.69572514,77.38188645,4.878761823,2.382552959,352.681653,0.115110908
Africa,1992,99.10168337,79.80756637,4.802579536,2.420073478,358.5062642,0.113563187
Africa,1993,99.70276919,80.43366096,4.722018057,1.890356705,356.7570762,0.096840926
Africa,1994,105.3126267,77.90962082,4.801805675,2.526642174,356.8328938,0.088586411
Africa,1995,110.4908396,86.21900255,5.083490972,2.944579067,370.9525554,0.099858982
Africa,1996,110.1672059,89.60373372,5.332820292,3.068084108,381.2606324,0.11387446
Africa,1997,122.8217468,97.88217147,5.481745486,3.295291696,395.9206967,0.122049867
Africa,1998,124.0101062,103.0625006,5.247867584,3.543865135,394.3276922,0.142428198
Africa,1999,122.491763,111.9672113,6.198770421,3.344797936,388.466978,0.160822009
Africa,2000,124.9845426,123.2736778,6.408684437,3.389874671,395.554296,0.21825967
Africa,2001,125.8114976,127.9742413,6.985898538,2.792933636,396.2901527,0.245869301
Africa,2002,123.3572783,129.3664959,7.170679278,3.124104328,400.2332797,0.23520722
Africa,2003,131.7274153,140.6760505,7.025881341,3.299460643,422.4779796,0.283616506
Africa,2004,133.560046,145.5603678,7.44027859,3.720784804,455.0625627,0.329644021
Africa,2005,134.8411521,167.1199077,7.60777902,3.188723,493.8287692,0.329987959
Africa,2006,134.5519127,176.8936045,7.892974205,2.624872977,497.7482507,0.399203779
Africa,2007,135.9333027,181.8223562,8.075177988,3.283272102,508.1476593,0.37726225
Africa,2008,137.9383647,198.4796816,8.208561479,3.321543031,513.2071935,0.416815517
Africa,2009,136.4842298,190.9013986,8.489593293,3.015651789,505.6954099,0.471711862
Africa,2010,139.5367643,197.9349461,9.41255374,3.36119753,516.4966825,0.576697738
Africa,2011,138.9821772,191.3961969,9.461306965,3.371255113,447.0781573,0.607103244
Africa,2012,144.2203093,209.0171478,9.714359415,3.230412465,497.3624376,0.579351739
Africa,2013,143.7673085,196.3227648,9.910252023,3.547434795,459.0319565,0.677167492
Africa,2014,146.0204873,198.2232544,10.38790348,3.842726491,428.55942,0.735461229
Asia and Oceania,1900,12.95792995,-,-,-,0.569,-
Asia and Oceania,1901,14.63192885,-,-,-,0.89,-
Asia and Oceania,1902,15.60471395,-,-,-,0.709,-
Asia and Oceania,1903,16.58362335,-,-,-,1.257,-
Asia and Oceania,1904,17.4656216,-,-,-,1.534,-
Asia and Oceania,1905,18.63094065,-,-,-,1.81,-
Asia and Oceania,1906,25.0254984,-,-,-,1.894,-
Asia and Oceania,1907,26.9978324,-,-,-,2.225,-
Asia and Oceania,1908,30.4956841,-,-,-,2.369,-
Asia and Oceania,1909,28.6906186,-,-,-,2.682,-
Asia and Oceania,1910,29.88623085,-,-,-,2.598,-
Asia and Oceania,1911,34.29480635,-,-,-,2.811,-
Asia and Oceania,1912,32.7252282,-,-,-,2.708,-
Asia and Oceania,1913,35.2126866,-,-,-,2.876,-
Asia and Oceania,1914,37.56314695,-,0.10816853,-,2.973,-
Asia and Oceania,1915,36.45236245,-,0.137575236,-,3.16,-
Asia and Oceania,1916,37.98585245,-,0.160189166,-,3.37,-
Asia and Oceania,1917,41.4605044,-,0.189853826,-,3.349,-
Asia and Oceania,1918,44.8962822,-,0.224935512,-,3.248,-
Asia and Oceania,1919,48.9695003,-,0.246603611,-,3.725,-
Asia and Oceania,1920,46.4470412,-,0.272226999,-,3.995,-
Asia and Oceania,1921,45.6556765,-,0.308598452,-,4.128,-
Asia and Oceania,1922,46.6493398,0.141993133,0.346173689,-,4.315,-
Asia and Oceania,1923,49.8039472,0.184126444,0.376096303,-,4.871,-
Asia and Oceania,1924,53.3753675,0.226259756,0.514531384,-,5.002,-
Asia and Oceania,1925,54.10425405,0.268393067,0.593809114,-,5.146,-
Asia and Oceania,1926,53.1705622,0.310526378,0.779965606,-,5.082,-
Asia and Oceania,1927,56.82127535,0.352659689,0.896474635,-,5.775,-
Asia and Oceania,1928,56.88678695,0.394793,1.057953568,-,6.524,-
Asia and Oceania,1929,57.5263871,0.529153126,1.190971625,-,7.482,-
Asia and Oceania,1930,55.8592426,0.520609652,1.244883921,-,7.282,-
Asia and Oceania,1931,51.6486432,0.583517978,1.290627687,-,6.663,-
Asia and Oceania,1932,50.128491,0.646426304,1.368185727,-,7.096,-
Asia and Oceania,1933,54.2176957,0.70933463,1.547119518,-,7.637,-
Asia and Oceania,1934,60.35689695,0.772242956,1.545227859,-,8.325,-
Asia and Oceania,1935,65.3950647,0.835151281,1.754084265,-,8.511,-
Asia and Oceania,1936,70.8974063,0.898059607,1.86311264,-,8.92,-
Asia and Oceania,1937,74.4496942,1.072385067,2.166122098,-,9.938,-
Asia and Oceania,1938,77.9069151,0.045297778,2.193035254,-,10.277,-
Asia and Oceania,1939,84.52414005,0.044003556,2.146431642,-,10.973,-
Asia and Oceania,1940,94.42308785,0.042709333,2.251676698,-,11.25,-
Asia and Oceania,1941,101.7740259,0.041415111,2.669647463,-,9.965,-
Asia and Oceania,1942,99.70808785,0.040120889,2.462768702,-,5.253,-
Asia and Oceania,1943,94.3745446,0.038826667,2.709802236,-,7.871,-
Asia and Oceania,1944,92.7265136,0.037532444,2.826913156,-,4.577,-
Asia and Oceania,1945,60.41640115,0.036238222,1.973774721,-,2.087,-
Asia and Oceania,1946,50.56810395,0.104868089,2.899716251,-,1.151,-
Asia and Oceania,1947,57.1836153,0.113824122,3.030008598,-,3.409,-
Asia and Oceania,1948,60.2168448,0.490600133,3.564058469,-,7.682,-
Asia and Oceania,1949,73.1953075,0.687974,3.82072227,-,10.341,-
Asia and Oceania,1950,81.11900545,0.736966067,4.094067068,-,12.254,-
Asia and Oceania,1951,90.849199,0.971872378,4.279621668,-,14.592,-
Asia and Oceania,1952,100.8795046,1.270622578,4.542734308,-,15.258,-
Asia and Oceania,1953,104.0564224,1.611623611,4.879535684,-,16.996,-
Asia and Oceania,1954,110.5523426,1.882465511,5.358125537,-,18.036,-
Asia and Oceania,1955,119.4480224,2.395937444,5.801375752,-,19.669,-
Asia and Oceania,1956,130.0388194,2.839388689,6.588650043,-,21.216,-
Asia and Oceania,1957,147.286054,3.222365689,7.23688736,-,24.334,-
Asia and Oceania,1958,218.8407246,3.3906131,7.947119518,-,25.525,-
Asia and Oceania,1959,256.4871453,3.956230522,8.52338779,-,29.336,0.000515907
Asia and Oceania,1960,305.3472167,4.903764756,8.82966466,-,32.876,0.014531384
Asia and Oceania,1961,226.8575603,5.586171578,10.03602752,-,33.833,0.033018057
Asia and Oceania,1962,232.7311662,6.380868511,9.927085125,-,36.284,0.042218401
Asia and Oceania,1963,236.2471041,7.327534978,11.19982803,0.000781677,36.867,0.065434222
Asia and Oceania,1964,256.5704197,7.925057078,11.83267412,0.000521118,39.236,0.086328461
Asia and Oceania,1965,268.0853609,8.905982867,13.28710232,0.00938013,43.931,0.10266552
Asia and Oceania,1966,286.6983949,9.388189844,14.17790198,0.152166549,48.073,0.107910576
