Entity,Year,Total Real GDP,Real GDP per capita
United Kingdom,1921,1.92684E+11,4372.027591
United Kingdom,1922,2.02914E+11,4573.019021
United Kingdom,1923,2.08925E+11,4684.837205
United Kingdom,1924,2.18786E+11,4871.112101
United Kingdom,1925,2.26485E+11,5026.409818
United Kingdom,1926,2.19419E+11,4850.968341
United Kingdom,1927,2.36293E+11,5205.952984
United Kingdom,1928,2.38403E+11,5230.659529
United Kingdom,1929,2.45205E+11,5368.825539
United Kingdom,1930,2.43254E+11,5303.579994
United Kingdom,1931,2.31969E+11,5034.70504
United Kingdom,1932,2.32128E+11,5009.776627
United Kingdom,1933,2.3951E+11,5148.538263
United Kingdom,1934,2.53801E+11,5438.670552
United Kingdom,1935,2.63187E+11,5615.494581
United Kingdom,1936,2.75737E+11,5856.651303
United Kingdom,1937,2.85387E+11,6034.955275
United Kingdom,1938,2.87602E+11,6055.543858
United Kingdom,1939,3.00258E+11,6256.548103
United Kingdom,1940,3.30052E+11,6843.860158
United Kingdom,1941,3.58791E+11,7441.326531
United Kingdom,1942,3.65224E+11,7545.950413
United Kingdom,1943,3.71499E+11,7614.400787
United Kingdom,1944,3.55152E+11,7245.634079
United Kingdom,1945,3.38911E+11,6890.956041
United Kingdom,1946,3.30579E+11,6754.919389
United Kingdom,1947,3.2636E+11,6621.221343
United Kingdom,1948,3.36854E+11,6773.385345
United Kingdom,1949,3.48243E+11,6960.961861
United Kingdom,1950,3.59774E+11,7155.409706
United Kingdom,1951,3.73254E+11,7422.179801
United Kingdom,1952,3.79199E+11,7516.18402
United Kingdom,1953,4.00153E+11,7909.271854
United Kingdom,1954,4.17347E+11,8221.172503
United Kingdom,1955,4.33302E+11,8505.106377
United Kingdom,1956,4.40315E+11,8602.67469
United Kingdom,1957,4.48743E+11,8725.282033
United Kingdom,1958,4.54426E+11,8797.754223
United Kingdom,1959,4.73093E+11,9105.594509
United Kingdom,1960,5.02799E+11,9600.439162
United Kingdom,1961,5.16253E+11,9776.148797
United Kingdom,1962,5.21906E+11,9793.364082
United Kingdom,1963,5.47364E+11,10207.27311
United Kingdom,1964,5.77677E+11,10699.54511
United Kingdom,1965,5.89975E+11,10855.20566
United Kingdom,1966,5.99211E+11,10965.98448
United Kingdom,1967,6.15879E+11,11206.15368
United Kingdom,1968,6.49439E+11,11762.32262
United Kingdom,1969,6.61919E+11,11934.9412
United Kingdom,1970,6.799E+11,12221.33944
United Kingdom,1971,7.03556E+11,12579.67387
United Kingdom,1972,7.3377E+11,13080.44858
United Kingdom,1973,7.81583E+11,13901.50633
United Kingdom,1974,7.62257E+11,13554.70556
United Kingdom,1975,7.50912E+11,13355.31616
United Kingdom,1976,7.72852E+11,13747.8765
United Kingdom,1977,7.91889E+11,14093.08434
United Kingdom,1978,8.25111E+11,14687.43992
United Kingdom,1979,8.55933E+11,15219.26526
United Kingdom,1980,8.38462E+11,14884.90086
United Kingdom,1981,8.31931E+11,14761.67325
United Kingdom,1982,8.487E+11,15077.09089
United Kingdom,1983,8.8452E+11,15706.45486
United Kingdom,1984,9.04639E+11,16037.05417
United Kingdom,1985,9.42519E+11,16665.82381
United Kingdom,1986,9.72239E+11,17151.97287
United Kingdom,1987,1.02435E+12,18033.06105
United Kingdom,1988,1.08363E+12,19038.97646
United Kingdom,1989,1.11162E+12,19475.96647
United Kingdom,1990,1.11959E+12,19560.42804
United Kingdom,1991,1.10706E+12,19273.7649
United Kingdom,1992,1.11104E+12,19294.08087
United Kingdom,1993,1.1389E+12,19733.54772
United Kingdom,1994,1.18314E+12,20447.5814
United Kingdom,1995,1.2128E+12,20901.40767
United Kingdom,1996,1.24371E+12,21382.66706
United Kingdom,1997,1.2826E+12,21994.64281
United Kingdom,1998,1.32353E+12,22634.15585
United Kingdom,1999,1.36698E+12,23293.75439
United Kingdom,2000,1.41818E+12,24083.44244
United Kingdom,2001,1.45684E+12,24644.99527
United Kingdom,2002,1.49176E+12,25128.32457
United Kingdom,2003,1.54347E+12,25881.22722
United Kingdom,2004,1.58249E+12,26396.67042
United Kingdom,2005,1.62952E+12,26972.87927
United Kingdom,2006,1.67031E+12,27459.97929
United Kingdom,2007,1.713E+12,27935.84215
United Kingdom,2008,1.70225E+12,27533.90718
United Kingdom,2009,1.62858E+12,26157.52148
United Kingdom,2010,1.65977E+12,26446.53261
United Kingdom,2011,1.68482E+12,26622.67741
United Kingdom,2012,1.70694E+12,26794.43052
United Kingdom,2013,1.73956E+12,27135.82799
United Kingdom,2014,1.79298E+12,27756.48329
United Kingdom,2015,1.83323E+12,28161.47086
