Entity,Year,Food exports (% of merchandise exports),Manufactures exports (% of merchandise exports),Sea freight cost (relative to 1930),Passenger air transport cost (relative to 1930),International calling costs (relative to 1930)
Afghanistan,1962,31.94702634,13.83135651,,,
Afghanistan,1963,26.51911952,9.467291732,,,
Afghanistan,1964,32.60326449,12.87941589,,,
Afghanistan,1965,41.06746127,13.07219252,,,
Afghanistan,1966,35.64949323,12.45691007,,,
Afghanistan,1967,40.87586694,8.025516605,,,
Afghanistan,1968,41.82833069,7.243943214,,,
Afghanistan,1969,38.14843102,8.721606237,,,
Afghanistan,1970,36.06464886,10.91412752,,,
Afghanistan,1971,27.02127781,12.74772024,,,
Afghanistan,1972,37.23807016,14.89093009,,,
Afghanistan,1973,48.62098697,12.302644,,,
Afghanistan,1974,43.91323905,10.57057627,,,
Afghanistan,1975,36.428579,9.587881643,,,
Afghanistan,1976,35.86717967,11.51367228,,,
Afghanistan,1977,36.06561131,14.57606938,,,
Afghanistan,2008,52.52408118,34.61741964,,,
Afghanistan,2009,54.67931958,18.04329652,,,
Afghanistan,2010,40.04707097,19.62655879,,,
Afghanistan,2011,39.1451752,14.1181152,,,
Afghanistan,2012,17.43722277,16.96401615,,,
Afghanistan,2013,13.6385048,14.21933585,,,
Afghanistan,2014,14.49562375,14.72193646,,,
Albania,1996,11.07672667,65.36820428,,,
Albania,1997,11.08539894,64.68899908,,,
Albania,1998,9.820444318,67.6566418,,,
Albania,1999,5.532591892,84.09369743,,,
Albania,2000,6.616207793,81.65935988,,,
Albania,2001,5.750397884,84.17980374,,,
Albania,2002,3.463285233,84.42528953,,,
Albania,2003,5.621865369,84.19131978,,,
Albania,2004,5.669594911,81.51488698,,,
Albania,2005,9.338585434,43.47081566,,,
Albania,2006,7.698351573,27.00154978,,,
Albania,2007,5.229415559,70.23263079,,,
Albania,2008,4.31107302,33.41271863,,,
Albania,2009,5.624207625,70.14539529,,,
Albania,2010,4.471958018,62.05138578,,,
Albania,2011,4.109861138,60.07611098,,,
Albania,2012,4.577602012,55.24909662,,,
Albania,2013,4.513193323,52.29376077,,,
Albania,2014,3.002909203,31.36353809,,,
Albania,2015,5.610236234,52.6944271,,,
Algeria,1966,30.96960498,5.603517884,,,
Algeria,1968,16.09081253,7.58600935,,,
Algeria,1969,20.54700706,7.64414706,,,
Algeria,1970,19.98327498,6.741344431,,,
Algeria,1971,12.35276361,8.56580537,,,
Algeria,1973,12.29658517,3.255305701,,,
Algeria,1974,3.882369284,2.006315856,,,
Algeria,1975,4.070764137,2.18087814,,,
Algeria,1976,3.053120327,0.876876967,,,
Algeria,1977,2.289471632,0.656684709,,,
Algeria,1978,2.409578027,0.566419766,,,
Algeria,1979,1.136448246,0.400369074,,,
Algeria,1980,0.770226833,0.315613851,,,
Algeria,1981,0.931555184,0.50527334,,,
Algeria,1982,0.623873045,0.7741048,,,
Algeria,1983,0.33879592,0.733532159,,,
Algeria,1984,0.405205815,1.546696865,,,
Algeria,1985,0.550602798,1.511085226,,,
Algeria,1986,0.335035799,1.365277853,,,
Algeria,1987,0.364621786,1.725662056,,,
Algeria,1988,0.381643181,3.898333312,,,
Algeria,1989,0.386809318,3.369591018,,,
Algeria,1990,0.449680953,2.644171233,,,
Algeria,1991,0.454700297,2.180605564,,,
Algeria,1992,0.727440907,3.028027277,,,
Algeria,1993,0.979174708,3.46786689,,,
Algeria,1994,0.400537988,2.692397605,,,
Algeria,1995,1.1797134,3.692476636,,,
Algeria,1996,1.223454138,5.976946583,,,
Algeria,1997,0.268184668,2.825391292,,,
Algeria,1998,0.341639302,2.624180955,,,
Algeria,1999,0.223124461,2.78747287,,,
Algeria,2000,0.163458381,2.311701287,,,
Algeria,2001,0.148606444,2.870885594,,,
Algeria,2002,0.231638366,3.220953234,,,
Algeria,2003,0.209587695,2.118728376,,,
Algeria,2004,0.193619707,2.002809068,,,
Algeria,2005,0.153082861,1.323534498,,,
Algeria,2006,0.160478308,1.20187373,,,
Algeria,2007,0.163018507,1.533629224,,,
Algeria,2008,0.160334955,1.62138798,,,
Algeria,2009,0.25740348,1.562944894,,,
Algeria,2010,0.560728903,1.786225407,,,
Algeria,2011,0.48843896,2.034173562,,,
Algeria,2012,0.44506495,2.163576934,,,
Algeria,2013,0.614279708,2.484622133,,,
Algeria,2014,0.515502565,3.394740627,,,
Andorra,1995,6.508495049,89.35005316,,,
Andorra,1996,6.540601169,89.85561052,,,
Andorra,1997,9.485408267,87.68390766,,,
Andorra,1998,10.73127494,86.79154244,,,
Andorra,1999,11.04027322,85.74702583,,,
Andorra,2000,8.392797042,85.11880186,,,
Andorra,2001,4.930022044,89.23964753,,,
Andorra,2002,3.955891906,90.80692243,,,
Andorra,2003,6.32259855,88.89237137,,,
Andorra,2004,11.63986952,83.6800909,,,
Andorra,2005,28.85890232,67.3351427,,,
Andorra,2006,33.11121938,63.41658059,,,
Angola,1962,65.49482503,13.92097106,,,
Angola,1969,49.68793658,21.59896792,,,
Angola,1970,44.69141738,21.56630933,,,
Angola,1971,45.42154064,14.6805913,,,
Angola,1972,42.07283976,16.33788713,,,
Angola,1973,40.59791162,13.11212594,,,
Angola,1974,27.629101,9.436267986,,,
Angola,1978,23.27657671,8.984063948,,,
Angola,1979,14.34224701,13.12823656,,,
Angola,1980,8.69300388,12.9408692,,,
Angola,1981,5.239923467,11.88839,,,
Angola,1990,0.234865204,0.061069045,,,
Angola,1991,0.305922033,0.00182478,,,
Antigua and Barbuda,1973,1.493142344,2.037356437,,,
Antigua and Barbuda,1974,1.622593156,2.161373509,,,
Antigua and Barbuda,1975,3.034640238,3.380007107,,,
Antigua and Barbuda,1977,36.06732424,51.38865253,,,
Antigua and Barbuda,1978,17.45072315,76.60459738,,,
Antigua and Barbuda,1981,8.701194802,90.93508734,,,
Antigua and Barbuda,1999,16.45554662,74.45229318,,,
Antigua and Barbuda,2000,27.14536603,64.93783397,,,
Antigua and Barbuda,2005,18.6649491,78.90421642,,,
Antigua and Barbuda,2007,37.58913122,58.94273735,,,
Antigua and Barbuda,2009,48.30508377,45.55053526,,,
Antigua and Barbuda,2010,50.65432006,47.56955061,,,
Antigua and Barbuda,2011,58.68952895,36.91876436,,,
Antigua and Barbuda,2012,56.84034197,40.43814377,,,
Antigua and Barbuda,2013,37.79009954,26.99532385,,,
Antigua and Barbuda,2014,25.66733247,17.4525679,,,
Antigua and Barbuda,2015,52.09462867,28.47725857,,,
Argentina,1962,71.51672236,3.468135678,,,
Argentina,1963,72.12415416,5.725743897,,,
Argentina,1964,77.22665177,7.282293103,,,
Argentina,1965,81.63537584,5.609010729,,,
Argentina,1966,77.91825229,6.181637519,,,
Argentina,1967,76.82995977,8.112938099,,,
Argentina,1968,72.74008045,12.129938,,,
Argentina,1969,73.87570296,13.64017974,,,
Argentina,1970,74.31840884,13.86737544,,,
Argentina,1971,76.69927295,15.10280416,,,
Argentina,1972,71.75390308,20.27826899,,,
Argentina,1973,69.90732425,22.35457084,,,
Argentina,1974,70.51725335,24.35476799,,,
Argentina,1975,68.86898821,24.37637126,,,
Argentina,1976,68.24315512,24.84286291,,,
Argentina,1977,68.78781674,23.86408291,,,
Argentina,1978,65.44610252,26.14440969,,,
Argentina,1979,69.40121355,24.12684524,,,
Argentina,1980,64.95483967,23.15008271,,,
Argentina,1981,66.83595088,19.64792155,,,
Argentina,1982,62.5132745,24.21997228,,,
Argentina,1983,74.96870549,16.34404092,,,
Argentina,1984,73.40185109,17.51472911,,,
Argentina,1985,66.07078805,21.35225038,,,
Argentina,1986,66.62847775,26.26472933,,,
Argentina,1987,61.05934458,31.57457377,,,
Argentina,1988,59.63901405,31.62533704,,,
Argentina,1989,54.98129281,35.07661084,,,
Argentina,1990,56.2560001,29.08376672,,,
Argentina,1991,60.0516707,28.18142994,,,
Argentina,1992,61.00757499,26.29695139,,,
Argentina,1993,55.2990125,31.93304125,,,
Argentina,1994,51.93018275,32.85859795,,,
Argentina,1995,49.78575289,33.86450692,,,
Argentina,1996,51.92294054,30.07786079,,,
Argentina,1997,48.60054399,34.31274329,,,
Argentina,1998,50.6466266,34.89066573,,,
Argentina,1999,49.3935387,31.82901116,,,
Argentina,2000,43.77850973,32.47556393,,,
Argentina,2001,44.39294203,32.56818021,,,
Argentina,2002,45.87766362,30.56716638,,,
Argentina,2003,49.20506148,26.76340411,,,
Argentina,2004,47.95874538,28.64626824,,,
Argentina,2005,46.61903729,30.80076307,,,
Argentina,2006,45.11928361,32.17205701,,,
Argentina,2007,50.90517519,31.30516458,,,
Argentina,2008,53.11599487,31.17326057,,,
Argentina,2009,50.48941422,32.59356,,,
Argentina,2010,51.12397369,33.18964817,,,
Argentina,2011,54.10395743,32.35068137,,,
Argentina,2012,53.89495741,32.14241094,,,
Argentina,2013,55.21806126,33.05712835,,,
Argentina,2014,55.87391204,32.1423431,,,
Argentina,2015,62.39097759,29.33510913,,,
Armenia,1997,10.87045841,54.45294343,,,
Armenia,1999,8.061195538,62.60946518,,,
Armenia,2000,14.13781528,43.12972464,,,
Armenia,2001,24.40363406,30.16951722,,,
Armenia,2002,14.55108496,54.44501454,,,
Armenia,2003,14.44719451,62.07292928,,,
Armenia,2004,12.94680382,56.84566522,,,
Armenia,2005,13.70981588,71.13290338,,,
Armenia,2006,11.7101737,56.23636844,,,
Armenia,2007,7.964388706,56.21391268,,,
Armenia,2008,18.61033489,50.96366099,,,
Armenia,2009,19.90463158,32.52841371,,,
Armenia,2010,16.71604952,24.21823895,,,
Armenia,2011,19.23102475,21.26159298,,,
Armenia,2012,25.92098399,22.11328537,,,
Armenia,2013,30.06497837,23.97769165,,,
Armenia,2014,31.76157399,23.97745495,,,
Armenia,2015,31.15195863,17.34135719,,,
Aruba,1988,53.86432709,30.10811373,,,
Aruba,1989,49.79666378,26.77504388,,,
Aruba,1990,42.57927193,31.85256493,,,
Aruba,1991,18.06343769,33.44580556,,,
Aruba,1995,35.83433122,62.25467898,,,
Aruba,1996,15.19459546,80.86246547,,,
Aruba,1997,34.69950253,64.46661543,,,
Aruba,1998,22.9386657,76.44978242,,,
Aruba,2005,1.106423044,24.9448834,,,
Aruba,2009,76.06403081,19.89072306,,,
Aruba,2010,82.32874445,13.68777913,,,
Aruba,2011,77.98423398,17.56878338,,,
Aruba,2012,76.46333957,19.14387551,,,
Aruba,2013,75.7071795,20.00484901,,,
Aruba,2014,68.28541284,26.26629917,,,
Australia,1963,39.8346475,10.07724837,,,
Australia,1964,39.7859422,10.51887428,,,
Australia,1965,39.57698542,12.28833909,,,
Australia,1966,36.35536387,15.25212432,,,
Australia,1967,41.36690431,13.56053822,,,
Australia,1968,34.09229139,15.62966026,,,
Australia,1969,32.80498359,16.78284707,,,
Australia,1970,34.01353623,17.57017979,,,
Australia,1971,38.33876304,18.30983349,,,
Australia,1972,36.91115716,18.32073115,,,
Australia,1973,31.93498279,20.2774998,,,
Australia,1974,34.54330571,20.84141886,,,
Australia,1975,35.64230237,18.08406964,,,
Australia,1976,32.69532221,18.68662634,,,
Australia,1977,31.75959023,19.27881653,,,
Australia,1978,29.49195371,21.45290475,,,
Australia,1979,33.77235746,20.30119479,,,
Australia,1980,34.4300932,21.52512799,,,
Australia,1981,30.98558204,20.57647726,,,
Australia,1982,30.63417236,18.13861232,,,
Australia,1983,25.01876606,19.39999507,,,
Australia,1984,28.67048772,16.93308237,,,
Australia,1985,24.83437815,16.05113899,,,
Australia,1986,27.34658033,17.15237671,,,
Australia,1987,24.18120895,19.14860549,,,
Australia,1988,22.43151864,20.15908332,,,
Australia,1989,23.69578863,21.97527213,,,
Australia,1990,22.74267569,24.11618332,,,
Australia,1991,20.92345139,24.90878583,,,
Australia,1992,22.07264865,25.38803361,,,
Australia,1993,24.3442151,27.56625672,,,
Australia,1994,24.94168695,28.97260582,,,
Australia,1995,22.2157043,30.31664393,,,
Australia,1996,24.84437244,29.83453338,,,
Australia,1997,24.42693483,29.38547167,,,
Australia,1998,22.26001142,28.50187294,,,
Australia,1999,24.58169016,30.38892855,,,
Australia,2000,20.65163484,29.48855503,,,
Australia,2001,21.49117697,28.50684937,,,
Australia,2002,21.75573081,28.82707272,,,
Australia,2003,19.31059666,30.14552659,,,
Australia,2004,21.75544841,27.82407006,,,
Australia,2005,16.82909974,25.3270487,,,
Australia,2006,15.38732345,23.51028465,,,
Australia,2007,13.53974685,24.4541953,,,
Australia,2008,12.33442034,20.11516334,,,
Australia,2009,14.07032541,19.17727287,,,
Australia,2010,11.28926472,16.59950287,,,
Australia,2011,11.54108642,14.64971894,,,
Australia,2012,12.78258125,15.57289859,,,
Australia,2013,13.09908661,14.81122181,,,
Australia,2014,14.00641088,15.11106036,,,
Australia,2015,17.18968342,17.7309421,,,
Austria,1963,5.557814881,72.18563063,,,
Austria,1964,4.69559481,75.00038175,,,
Austria,1965,5.453183726,74.78185236,,,
Austria,1966,4.755475443,76.04444488,,,
Austria,1967,5.871041729,77.01433415,,,
Austria,1968,4.732779526,78.29380416,,,
Austria,1969,4.577434604,78.84717371,,,
Austria,1970,4.671643438,80.04170788,,,
Austria,1971,4.840580915,81.4394248,,,
Austria,1972,5.502427375,81.93381477,,,
Austria,1973,4.52598246,81.21272944,,,
Austria,1974,3.827966894,82.74208458,,,
Austria,1975,4.154539795,85.11233659,,,
Austria,1976,4.262494226,83.32651686,,,
Austria,1977,3.758381722,83.44747208,,,
Austria,1978,4.031327305,83.7395475,,,
Austria,1979,4.012810101,83.45074967,,,
Austria,1980,4.158332922,82.75917396,,,
Austria,1981,4.392598796,83.60094451,,,
Austria,1982,4.660413726,84.78520966,,,
Austria,1983,4.563617996,84.69813104,,,
Austria,1984,4.659755402,84.58928728,,,
Austria,1985,4.284119578,85.39324673,,,
Austria,1986,3.883300173,87.08359395,,,
Austria,1987,3.470374118,86.78681281,,,
Austria,1988,3.499457436,86.89375723,,,
Austria,1989,3.684295454,86.56041037,,,
Austria,1990,3.317610056,87.69592583,,,
Austria,1991,3.254953551,88.66169473,,,
Austria,1992,3.340032437,88.78668316,,,
Austria,1993,3.515482228,88.93048109,,,
Austria,1994,3.75200601,88.11426903,,,
Austria,1995,3.842931866,87.75721471,,,
Austria,1996,4.509889165,87.6729217,,,
Austria,1997,4.773156661,87.93416297,,,
Austria,1998,4.808400752,88.35073301,,,
Austria,1999,5.424177822,87.48899114,,,
Austria,2000,4.759743784,79.7923055,,,
Austria,2001,5.135736304,79.38674735,,,
Austria,2002,5.304065161,79.79843131,,,
Austria,2003,5.992742667,82.32435114,,,
Austria,2004,5.831725778,82.2258681,,,
Austria,2005,6.17595933,80.58735325,,,
Austria,2006,6.044518881,80.23616704,,,
Austria,2007,6.184763615,82.36920693,,,
Austria,2008,6.556383269,81.20266827,,,
Austria,2009,7.363439172,80.55960311,,,
Austria,2010,6.934782921,80.28880869,,,
Austria,2011,6.969375741,80.05782181,,,
Austria,2012,7.116833562,79.93051786,,,
Austria,2013,7.328588899,81.2079929,,,
Austria,2014,7.359057184,82.21555996,,,
Azerbaijan,1996,4.369216381,20.08278661,,,
Azerbaijan,1997,6.92296832,14.23854827,,,
Azerbaijan,1998,7.507132894,13.09657896,,,
Azerbaijan,1999,6.292376142,9.871047915,,,
Azerbaijan,2000,3.163514841,7.702986613,,,
Azerbaijan,2001,2.312329743,4.430702901,,,
Azerbaijan,2002,3.029392083,5.927456604,,,
Azerbaijan,2003,4.840489427,6.486538732,,,
Azerbaijan,2004,4.259263781,10.49639426,,,
Azerbaijan,2005,7.47941377,13.28088795,,,
Azerbaijan,2006,5.029066297,8.136183835,,,
Azerbaijan,2007,8.337662835,7.522401634,,,
Azerbaijan,2008,1.111104246,1.467536475,,,
Azerbaijan,2009,3.572643819,3.062827914,,,
Azerbaijan,2010,2.783515893,2.476587597,,,
Azerbaijan,2011,2.696595558,2.253718992,,,
Azerbaijan,2012,3.477695072,2.397013525,,,
Azerbaijan,2013,3.649089749,2.239928404,,,
Azerbaijan,2014,3.82233346,2.140650978,,,
Bahamas,1974,1.828189809,5.283635987,,,
Bahamas,1975,1.606602324,3.134638628,,,
Bahamas,1976,1.9116476,5.507377418,,,
Bahamas,1980,0.681927117,3.518328799,,,
Bahamas,1981,1.426029601,5.623298791,,,
Bahamas,1982,2.196692637,8.369090622,,,
Bahamas,1983,1.391646487,8.314598763,,,
Bahamas,1984,2.468433803,12.30374392,,,
Bahamas,1985,4.372611522,28.15798798,,,
Bahamas,1986,5.239390331,42.87795273,,,
Bahamas,1987,6.027688754,53.49039464,,,
Bahamas,1988,7.763942721,49.14520136,,,
Bahamas,1995,71.84570841,0.004394994,,,
Bahamas,1997,69.55829218,1.208290176,,,
Bahamas,1998,60.98774919,21.60993079,,,
Bahamas,1999,61.39923864,28.14538672,,,
Bahamas,2000,49.42810287,43.35262851,,,
Bahamas,2001,52.66577265,37.49365224,,,
Bahamas,2002,57.40535068,32.6824436,,,
Bahamas,2003,55.66203929,32.25444933,,,
Bahamas,2004,50.23851755,40.29934961,,,
Bahamas,2005,35.12886804,59.09835049,,,
Bahamas,2006,34.30628777,61.14230401,,,
Bahamas,2007,28.43463036,59.94217178,,,
Bahamas,2008,30.8829458,57.7544254,,,
Bahamas,2009,20.13519564,69.61927585,,,
Bahamas,2010,25.14717193,63.34990454,,,
Bahamas,2011,23.50933627,66.62599754,,,
Bahamas,2012,24.37461031,68.51881583,,,
Bahamas,2013,25.17338752,67.79499785,,,
Bahamas,2014,20.12375192,70.06500678,,,
Bahrain,1970,5.229195305,16.52942306,,,
Bahrain,1971,3.519764534,14.83482307,,,
Bahrain,1972,3.934601092,16.73257671,,,
Bahrain,1973,4.19611245,13.78232916,,,
Bahrain,1974,2.050464945,6.478570392,,,
Bahrain,1975,1.511499997,9.73964913,,,
Bahrain,1976,1.681705818,12.24516049,,,
Bahrain,1977,1.473883312,13.88567288,,,
Bahrain,1978,1.237192458,9.47479499,,,
Bahrain,1979,3.143462847,51.41178714,,,
Bahrain,1980,8.734382886,44.99838628,,,
Bahrain,1981,1.284932438,61.44461218,,,
Bahrain,1982,1.90803706,36.95619136,,,
Bahrain,1983,0.997902517,23.78695332,,,
Bahrain,1984,1.003723106,26.93078632,,,
Bahrain,1985,0.94926511,41.49072528,,,
Bahrain,1986,1.153498981,14.44364402,,,
Bahrain,1987,1.093295849,28.52823181,,,
Bahrain,1988,1.298190076,35.03850241,,,
Bahrain,1989,3.389514775,38.96566607,,,
Bahrain,1990,2.824135449,44.09298285,,,
Bahrain,1991,4.863173661,38.71780377,,,
Bahrain,1992,6.509581294,31.65601205,,,
Bahrain,1993,5.495408243,34.8926724,,,
Bahrain,1994,1.986847799,17.30889497,,,
Bahrain,1995,2.407299134,18.05787871,,,
Bahrain,1996,5.693358413,37.02478788,,,
Bahrain,2000,0.635631638,9.845924304,,,
Bahrain,2001,0.607835835,12.77615499,,,
Bahrain,2002,0.630655359,12.49018575,,,
Bahrain,2003,0.715808818,9.4355587,,,
Bahrain,2004,0.550737734,8.542973956,,,
Bahrain,2005,0.43687302,6.137998065,,,
Bahrain,2006,0.368377037,5.193992671,,,
Bahrain,2007,0.383907482,7.955579064,,,
Bahrain,2008,2.056804771,11.77399716,,,
Bahrain,2009,3.42475822,12.58034114,,,
Bahrain,2010,1.850810059,5.642319823,,,
Bahrain,2011,1.690825863,4.912453653,,,
Bahrain,2012,2.591778094,12.10047229,,,
Bahrain,2013,3.931010503,18.59295638,,,
Bahrain,2014,3.169989554,19.72716212,,,
Bangladesh,1977,13.04660826,57.31186274,,,
Bangladesh,1978,13.68297201,61.46926678,,,
Bangladesh,1979,12.721089,64.53059991,,,
Bangladesh,1980,12.45126434,67.64766837,,,
Bangladesh,1981,15.69587129,67.15133545,,,
Bangladesh,1982,19.97005494,61.53631885,,,
Bangladesh,1983,19.28183866,61.00203598,,,
Bangladesh,1984,17.98332885,64.30617763,,,
Bangladesh,1985,17.91852283,65.80021372,,,
Bangladesh,1986,20.19584932,64.29125475,,,
Bangladesh,1987,18.64081885,71.61071118,,,
Bangladesh,1988,18.13763369,74.07447511,,,
Bangladesh,1989,17.83625521,73.99010162,,,
Bangladesh,1990,14.31399154,77.49413192,,,
Bangladesh,1991,12.64074692,79.77128892,,,
Bangladesh,1992,11.02551564,83.25798929,,,
Bangladesh,1993,11.81218123,83.96693902,,,
Bangladesh,1994,13.56525988,83.87850872,,,
Bangladesh,1995,10.44881552,85.15410651,,,
Bangladesh,1996,10.0854106,87.22617383,,,
Bangladesh,1997,8.357378001,88.37935295,,,
Bangladesh,1998,7.229672183,90.68101291,,,
Bangladesh,2000,7.608775685,90.50958036,,,
Bangladesh,2001,6.066962367,92.69722461,,,
Bangladesh,2002,6.808468112,89.68693931,,,
Bangladesh,2003,5.78812281,92.90743879,,,
Bangladesh,2004,6.184176023,91.77257988,,,
Bangladesh,2005,6.221821768,91.18935033,,,
Bangladesh,2006,5.928288427,91.33142787,,,
Bangladesh,2007,6.519945365,88.28248892,,,
Bangladesh,2008,4.81914348,91.91504544,,,
Bangladesh,2009,3.694887091,92.70457055,,,
Bangladesh,2010,4.029749102,91.68556646,,,
Bangladesh,2011,3.859956404,92.77901182,,,
Belgium,1999,10.03669653,82.23864656,,,
Belgium,2000,8.907230067,78.06586688,,,
Belgium,2001,9.165267631,78.88439647,,,
Belgium,2002,8.545753788,80.37780935,,,
Belgium,2003,8.678575666,79.73545884,,,
Belgium,2004,8.314175607,79.65302734,,,
Belgium,2005,8.045961677,78.6983289,,,
Belgium,2006,7.796436942,77.0885581,,,
Belgium,2007,7.937964338,77.71775277,,,
Belgium,2008,8.58011356,75.24589319,,,
Belgium,2009,9.62623459,76.59299629,,,
Belgium,2010,8.850693359,74.9655594,,,
Belgium,2011,8.845835789,73.14884878,,,
Belgium,2012,9.215180046,72.28841322,,,
Belgium,2013,9.101028246,71.14168326,,,
Belgium,2014,9.388218963,72.5096646,,,
Belgium,2015,9.676392944,75.29428435,,,
Barbados,1967,93.2477375,4.797404944,,,
Barbados,1968,87.94541458,10.33528873,,,
Barbados,1969,76.21321317,21.85526148,,,
Barbados,1970,72.97992569,25.38402293,,,
Barbados,1971,73.72195336,25.26656187,,,
Barbados,1972,63.92192133,35.10637642,,,
Barbados,1973,57.78346077,40.52224972,,,
Barbados,1974,62.13630634,35.01454579,,,
Barbados,1975,69.05840679,28.78233501,,,
Barbados,1976,51.28617632,46.91063664,,,
Barbados,1977,49.39837671,49.81546207,,,
Barbados,1978,39.74889345,59.39092517,,,
Barbados,1979,35.74745415,63.60193494,,,
Barbados,1980,46.98861812,52.5042981,,,
Barbados,1981,29.98356327,69.59827596,,,
Barbados,1982,27.88091247,71.66435624,,,
Barbados,1983,12.30426391,87.17145286,,,
Barbados,1984,15.38189621,84.02699939,,,
Barbados,1985,15.73887957,83.8408615,,,
Barbados,1986,18.91750978,80.29731589,,,
Barbados,1987,28.85870719,50.80479678,,,
Barbados,1988,27.21665906,53.73889283,,,
Barbados,1989,22.98119268,54.99290073,,,
Barbados,1990,27.26402109,43.29882832,,,
Barbados,1991,25.54407182,43.92147365,,,
Barbados,1992,43.6520813,54.69540865,,,
Barbados,1993,37.05780197,61.69802037,,,
Barbados,1994,37.93723867,61.04843067,,,
Barbados,1995,39.17725529,58.78830852,,,
Barbados,1996,47.24601828,51.05699106,,,
Barbados,1997,44.89716443,53.71323772,,,
Barbados,1998,38.94415999,56.90060166,,,
Barbados,1999,37.25949102,54.77431047,,,
Barbados,2000,37.1631932,51.72155641,,,
Barbados,2001,41.80848312,50.60555216,,,
Barbados,2002,42.56162839,49.65362279,,,
Barbados,2003,37.71371261,51.83648982,,,
Barbados,2004,41.9501941,46.68334406,,,
Barbados,2005,38.6238455,50.43525672,,,
Barbados,2006,30.34724484,56.67923252,,,
Barbados,2007,30.28455385,43.19657739,,,
Barbados,2008,38.57065367,48.98254034,,,
Barbados,2009,38.71774864,52.72695523,,,
Barbados,2010,32.87015651,63.9791956,,,
Barbados,2011,31.50488853,58.11911408,,,
Barbados,2012,31.45309951,55.35145327,,,
Barbados,2013,35.39007723,52.72001984,,,
Barbados,2014,33.44277343,53.99299899,,,
Barbados,2015,33.81151225,57.47949165,,,
Belarus,1998,8.523019663,77.98861636,,,
Belarus,1999,7.462182281,74.9483489,,,
Belarus,2000,6.751524591,65.12424223,,,
Belarus,2001,8.008869644,67.74714371,,,
Belarus,2002,7.676977381,63.27835413,,,
Belarus,2003,8.261291006,61.99961482,,,
Belarus,2004,8.346367601,58.03817806,,,
Belarus,2005,8.251853841,52.07730153,,,
Belarus,2006,7.486301142,50.40274096,,,
Belarus,2007,7.257455373,53.31972482,,,
Belarus,2008,6.737132382,52.8942584,,,
Belarus,2009,10.6935529,47.8133582,,,
Belarus,2010,12.61922383,53.02644211,,,
Belarus,2011,9.154085143,47.94003101,,,
Belarus,2012,9.809999081,46.68769051,,,
Belarus,2013,14.37837197,46.83926905,,,
Belarus,2014,14.78067034,46.59074585,,,
Belarus,2015,15.28593065,48.73883704,,,
Belize,1975,77.41760617,18.1084937,,,
Belize,1976,63.20238181,29.34935735,,,
Belize,1977,61.87825573,32.61342865,,,
Belize,1978,65.14155014,29.8870366,,,
Belize,1979,76.23015647,17.90341386,,,
Belize,1980,79.42026042,17.62774099,,,
Belize,1982,79.80624275,12.82007553,,,
Belize,1983,99.45134841,4.353736871,,,
Belize,1984,136.1084404,,,,
Belize,1985,100.8460346,5.847326272,,,
Belize,1986,88.70084593,15.13185749,,,
Belize,1987,85.49200162,16.35663905,,,
Belize,1988,81.65334945,19.032566,,,
Belize,1989,92.51355537,10.02360167,,,
Belize,1990,93.30045054,8.985218761,,,
Belize,1992,78.41153457,18.21020283,,,
Belize,1993,76.74089492,20.55548027,,,
Belize,1994,79.45426567,17.03091034,,,
Belize,1995,86.46650686,11.90678681,,,
Belize,1996,79.39284731,12.9898096,,,
Belize,1997,85.49182007,12.66170019,,,
Belize,1998,83.74952364,14.13222306,,,
Belize,1999,10.90209557,40.67671191,,,
Belize,2000,87.25915931,11.3214154,,,
Belize,2001,34.58684844,0.559004772,,,
Belize,2002,21.523334,0.703277556,,,
Belize,2003,89.64092733,9.146922648,,,
Belize,2004,87.9602061,11.16923639,,,
Belize,2005,87.2984334,11.97984367,,,
Belize,2006,73.79676253,2.505640706,,,
Belize,2007,65.63918976,4.997344272,,,
Belize,2008,57.28944904,1.422676405,,,
Belize,2009,69.88181422,1.393611497,,,
Belize,2010,60.86101469,1.378543629,,,
Belize,2011,53.49673728,1.624080578,,,
Belize,2012,68.74111338,2.054033015,,,
Belize,2013,76.62258703,0.955908842,,,
Belize,2014,63.91315284,1.525608902,,,
Benin,1962,93.32755008,4.0508733,,,
Benin,1963,89.58900523,4.675139774,,,
Benin,1964,93.29802684,2.492699442,,,
Benin,1965,88.66085919,5.705302659,,,
Benin,1966,76.61758586,11.94199225,,,
Benin,1967,67.75618675,9.129820352,,,
Benin,1968,74.36298798,9.101986238,,,
Benin,1969,73.8017051,7.671100246,,,
Benin,1970,70.90918253,10.55347984,,,
Benin,1971,74.30837054,6.17440693,,,
Benin,1972,62.07164602,8.508458291,,,
Benin,1973,61.24892609,7.734221892,,,
Benin,1974,43.35927607,17.67737228,,,
Benin,1979,70.70115337,11.01639021,,,
Benin,1980,61.82268955,3.381749872,,,
Benin,1982,35.95558922,46.68170582,,,
Benin,1992,15.46025157,13.4171219,,,
Benin,1993,11.30047768,6.667780052,,,
Benin,1994,19.78160627,9.901254139,,,
Benin,1995,14.11808667,5.555348778,,,
Benin,1996,11.82760823,3.704342065,,,
Benin,1997,12.54618657,4.322255781,,,
Benin,1998,15.30578496,3.446275666,,,
Benin,1999,16.38858773,5.21247932,,,
Benin,2000,20.68488194,7.342635801,,,
Benin,2001,20.06231475,5.510659331,,,
Benin,2002,32.75612241,7.622871392,,,
