Entity,Year,Food exports (% of merchandise exports),Manufactures exports (% of merchandise exports),Sea freight cost (relative to 1930),Passenger air transport cost (relative to 1930),International calling costs (relative to 1930)
Denmark,2015,18.26762528,62.00890571,,,
Democratic Republic of Congo,1962,95.15259483,18.27176838,,,
Democratic Republic of Congo,1965,15.50874767,8.129400313,,,
Democratic Republic of Congo,1970,11.98438942,6.805903362,,,
Democratic Republic of Congo,1972,14.03964071,6.81268747,,,
Democratic Republic of Congo,1973,13.66523462,6.655610851,,,
Democratic Republic of Congo,1974,11.98754965,4.133589507,,,
Democratic Republic of Congo,1975,17.70833954,6.62592954,,,
Democratic Republic of Congo,1976,25.66681447,3.327357256,,,
Democratic Republic of Congo,1977,27.90231466,4.150787213,,,
Democratic Republic of Congo,1978,32.50930347,4.847600773,,,
Dominican Republic,1971,87.83193271,3.989888051,,,
Dominican Republic,1972,76.03331686,16.99972902,,,
Dominican Republic,1973,73.26875174,22.03195118,,,
Dominican Republic,1974,79.04148225,17.07489633,,,
Dominican Republic,1975,82.42760869,15.35010912,,,
Dominican Republic,1976,74.34953514,22.76214398,,,
Dominican Republic,1977,79.01214737,17.54936251,,,
Dominican Republic,1978,74.43782632,21.0842954,,,
Dominican Republic,1979,70.81811255,25.85651061,,,
Dominican Republic,1980,73.16095016,23.59256155,,,
Dominican Republic,1981,79.17432385,18.75441061,,,
Dominican Republic,1982,82.1577254,16.32491454,,,
Dominican Republic,1983,75.3102311,23.87266583,,,
Dominican Republic,1985,58.55806901,40.61402366,,,
Dominican Republic,1986,57.65113596,41.55511793,,,
Dominican Republic,1987,46.9047682,51.49348794,,,
Dominican Republic,1988,35.1750486,63.99467755,,,
Dominican Republic,1992,21.45475604,77.79490861,,,
Dominican Republic,1993,20.6746135,78.39193279,,,
Dominican Republic,1994,20.50327764,76.79464993,,,
Dominican Republic,1995,19.03982016,77.70533718,,,
Dominican Republic,1996,10.66391798,7.888266561,,,
Dominican Republic,1997,10.86002254,7.983642575,,,
Dominican Republic,2001,40.79946107,34.16422133,,,
Dominican Republic,2002,14.22904263,82.89269797,,,
Dominican Republic,2003,13.0689841,83.17110989,,,
Dominican Republic,2004,12.27368484,82.9201963,,,
Dominican Republic,2005,12.26191897,81.34594947,,,
Dominican Republic,2006,14.48917782,84.15338294,,,
Dominican Republic,2007,14.56522049,77.75298011,,,
Dominican Republic,2008,17.28941459,71.34986744,,,
Dominican Republic,2009,23.85773706,72.36404697,,,
Dominican Republic,2010,27.52549071,67.70540172,,,
Dominican Republic,2011,24.55966358,66.91225558,,,
Dominican Republic,2012,23.70391673,64.96591147,,,
Dominican Republic,2013,26.05361113,66.08307842,,,
Dominican Republic,2014,26.5461923,62.12772064,,,
Dominica,1977,84.90329288,15.01224101,,,
Dominica,1978,81.66693687,17.77910115,,,
Dominica,1979,71.07976548,27.35999346,,,
Dominica,1980,45.5937603,54.27775773,,,
Dominica,1981,56.61322431,43.32439895,,,
Dominica,1983,58.91365866,40.79387187,,,
Dominica,1985,64.42803934,35.31356479,,,
Dominica,1986,75.19304738,24.3834354,,,
Dominica,1987,77.22384994,22.39351592,,,
Dominica,1988,76.15524903,23.20461544,,,
Dominica,1989,65.75475653,33.54036224,,,
Dominica,1990,67.1651378,31.80695944,,,
Dominica,1991,69.50761101,29.17576256,,,
Dominica,1993,67.1295485,32.46911066,,,
Dominica,1994,58.78216712,40.39734624,,,
Dominica,1995,51.62627097,46.78803535,,,
Dominica,1996,48.7483697,49.33685438,,,
Dominica,1997,50.05692197,47.98964647,,,
Dominica,1999,43.89316488,53.1638371,,,
Dominica,2000,39.40965091,56.28698452,,,
Dominica,2001,37.66464522,57.14946157,,,
Dominica,2002,42.04936514,54.0902901,,,
Dominica,2003,35.79370646,59.70319249,,,
Dominica,2004,38.32461002,55.99380865,,,
Dominica,2005,35.82572802,57.1908329,,,
Dominica,2006,35.1495033,57.95042458,,,
Dominica,2007,35.20015382,54.10690758,,,
Dominica,2008,40.49624499,45.22807457,,,
Dominica,2009,50.78716383,40.78797177,,,
Dominica,2010,27.12995141,65.990252,,,
Dominica,2012,13.74225241,73.9728953,,,
Ecuador,1962,96.44528011,1.803581081,,,
Ecuador,1963,95.73934325,1.974438714,,,
Ecuador,1964,94.48719407,1.662961451,,,
Ecuador,1965,92.15460488,2.373452946,,,
Ecuador,1966,93.44179801,2.783308879,,,
Ecuador,1967,93.77966234,1.909109604,,,
Ecuador,1968,94.28533013,1.642457003,,,
Ecuador,1969,92.96153015,2.437616294,,,
Ecuador,1970,94.12071855,1.755125818,,,
Ecuador,1971,93.18512535,2.018568502,,,
Ecuador,1972,76.1999459,2.253505255,,,
Ecuador,1973,41.99675527,2.446187629,,,
Ecuador,1974,34.47707677,1.911093444,,,
Ecuador,1975,35.52406401,2.218514961,,,
Ecuador,1976,37.15194137,1.994809098,,,
Ecuador,1977,46.72812526,2.092565535,,,
Ecuador,1978,49.9747712,2.495619157,,,
Ecuador,1979,39.82054315,2.727046697,,,
Ecuador,1980,32.68511937,2.994319387,,,
Ecuador,1981,33.15921508,3.357912765,,,
Ecuador,1982,31.66496665,2.921245095,,,
Ecuador,1983,24.30260098,0.978653027,,,
Ecuador,1984,28.66990883,0.805147225,,,
Ecuador,1985,32.11268811,0.782574768,,,
Ecuador,1986,52.54178561,1.406193173,,,
Ecuador,1987,55.40983323,2.267739561,,,
Ecuador,1988,51.64836981,2.223023595,,,
Ecuador,1989,46.94968834,2.480797042,,,
Ecuador,1990,44.14470549,2.322922775,,,
Ecuador,1991,55.16512568,2.437775812,,,
Ecuador,1992,49.99325575,3.963124946,,,
Ecuador,1993,48.07673998,7.252049131,,,
Ecuador,1994,54.97535453,7.666403936,,,
Ecuador,1995,52.91957287,7.814130456,,,
Ecuador,1996,51.17453422,8.872448598,,,
Ecuador,1997,57.76380659,8.826269173,,,
Ecuador,1998,63.05691977,10.48138888,,,
Ecuador,1999,53.12630468,8.929243786,,,
Ecuador,2000,36.51337593,9.900097918,,,
Ecuador,2001,42.05517961,11.8989222,,,
Ecuador,2002,42.60421839,10.37651555,,,
Ecuador,2003,40.7665688,11.39926759,,,
Ecuador,2004,31.41662454,8.723475615,,,
Ecuador,2005,28.2752843,8.517086042,,,
Ecuador,2006,27.03424168,9.627408072,,,
Ecuador,2007,27.2390709,8.610127764,,,
Ecuador,2008,25.35324323,8.706137165,,,
Ecuador,2009,35.82752235,9.232150463,,,
Ecuador,2010,30.01273746,9.843842686,,,
Ecuador,2011,29.99497722,7.893950199,,,
Ecuador,2012,28.5585329,8.981152975,,,
Ecuador,2013,31.1434389,6.728129759,,,
Ecuador,2014,35.31270243,6.169228167,,,
Ecuador,2015,47.76246769,7.666815794,,,
Egypt,1965,14.59141755,20.65681548,,,
Egypt,1966,15.30571167,21.62737831,,,
Egypt,1967,20.61803529,22.43416986,,,
Egypt,1968,24.46116832,25.92401905,,,
Egypt,1969,27.32301618,27.31652493,,,
Egypt,1970,21.28210319,27.12192218,,,
Egypt,1971,18.38834585,27.90705523,,,
Egypt,1972,15.31548747,30.95963371,,,
Egypt,1973,19.14601859,25.36686123,,,
Egypt,1974,16.55393422,26.2951734,,,
Egypt,1975,17.40851962,34.05301365,,,
Egypt,1976,19.71945018,24.92303014,,,
Egypt,1977,18.60077611,25.06655655,,,
Egypt,1978,15.84800541,28.94515086,,,
Egypt,1979,9.596146689,20.25059204,,,
Egypt,1980,6.777625262,10.94766928,,,
Egypt,1981,7.182611407,8.529062043,,,
Egypt,1982,7.416141608,8.136883618,,,
Egypt,1983,7.618704298,11.76100854,,,
Egypt,1984,7.340044953,13.88166719,,,
Egypt,1985,5.59523266,10.07792458,,,
Egypt,1986,6.824928819,20.03851976,,,
Egypt,1987,11.37236313,34.34915279,,,
Egypt,1988,9.049820737,35.33194207,,,
Egypt,1989,8.922494064,38.9512634,,,
Egypt,1990,9.678988261,42.47296766,,,
Egypt,1991,8.281496491,30.66457029,,,
Egypt,1992,10.95883461,35.32430317,,,
Egypt,1993,10.0163878,32.89923829,,,
Egypt,1994,8.210523826,39.34326897,,,
Egypt,1995,9.799249199,40.39679854,,,
Egypt,1996,10.48356801,31.63993133,,,
Egypt,1997,7.54005711,40.31022205,,,
Egypt,1998,12.05088393,44.05327017,,,
Egypt,1999,8.913109125,37.1211684,,,
Egypt,2000,7.912570456,38.42876802,,,
Egypt,2001,9.854261262,32.66686734,,,
Egypt,2002,8.692217314,35.44708111,,,
Egypt,2003,8.581261694,31.03686712,,,
Egypt,2004,9.725100664,30.52107936,,,
Egypt,2005,8.717608511,23.64790429,,,
Egypt,2006,6.625929351,21.22648836,,,
Egypt,2007,7.895873386,18.75010114,,,
Egypt,2008,10.69797081,36.45951486,,,
Egypt,2009,17.38493396,43.83458443,,,
Egypt,2010,17.1626935,43.40018637,,,
Egypt,2011,14.98423524,45.05725645,,,
Egypt,2012,14.32457157,45.4911503,,,
Egypt,2013,16.35217626,48.74118494,,,
Egypt,2014,17.10257106,51.46656012,,,
Equatorial Guinea,1979,74.68331423,3.813536554,,,
Equatorial Guinea,1980,87.7518329,2.499015948,,,
Equatorial Guinea,1981,73.93439597,8.114217404,,,
Equatorial Guinea,1982,65.07776483,7.232585405,,,
Equatorial Guinea,1983,57.86694301,3.973874622,,,
El Salvador,1963,60.09425782,12.06028325,,,
El Salvador,1964,62.55076863,13.18864245,,,
El Salvador,1965,60.73618532,16.32495455,,,
El Salvador,1966,61.49799915,23.31178774,,,
El Salvador,1967,60.79090925,28.15034681,,,
El Salvador,1968,58.42615019,31.94819465,,,
El Salvador,1969,55.99853891,31.7458284,,,
El Salvador,1970,59.36682887,28.66627788,,,
El Salvador,1971,53.32914539,32.15063375,,,
El Salvador,1972,54.30238277,29.93194294,,,
El Salvador,1973,57.35151947,30.51390077,,,
El Salvador,1974,56.45132957,30.37680142,,,
El Salvador,1975,55.67262146,26.98715581,,,
El Salvador,1976,64.89815388,24.13436108,,,
El Salvador,1977,69.70683093,20.10876433,,,
El Salvador,1978,46.92809963,34.42153405,,,
El Salvador,1979,64.98668775,24.35845537,,,
El Salvador,1980,46.79503387,35.37308968,,,
El Salvador,1981,44.57325706,36.91372598,,,
El Salvador,1982,43.22902595,39.82227335,,,
El Salvador,1983,48.7496593,33.62365275,,,
El Salvador,1984,68.48392604,24.85264955,,,
El Salvador,1985,67.58750323,25.69864919,,,
El Salvador,1986,81.72079353,14.66444257,,,
El Salvador,1987,70.97163028,22.60518042,,,
El Salvador,1988,69.59924007,26.95333,,,
El Salvador,1989,57.77123884,37.0132664,,,
El Salvador,1990,57.23773459,37.74265375,,,
El Salvador,1991,55.37719178,40.47242532,,,
El Salvador,1992,48.09769404,47.57565242,,,
El Salvador,1993,50.35041877,46.02395624,,,
El Salvador,1994,50.87823235,45.09195125,,,
El Salvador,1995,56.99934264,38.80203551,,,
El Salvador,1996,52.38302236,41.17555921,,,
El Salvador,1997,55.11413434,38.79116386,,,
El Salvador,1998,46.63721775,46.5122582,,,
El Salvador,1999,42.07875474,50.06217524,,,
El Salvador,2000,19.20017691,20.597416,,,
El Salvador,2001,14.72898955,21.70160378,,,
El Salvador,2002,13.46512863,23.68803541,,,
El Salvador,2003,13.54839073,22.56456831,,,
El Salvador,2004,14.2173183,23.67278697,,,
El Salvador,2005,17.20871036,78.72346549,,,
El Salvador,2006,17.73058632,77.31813527,,,
El Salvador,2007,19.15525473,75.30107527,,,
El Salvador,2008,19.69793922,74.43974015,,,
El Salvador,2009,19.55037761,72.27619377,,,
El Salvador,2010,17.82183103,72.78516155,,,
El Salvador,2011,21.43189972,68.83914962,,,
El Salvador,2012,22.94662072,71.07782632,,,
El Salvador,2013,21.88944952,73.35649299,,,
El Salvador,2014,19.14180174,75.75174913,,,
El Salvador,2015,19.58788659,76.30001444,,,
Estonia,1995,16.09144334,65.14616834,,,
Estonia,1996,15.42668167,68.18596191,,,
Estonia,1997,16.25466778,65.52020154,,,
Estonia,1998,15.63645552,67.69534395,,,
Estonia,1999,11.01949789,67.50928105,,,
Estonia,2000,8.023346332,72.81782498,,,
Estonia,2001,10.06971521,75.21011825,,,
Estonia,2002,11.7200004,72.42280142,,,
Estonia,2003,10.640348,74.47557722,,,
Estonia,2004,9.319855758,73.27525618,,,
Estonia,2005,8.0841332,70.05462462,,,
Estonia,2006,7.528163567,63.48545818,,,
Estonia,2007,9.291097308,64.70196257,,,
Estonia,2008,9.231034007,66.22876844,,,
Estonia,2009,10.14940104,62.39234385,,,
Estonia,2010,9.898730182,62.45433988,,,
Estonia,2011,8.95345404,63.67295572,,,
Estonia,2012,9.449203147,63.91830359,,,
Estonia,2013,10.2415567,68.31437622,,,
Estonia,2014,10.29004699,66.37961392,,,
Estonia,2015,10.09806756,65.67732781,,,
Eritrea,2000,53.91474627,27.99136419,,,
Eritrea,2001,26.14568105,50.67834924,,,
Eritrea,2003,41.98671818,30.25333523,,,
Ethiopia,1993,69.26708791,0.714164406,,,
Ethiopia,1995,72.52951113,11.17065068,,,
Ethiopia,1997,78.53641588,9.645138195,,,
Ethiopia,1998,80.56700839,6.758678094,,,
Ethiopia,1999,74.37071008,6.708326712,,,
Ethiopia,2000,70.59279155,9.777646478,,,
Ethiopia,2001,60.68070819,13.433739,,,
Ethiopia,2002,69.28325722,14.3115485,,,
Ethiopia,2003,61.97795544,11.38401483,,,
Ethiopia,2004,75.39404312,3.829973164,,,
Ethiopia,2005,78.72660558,4.581480332,,,
Ethiopia,2006,76.52008307,5.361916572,,,
Ethiopia,2007,62.14598713,13.75024902,,,
Ethiopia,2008,75.28023736,9.013604344,,,
Ethiopia,2009,77.49111191,8.653306025,,,
Ethiopia,2010,78.54184491,8.906119374,,,
Ethiopia,2011,78.37723883,10.36785529,,,
Ethiopia,2012,80.34879677,8.771253163,,,
Ethiopia,2013,66.91643088,8.614240161,,,
Ethiopia,2014,74.00773486,6.767150546,,,
Ethiopia,2015,71.72851686,7.330660951,,,
Finland,1963,3.663330636,55.59291318,,,
Finland,1964,4.415333206,53.60442698,,,
Finland,1965,4.010695233,57.05728721,,,
Finland,1966,3.937010758,59.21560275,,,
Finland,1967,4.067972837,63.08015153,,,
Finland,1968,3.515996441,64.48959859,,,
Finland,1969,3.70959833,66.08138789,,,
Finland,1970,4.240581746,66.64631996,,,
Finland,1971,4.965042603,68.88709578,,,
Finland,1972,5.014819642,72.14830056,,,
Finland,1973,3.864954965,71.30771214,,,
Finland,1974,3.478895756,73.14748736,,,
Finland,1975,3.476175937,77.12709781,,,
Finland,1976,3.813577451,74.71925439,,,
Finland,1977,4.12276329,74.08241779,,,
Finland,1978,3.119926495,74.77180539,,,
Finland,1979,2.871590834,71.85157011,,,
Finland,1980,3.093640792,69.72467592,,,
Finland,1981,4.325795189,71.73180583,,,
Finland,1982,3.348063917,76.62545403,,,
Finland,1983,3.763878931,74.56129601,,,
Finland,1984,3.632757678,73.64608494,,,
Finland,1985,3.373225245,76.92009652,,,
Finland,1986,2.666403478,80.73654909,,,
Finland,1987,2.314346872,80.2587789,,,
Finland,1988,1.885750853,80.76379427,,,
Finland,1989,2.029104136,81.26033993,,,
Finland,1990,2.40150067,82.96068812,,,
Finland,1991,2.452743394,82.34228927,,,
Finland,1992,2.465876326,82.17854739,,,
Finland,1993,3.085280373,82.55258962,,,
Finland,1994,3.362600509,81.8098999,,,
Finland,1995,2.345242158,83.39206457,,,
Finland,1996,2.795062194,83.34937031,,,
Finland,1997,2.830832496,83.40736434,,,
Finland,1998,2.299869556,85.85333126,,,
Finland,1999,1.882126395,85.46356605,,,
Finland,2000,1.642346368,84.90116422,,,
Finland,2001,1.868573053,85.52278159,,,
Finland,2002,1.946085659,84.9156899,,,
Finland,2003,1.942038755,84.19602832,,,
Finland,2004,1.90751518,83.37183327,,,
Finland,2005,1.834176667,84.17010987,,,
Finland,2006,1.798680491,81.21876549,,,
Finland,2007,1.999050315,80.74323514,,,
Finland,2008,2.163533298,81.05453562,,,
Finland,2009,2.329188922,76.98490539,,,
Finland,2010,2.580902019,76.58745409,,,
Finland,2011,2.82779911,73.71159164,,,
Finland,2012,2.909545317,71.91797597,,,
Finland,2013,2.951431031,69.81459317,,,
Finland,2014,2.695201386,68.16901416,,,
Finland,2015,2.442266963,70.0119881,,,
Fiji,1967,96.10953298,1.884683024,,,
Fiji,1968,94.33833239,1.91088913,,,
Fiji,1969,95.32375194,1.863546279,,,
Fiji,1970,95.64262006,2.129020564,,,
Fiji,1971,95.6285949,3.061260871,,,
Fiji,1972,95.90866085,2.772670443,,,
Fiji,1973,92.99040071,4.368050598,,,
Fiji,1974,94.98310708,2.97351112,,,
Fiji,1975,96.92986653,2.010111176,,,
Fiji,1976,94.94149305,3.206885873,,,
Fiji,1977,96.33373686,2.428252182,,,
Fiji,1978,94.34089437,3.403142408,,,
Fiji,1979,95.7221708,2.320418904,,,
Fiji,1980,95.85741777,1.495173773,,,
Fiji,1981,94.57974737,3.058874531,,,
Fiji,1982,93.34689269,4.057305708,,,
Fiji,1983,93.04527422,4.432661349,,,
Fiji,1984,90.94584614,5.384043575,,,
Fiji,1985,88.46705923,8.428070571,,,
Fiji,1986,88.03931126,8.399026163,,,
Fiji,1987,85.10762609,8.598531221,,,
Fiji,1988,77.35647752,11.46847543,,,
Fiji,1989,65.67926576,29.71454719,,,
Fiji,1990,58.99855798,36.45779212,,,
Fiji,1991,64.85375053,32.6229291,,,
Fiji,1992,59.75215717,37.49066376,,,
Fiji,1993,57.95787252,38.81164308,,,
Fiji,1994,59.8980355,35.93280186,,,
Fiji,2000,37.51574853,52.17699767,,,
Fiji,2001,48.20354653,47.8527415,,,
Fiji,2002,53.37957786,43.97454359,,,
Fiji,2003,52.1375677,44.37116153,,,
Fiji,2004,51.03922626,44.75680801,,,
Fiji,2005,64.26887418,30.67240327,,,
Fiji,2006,67.4833728,26.24659077,,,
Fiji,2007,65.8774902,28.57198369,,,
Fiji,2008,69.55643151,25.07576662,,,
Fiji,2009,70.17754399,24.60179372,,,
Fiji,2010,63.3293463,30.02803005,,,
Fiji,2011,64.0624329,28.60103032,,,
Fiji,2012,66.02476409,25.89785758,,,
Fiji,2013,64.38146236,25.09293381,,,
Fiji,2014,66.02945927,25.9177475,,,
Faeroe Islands,1976,90.03554251,3.547292504,,,
Faeroe Islands,1977,92.77292886,5.439759904,,,
Faeroe Islands,1978,92.36679492,3.420962639,,,
Faeroe Islands,1979,86.94251765,8.415056151,,,
Faeroe Islands,1980,88.22146847,8.202529053,,,
Faeroe Islands,1981,89.17621622,6.568662876,,,
Faeroe Islands,1982,94.7905336,1.81216572,,,
Faeroe Islands,1983,96.72009885,0.287512377,,,
Faeroe Islands,1984,93.53941211,0.855700301,,,
Faeroe Islands,1985,91.97609978,3.53685875,,,
Faeroe Islands,1986,91.38722876,6.272535393,,,
Faeroe Islands,1987,78.44380815,19.98364303,,,
Faeroe Islands,1988,85.31511201,12.05468649,,,
Faeroe Islands,1989,90.92452624,6.683826803,,,
Faeroe Islands,1990,92.25098229,6.822021007,,,
Faeroe Islands,1991,93.69088307,5.549032488,,,
Faeroe Islands,1992,89.70750749,9.29565724,,,
Faeroe Islands,1993,95.10197224,4.243412877,,,
Faeroe Islands,1994,95.91205308,3.151107944,,,
Faeroe Islands,1996,91.14363896,6.660519141,,,
Faeroe Islands,1997,91.28282552,5.103976926,,,
Faeroe Islands,1998,91.18008027,4.917464809,,,
Faeroe Islands,1999,93.42066057,5.259401868,,,
Faeroe Islands,2000,89.85089461,8.280351229,,,
Faeroe Islands,2001,95.64310452,2.599606612,,,
Faeroe Islands,2002,96.13242126,2.313177457,,,
Faeroe Islands,2003,92.67973747,4.356016663,,,
Faeroe Islands,2004,91.68039016,6.204536308,,,
Faeroe Islands,2005,91.63362206,6.890475602,,,
Faeroe Islands,2006,91.77585909,3.800503855,,,
Faeroe Islands,2007,90.40887845,3.778278299,,,
Faeroe Islands,2008,79.15947005,15.72296981,,,
Faeroe Islands,2009,88.04691907,7.371822532,,,
France,1962,14.46380538,71.63553975,,,
France,1963,15.99247098,70.50059847,,,
France,1964,16.49583571,70.15844308,,,
France,1965,16.38425039,70.52244925,,,
France,1966,16.28393492,70.66372695,,,
France,1967,15.9656382,72.02714153,,,
France,1968,17.08177886,71.57440694,,,
France,1969,17.65116776,71.85916388,,,
France,1970,15.80319098,73.65827151,,,
France,1971,17.51203041,73.19435911,,,
France,1972,18.34019462,72.24992142,,,
France,1973,18.9525863,71.28747073,,,
France,1974,17.40780551,71.6535101,,,
France,1975,15.63643461,75.52997994,,,
France,1976,15.25587747,75.07554849,,,
France,1977,14.5711865,75.67276743,,,
France,1978,15.55148275,75.78275164,,,
France,1979,14.8405154,75.41869573,,,
France,1980,16.05198792,73.26328336,,,
France,1981,17.00408044,72.40485516,,,
France,1982,16.50038481,73.88944213,,,
France,1983,16.91268597,73.22640711,,,
France,1984,16.39118167,73.45313655,,,
France,1985,16.31779719,73.62904672,,,
France,1986,16.29771443,75.55181709,,,
France,1987,16.1765081,76.20828247,,,
France,1988,16.45405576,75.82555584,,,
France,1989,16.28436102,75.94834074,,,
France,1990,15.83713986,77.00127489,,,
France,1991,15.34882242,77.87649574,,,
France,1992,15.55117385,78.10276915,,,
France,1993,15.95753505,77.50270272,,,
France,1994,14.8351485,78.65462633,,,
France,1995,14.3780902,79.06689471,,,
France,1996,14.03314555,79.67320206,,,
France,1997,13.65098016,80.20912344,,,
France,1998,12.75820328,81.72226983,,,
France,1999,12.41205347,82.33190792,,,
France,2000,10.96249298,80.91834228,,,
France,2001,10.6241779,81.72879277,,,
France,2002,11.22007534,81.44816136,,,
France,2003,11.61122107,80.8811084,,,
France,2004,11.0048325,80.9211935,,,
France,2005,10.69433359,80.1542151,,,
France,2006,10.44921899,79.39097148,,,
France,2007,10.9074663,79.11453511,,,
France,2008,11.55678858,77.56776592,,,
France,2009,12.39583246,78.65649747,,,
France,2010,11.97388386,78.43552158,,,
France,2011,12.69140653,76.48997632,,,
France,2012,12.61158954,77.02789027,,,
France,2013,13.17014651,77.22557507,,,
France,2014,12.66911894,77.72054435,,,
France,2015,11.18273384,81.21275877,,,
Gabon,1962,2.549960246,14.51369494,,,
Gabon,1963,2.008232553,13.71628964,,,
Gabon,1964,2.364799951,11.96814488,,,
Gabon,1965,2.012106999,10.71266894,,,
Gabon,1966,2.203401862,9.465814391,,,
Gabon,1967,1.949562814,7.782210586,,,
Gabon,1968,1.949751083,7.139304497,,,
Gabon,1969,1.688860442,6.411165876,,,
Gabon,1970,1.750505785,8.970942735,,,
Gabon,1971,1.310110845,7.50847227,,,
Gabon,1975,0.289317835,1.007357117,,,
Gabon,1976,0.15791393,1.001519124,,,
Gabon,1977,0.680927244,2.094388879,,,
Gabon,1978,0.204629703,1.350785087,,,
Gabon,1979,0.328061457,2.395590922,,,
Gabon,1981,0.622587669,4.764536209,,,
Gabon,1982,0.418434055,3.622580755,,,
Gabon,1983,0.417073988,5.954617412,,,
Gabon,1993,0.17275635,1.399732087,,,
Gabon,1994,0.103241607,1.052860202,,,
Gabon,1996,0.183653828,1.948132952,,,
Gabon,1997,0.411019157,2.771536947,,,
Gabon,1998,0.51584584,3.997865343,,,
Gabon,1999,0.704126873,5.411939052,,,
Gabon,2000,0.844387391,2.262249699,,,
Gabon,2001,0.817864553,3.595267529,,,
Gabon,2002,0.640502007,4.389289088,,,
Gabon,2003,4.466559867,24.34083953,,,
Gabon,2004,1.249908927,6.992138032,,,
Gabon,2005,1.124106302,3.705095343,,,
Gabon,2006,0.838949112,3.686432471,,,
Gabon,2007,0.636209491,3.964988018,,,
Gabon,2008,0.412868013,2.561691678,,,
Gabon,2009,0.755727458,4.187932229,,,
French Polynesia,1962,52.7462027,2.140993577,,,
French Polynesia,1973,23.46815489,6.913890904,,,
French Polynesia,1974,17.15562226,12.91724812,,,
French Polynesia,1975,17.94097099,15.78153408,,,
French Polynesia,1976,21.97247604,10.43438572,,,
French Polynesia,1977,33.2305273,13.01393201,,,
French Polynesia,1978,12.46010177,17.5490208,,,
French Polynesia,1979,32.13808627,17.30165509,,,
French Polynesia,1980,25.14066596,32.35198017,,,
French Polynesia,1981,18.92060733,41.75846149,,,
French Polynesia,1982,18.47990456,33.71157664,,,
French Polynesia,1983,13.57330414,43.26657593,,,
French Polynesia,1988,4.555879566,82.56233161,,,
French Polynesia,1996,2.683821726,87.94761015,,,
French Polynesia,1997,4.348002561,88.71011056,,,
French Polynesia,1998,3.392439543,93.1603555,,,
French Polynesia,1999,4.281043268,91.64346818,,,
French Polynesia,2000,5.922418488,90.3479165,,,
French Polynesia,2001,12.17655886,86.91706141,,,
French Polynesia,2002,12.81912863,85.57088082,,,
French Polynesia,2003,14.52177736,83.19069061,,,
French Polynesia,2004,14.68854332,82.65544627,,,
French Polynesia,2005,12.91738569,84.80310962,,,
French Polynesia,2006,12.4492052,84.69222868,,,
French Polynesia,2007,12.27090035,84.75230074,,,
French Polynesia,2008,10.58823378,86.02708137,,,
French Polynesia,2009,15.19439175,82.51993295,,,
French Polynesia,2010,15.80230528,81.04354414,,,
French Polynesia,2011,18.91979032,76.09746399,,,
French Polynesia,2012,27.12409277,68.8514808,,,
French Polynesia,2013,19.69914812,76.3706369,,,
French Polynesia,2014,18.33403554,78.98016401,,,
Germany,1962,2.051560677,87.12412043,,,
Germany,1963,2.138947946,87.13251939,,,
Germany,1964,2.274396006,87.68509372,,,
Germany,1965,2.567566991,86.52801767,,,
Germany,1966,2.198812011,86.90604313,,,
Germany,1967,2.574942357,88.08495047,,,
Germany,1968,2.669383336,86.33024487,,,
Germany,1969,2.891002015,87.26055223,,,
Germany,1970,3.191417453,86.7795704,,,
Germany,1971,3.822076593,96.78798258,,,
Germany,1972,3.689287865,88.61377728,,,
Germany,1973,4.203469549,88.01626128,,,
Germany,1974,4.219357038,85.41737475,,,
Germany,1975,4.5544409,86.23231403,,,
Germany,1976,4.341358814,86.50359315,,,
Germany,1977,5.336414193,85.93288743,,,
Germany,1978,4.864290966,86.34615511,,,
Germany,1979,5.015472039,85.65221633,,,
Germany,1980,5.278371148,84.18412767,,,
Germany,1981,5.81781244,83.68575981,,,
Germany,1982,5.567232151,84.66286162,,,
Germany,1983,5.455513728,84.21565563,,,
Germany,1984,5.486004042,84.30002351,,,
Germany,1985,5.226432929,85.86171496,,,
Germany,1986,5.125026424,87.50444334,,,
Germany,1987,4.915365374,88.03436148,,,
Germany,1988,5.044593698,88.74132759,,,
Germany,1989,4.946978769,88.65508179,,,
Germany,1990,4.787888559,88.98027812,,,
Germany,1991,5.302185113,88.21713626,,,
Germany,1992,5.4216196,88.34618923,,,
Germany,1993,5.471543784,83.62534815,,,
Germany,1994,5.38406895,85.18075738,,,
Germany,1995,5.231781126,87.03592588,,,
Germany,1996,5.234130984,84.63400209,,,
Germany,1997,4.894002093,85.47895895,,,
Germany,1998,4.902136023,86.91403291,,,
Germany,1999,4.674079265,86.33657331,,,
Germany,2000,4.163176645,83.66496408,,,
Germany,2001,4.565393133,86.62549348,,,
Germany,2002,4.580665802,87.14849926,,,
Germany,2003,4.30919225,84.02580192,,,
Germany,2004,4.127648436,83.58691116,,,
Germany,2005,4.517100783,86.06352831,,,
Germany,2006,4.362617052,84.96692832,,,
Germany,2007,4.307959548,82.59143122,,,
Germany,2008,4.779024808,82.10030805,,,
Germany,2009,5.617103206,81.54393944,,,
Germany,2010,5.19398922,82.22360823,,,
Germany,2011,5.401434342,83.23155458,,,
Germany,2012,5.605595195,83.57700086,,,
Germany,2013,5.844123942,83.49342628,,,
Germany,2014,5.717719559,83.61747486,,,
Germany,2015,5.423696773,83.37490838,,,
Gambia,1964,99.83153633,0,,,
Gambia,1970,99.79407919,0.023739381,,,
Gambia,1971,99.66468315,0.031652863,,,
Gambia,1972,99.50908356,0.007905587,,,
