Entity,Year,CO2 intensity- (kgCO2/2011-$ PPP)- World Bank
Cote d'Ivoire,1998,0.139854801
Cote d'Ivoire,1999,0.124778415
Cote d'Ivoire,2000,0.138075154
Cote d'Ivoire,2001,0.156896154
Cote d'Ivoire,2002,0.150469742
Cote d'Ivoire,2003,0.114311757
Cote d'Ivoire,2004,0.158498678
Cote d'Ivoire,2005,0.159097039
Cote d'Ivoire,2006,0.140123904
Cote d'Ivoire,2007,0.133363576
Cote d'Ivoire,2008,0.130056447
Cote d'Ivoire,2009,0.105171888
Cote d'Ivoire,2010,0.112312007
Cote d'Ivoire,2011,0.121937734
Cote d'Ivoire,2012,0.144419412
Cote d'Ivoire,2013,0.142078111
Cuba,1990,0.231135706
Cuba,1991,0.229142952
Cuba,1992,0.274280251
Cuba,1993,0.301627931
Cuba,1994,0.328711271
Cuba,1995,0.255779429
Cuba,1996,0.249061509
Cuba,1997,0.2212515
Cuba,1998,0.219552595
Cuba,1999,0.213781885
Cuba,2000,0.207833186
Cuba,2001,0.19654746
Cuba,2002,0.198644271
Cuba,2003,0.186947201
Cuba,2004,0.173416389
Cuba,2005,0.162191062
Cuba,2006,0.152523915
Cuba,2007,0.139020074
Cuba,2008,0.151705109
Cuba,2009,0.146851126
Cuba,2010,0.184094169
Cuba,2011,0.167936083
Cuba,2012,0.163785268
Cuba,2013,0.173438292
Croatia,1995,0.289283528
Croatia,1996,0.272529433
Croatia,1997,0.284914648
Croatia,1998,0.298206112
Croatia,1999,0.299602516
Croatia,2000,0.278937538
Croatia,2001,0.28478495
Croatia,2002,0.284702892
Croatia,2003,0.288349702
Croatia,2004,0.269867492
Croatia,2005,0.261740732
Croatia,2006,0.24998961
Croatia,2007,0.250549156
Croatia,2008,0.233037256
Croatia,2009,0.23555544
Croatia,2010,0.230018839
Croatia,2011,0.226323208
Croatia,2012,0.209515143
Croatia,2013,0.206509258
Czech Republic,1992,0.761629824
Czech Republic,1993,0.730616137
Czech Republic,1994,0.673039027
Czech Republic,1995,0.624028247
Czech Republic,1996,0.605877985
Czech Republic,1997,0.619892561
Czech Republic,1998,0.598090287
Czech Republic,1999,0.538762735
Czech Republic,2000,0.571357602
Czech Republic,2001,0.55386422
Czech Republic,2002,0.527399533
Czech Republic,2003,0.518884722
Czech Republic,2004,0.473019028
Czech Republic,2005,0.457075145
Czech Republic,2006,0.434782495
Czech Republic,2007,0.416035349
Czech Republic,2008,0.38335924
Czech Republic,2009,0.371647615
Czech Republic,2010,0.376550739
Czech Republic,2011,0.353694288
Czech Republic,2012,0.336966274
Czech Republic,2013,0.330640609
Cyprus,1990,0.323764608
Cyprus,1991,0.344555888
Cyprus,1992,0.347947705
Cyprus,1993,0.36338011
Cyprus,1994,0.355373473
Cyprus,1995,0.312514416
Cyprus,1996,0.340126046
Cyprus,1997,0.32731662
Cyprus,1998,0.340033493
Cyprus,1999,0.322885693
Cyprus,2000,0.331921808
Cyprus,2001,0.316486915
Cyprus,2002,0.313952136
Cyprus,2003,0.338043468
Cyprus,2004,0.305981154
Cyprus,2005,0.301779494
Cyprus,2006,0.299764362
Cyprus,2007,0.300923369
Cyprus,2008,0.30321013
Cyprus,2009,0.291920974
Cyprus,2010,0.273796084
Cyprus,2011,0.262921952
Cyprus,2012,0.252993273
Cyprus,2013,0.23122874
Democratic Republic of Congo,1990,0.091835483
Democratic Republic of Congo,1991,0.072996702
Democratic Republic of Congo,1992,0.077522917
Democratic Republic of Congo,1993,0.082473957
Democratic Republic of Congo,1994,0.054260219
Democratic Republic of Congo,1995,0.069794808
Democratic Republic of Congo,1996,0.076971172
Democratic Republic of Congo,1997,0.066841659
Democratic Republic of Congo,1998,0.059681589
Democratic Republic of Congo,1999,0.051656254
Democratic Republic of Congo,2000,0.032676522
Democratic Republic of Congo,2001,0.034279603
Democratic Republic of Congo,2002,0.036949156
Democratic Republic of Congo,2003,0.037210336
Democratic Republic of Congo,2004,0.042377807
Democratic Republic of Congo,2005,0.049940719
Democratic Republic of Congo,2006,0.05043196
Democratic Republic of Congo,2007,0.051498068
Democratic Republic of Congo,2008,0.051252974
Democratic Republic of Congo,2009,0.04683448
Democratic Republic of Congo,2010,0.050639432
Democratic Republic of Congo,2011,0.058731363
Democratic Republic of Congo,2012,0.056844232
Democratic Republic of Congo,2013,0.056892685
Djibouti,1990,0.176219151
Djibouti,1991,0.177818054
Djibouti,1992,0.177850009
Djibouti,1993,0.190460149
Djibouti,1994,0.187738486
Djibouti,1995,0.194523991
Djibouti,1996,0.207761749
Djibouti,1997,0.219173527
Djibouti,1998,0.211575394
Djibouti,1999,0.207063469
Djibouti,2000,0.222989359
Djibouti,2001,0.234962035
Djibouti,2002,0.249573384
Djibouti,2003,0.255146775
Djibouti,2004,0.237195862
Djibouti,2005,0.234051172
Djibouti,2006,0.221355174
Djibouti,2007,0.236940462
Djibouti,2008,0.241725285
Djibouti,2009,0.213220761
Djibouti,2010,0.230564588
Djibouti,2011,0.20192121
Djibouti,2012,0.210510845
Djibouti,2013,0.236033982
Denmark,1990,0.289196705
Denmark,1991,0.342232719
Denmark,1992,0.302538492
Denmark,1993,0.317780627
Denmark,1994,0.322494738
Denmark,1995,0.293372953
Denmark,1996,0.359951339
Denmark,1997,0.297281379
Denmark,1998,0.281353663
Denmark,1999,0.253085675
Denmark,2000,0.227059389
Denmark,2001,0.232171894
Denmark,2002,0.227298942
Denmark,2003,0.243595532
Denmark,2004,0.214394448
Denmark,2005,0.194984974
Denmark,2006,0.219084338
Denmark,2007,0.198432549
Denmark,2008,0.186268458
Denmark,2009,0.185763206
Denmark,2010,0.191079895
Denmark,2011,0.164320394
Denmark,2012,0.146850115
Denmark,2013,0.152130758
Dominica,1990,0.122925184
Dominica,1991,0.1221824
Dominica,1992,0.119731077
Dominica,1993,0.12511122
Dominica,1994,0.130601373
Dominica,1995,0.156532817
Dominica,1996,0.138639993
Dominica,1997,0.150263832
Dominica,1998,0.136631998
Dominica,1999,0.142166865
Dominica,2000,0.180263099
Dominica,2001,0.192229591
Dominica,2002,0.182615833
Dominica,2003,0.193805563
Dominica,2004,0.181839106
Dominica,2005,0.187870665
Dominica,2006,0.176819449
Dominica,2007,0.225319384
Dominica,2008,0.180292721
Dominica,2009,0.18242667
Dominica,2010,0.191275078
Dominica,2011,0.176582339
Dominica,2012,0.188691361
Dominica,2013,0.182187583
Egypt,1990,0.223896722
Egypt,1991,0.229592936
Egypt,1992,0.226967237
Egypt,1993,0.252846653
Egypt,1994,0.222708538
Egypt,1995,0.238799237
Egypt,1996,0.242439151
Egypt,1997,0.243720632
Egypt,1998,0.264664412
Egypt,1999,0.255862674
Egypt,2000,0.273682656
Egypt,2001,0.234646024
Egypt,2002,0.23239505
Egypt,2003,0.261977528
Egypt,2004,0.256693894
Egypt,2005,0.272240078
Egypt,2006,0.272143667
Egypt,2007,0.269080933
Egypt,2008,0.263728796
Egypt,2009,0.262261566
Egypt,2010,0.244593108
Egypt,2011,0.257350652
Egypt,2012,0.251715338
Egypt,2013,0.241915786
Dominican Republic,1990,0.243936843
Dominican Republic,1991,0.262969335
Dominican Republic,1992,0.258803112
Dominican Republic,1993,0.259924328
Dominican Republic,1994,0.269437117
Dominican Republic,1995,0.325226052
Dominican Republic,1996,0.331117431
Dominican Republic,1997,0.318516782
Dominican Republic,1998,0.304198171
Dominican Republic,1999,0.287612481
Dominican Republic,2000,0.290229367
Dominican Republic,2001,0.285441508
Dominican Republic,2002,0.290444791
Dominican Republic,2003,0.293685386
Dominican Republic,2004,0.246698838
Dominican Republic,2005,0.22985477
Dominican Republic,2006,0.220440008
Dominican Republic,2007,0.217022419
Dominican Republic,2008,0.212859306
Dominican Republic,2009,0.202278117
Dominican Republic,2010,0.196638159
Dominican Republic,2011,0.194533975
Dominican Republic,2012,0.194934677
Dominican Republic,2013,0.180588685
Ecuador,1990,0.220404713
Ecuador,1991,0.207190842
Ecuador,1992,0.27402218
Ecuador,1993,0.291938626
Ecuador,1994,0.157929926
Ecuador,1995,0.258413729
Ecuador,1996,0.26902165
Ecuador,1997,0.195712255
Ecuador,1998,0.231839238
Ecuador,1999,0.232923488
Ecuador,2000,0.222075159
Ecuador,2001,0.238215017
Ecuador,2002,0.246990332
Ecuador,2003,0.259879545
Ecuador,2004,0.258676509
Ecuador,2005,0.255974263
Ecuador,2006,0.233799738
Ecuador,2007,0.252801792
Ecuador,2008,0.252451485
Ecuador,2009,0.266603251
Ecuador,2010,0.272594487
Ecuador,2011,0.263103554
Ecuador,2012,0.254281991
Ecuador,2013,0.260583717
Eritrea,1994,0.181615672
Eritrea,1995,0.190783945
Eritrea,1996,0.188996668
Eritrea,1997,0.149761668
Eritrea,1998,0.100388449
Eritrea,1999,0.105362492
Eritrea,2000,0.106849343
Eritrea,2001,0.101798468
Eritrea,2002,0.094806175
Eritrea,2003,0.116870936
Eritrea,2004,0.122180289
Eritrea,2005,0.118546556
Eritrea,2006,0.087632232
Eritrea,2007,0.089222978
Eritrea,2008,0.070731006
Eritrea,2009,0.084361076
Eritrea,2010,0.082549776
Eritrea,2011,0.087892952
Equatorial Guinea,1990,0.283640907
Equatorial Guinea,1991,0.477617234
Equatorial Guinea,1992,0.380238091
Equatorial Guinea,1993,0.162520718
Equatorial Guinea,1994,0.049750315
Equatorial Guinea,1995,0.15244432
Equatorial Guinea,1996,0.081345938
Equatorial Guinea,1997,0.081354737
Equatorial Guinea,1998,0.037793714
Equatorial Guinea,1999,0.084341344
Equatorial Guinea,2000,0.06858109
Equatorial Guinea,2001,0.285710753
Equatorial Guinea,2002,0.384814206
Equatorial Guinea,2003,0.40806145
Equatorial Guinea,2004,0.256416996
Equatorial Guinea,2005,0.198332086
Equatorial Guinea,2006,0.185863579
Equatorial Guinea,2007,0.162592359
Equatorial Guinea,2008,0.129583214
Equatorial Guinea,2009,0.131197525
Equatorial Guinea,2010,0.14588232
Equatorial Guinea,2011,0.198123746
Equatorial Guinea,2012,0.157551262
Equatorial Guinea,2013,0.152560764
El Salvador,1990,0.105524332
El Salvador,1991,0.128652219
El Salvador,1992,0.125160198
El Salvador,1993,0.133314377
El Salvador,1994,0.152186291
El Salvador,1995,0.156507186
El Salvador,1996,0.139852441
El Salvador,1997,0.160750003
El Salvador,1998,0.164489309
El Salvador,1999,0.155895189
El Salvador,2000,0.153788482
El Salvador,2001,0.15661155
El Salvador,2002,0.155388056
El Salvador,2003,0.164805914
El Salvador,2004,0.157193521
El Salvador,2005,0.153884098
El Salvador,2006,0.157094111
El Salvador,2007,0.154202239
El Salvador,2008,0.142820705
El Salvador,2009,0.145127285
El Salvador,2010,0.141136096
El Salvador,2011,0.144532523
El Salvador,2012,0.153601363
El Salvador,2013,0.133221525
Estonia,1995,1.073401767
Estonia,1996,1.06734859
Estonia,1997,0.94211468
Estonia,1998,0.815069535
Estonia,1999,0.764074799
Estonia,2000,0.677337587
Estonia,2001,0.667521213
Estonia,2002,0.60171746
Estonia,2003,0.644338136
Estonia,2004,0.611762227
Estonia,2005,0.542242193
Estonia,2006,0.474727428
Estonia,2007,0.509609772
Estonia,2008,0.503748789
Estonia,2009,0.49190361
Estonia,2010,0.598026023
Estonia,2011,0.571107755
Estonia,2012,0.518605053
Estonia,2013,0.577869557
Ethiopia,1990,0.096265592
Ethiopia,1991,0.102530999
Ethiopia,1992,0.111577761
Ethiopia,1993,0.10068902
Ethiopia,1994,0.072178161
Ethiopia,1995,0.077806127
Ethiopia,1996,0.077226045
Ethiopia,1997,0.079871354
Ethiopia,1998,0.087306499
Ethiopia,1999,0.081413377
Ethiopia,2000,0.08629035
Ethiopia,2001,0.0977021
Ethiopia,2002,0.099974033
Ethiopia,2003,0.112707453
Ethiopia,2004,0.105367661
Ethiopia,2005,0.091098425
Ethiopia,2006,0.088375175
Ethiopia,2007,0.086634194
Ethiopia,2008,0.085540771
Ethiopia,2009,0.079233723
Ethiopia,2010,0.069931105
Ethiopia,2011,0.073791881
Ethiopia,2012,0.075267926
Ethiopia,2013,0.084534806
Fiji,1990,0.190501989
Fiji,1991,0.161547276
Fiji,1992,0.163016909
Fiji,1993,0.168529643
Fiji,1994,0.171915531
Fiji,1995,0.178252132
Fiji,1996,0.175111606
Fiji,1997,0.147496701
Fiji,1998,0.139084272
Fiji,1999,0.145811581
Fiji,2000,0.159847698
Fiji,2001,0.201868148
Fiji,2002,0.146706502
Fiji,2003,0.149713516
Fiji,2004,0.186949045
Fiji,2005,0.223500367
Fiji,2006,0.218845485
Fiji,2007,0.195140615
Fiji,2008,0.08067371
Fiji,2009,0.173766495
Fiji,2010,0.252879415
Fiji,2011,0.245089402
Fiji,2012,0.241112819
Fiji,2013,0.243490168
France,1990,0.217409708
France,1991,0.223763049
France,1992,0.206253329
France,1993,0.204144345
France,1994,0.18740077
France,1995,0.189558222
France,1996,0.200974847
France,1997,0.183944172
France,1998,0.190702473
France,1999,0.180227665
France,2000,0.17034537
France,2001,0.174139187
France,2002,0.171085218
France,2003,0.172230616
France,2004,0.168908345
France,2005,0.166925466
France,2006,0.158981257
France,2007,0.152568617
France,2008,0.151096709
France,2009,0.14953615
France,2010,0.147127552
France,2011,0.135456021
France,2012,0.135787759
France,2013,0.13510494
Gabon,1990,0.242309911
Gabon,1991,0.230212952
Gabon,1992,0.258294047
Gabon,1993,0.25144334
Gabon,1994,0.213227882
Gabon,1995,0.213985237
Gabon,1996,0.213213628
Gabon,1997,0.202571862
Gabon,1998,0.203246848
Gabon,1999,0.215458639
Gabon,2000,0.214400987
Gabon,2001,0.214674703
Gabon,2002,0.205017326
Gabon,2003,0.20356628
Gabon,2004,0.20408854
Gabon,2005,0.20487993
Gabon,2006,0.181505826
Gabon,2007,0.16952032
Gabon,2008,0.177350219
Gabon,2009,0.18413555
Gabon,2010,0.180098039
Gabon,2011,0.165724593
Gabon,2012,0.16133149
Gabon,2013,0.158589639
Finland,1990,0.359002395
Finland,1991,0.39598272
Finland,1992,0.362106459
Finland,1993,0.3872996
Finland,1994,0.42304489
Finland,1995,0.373966841
Finland,1996,0.419418279
Finland,1997,0.386047685
Finland,1998,0.348179726
Finland,1999,0.32420513
Finland,2000,0.290320814
Finland,2001,0.307978908
Finland,2002,0.327477972
Finland,2003,0.35984308
Finland,2004,0.336037253
Finland,2005,0.266297696
Finland,2006,0.31003338
Finland,2007,0.28488962
Finland,2008,0.249847301
Finland,2009,0.256129609
Finland,2010,0.289678481
Finland,2011,0.258363232
Finland,2012,0.225955242
Finland,2013,0.215899525
Germany,1991,0.356014401
Germany,1992,0.335022937
Germany,1993,0.332822736
Germany,1994,0.320366689
Germany,1995,0.314367987
Germany,1996,0.321020854
Germany,1997,0.305506583
Germany,1998,0.297174618
Germany,1999,0.280175497
Germany,2000,0.274602473
Germany,2001,0.277729996
Germany,2002,0.26994197
Germany,2003,0.269607087
Germany,2004,0.264542677
Germany,2005,0.256375701
Germany,2006,0.253210891
Germany,2007,0.234425821
Germany,2008,0.231921208
Germany,2009,0.227272914
Germany,2010,0.229433129
Germany,2011,0.213624171
Germany,2012,0.21466308
Germany,2013,0.218821812
Gambia,1990,0.137107272
Gambia,1991,0.138090115
Gambia,1992,0.133576965
Gambia,1993,0.136875091
Gambia,1994,0.136664155
Gambia,1995,0.140222836
Gambia,1996,0.137172738
Gambia,1997,0.130765242
Gambia,1998,0.137050284
Gambia,1999,0.140882283
Gambia,2000,0.143076117
Gambia,2001,0.138838828
Gambia,2002,0.160275703
Gambia,2003,0.149972587
Gambia,2004,0.143353874
Gambia,2005,0.144716635
Gambia,2006,0.149612866
Gambia,2007,0.169478681
Gambia,2008,0.166223355
Gambia,2009,0.165911526
Gambia,2010,0.168837636
Gambia,2011,0.162796362
Gambia,2012,0.166704148
Gambia,2013,0.16526441
Georgia,1992,0.916324216
Georgia,1993,0.84111538
Georgia,1994,0.57383109
Georgia,1995,0.211714202
Georgia,1996,0.336215008
Georgia,1997,0.3319203
Georgia,1998,0.359970508
Georgia,1999,0.306479813
Georgia,2000,0.314153501
Georgia,2001,0.249104425
Georgia,2002,0.212283163
Georgia,2003,0.212867179
Georgia,2004,0.230401977
Georgia,2005,0.246417364
Georgia,2006,0.273366568
Georgia,2007,0.2540672
Georgia,2008,0.199819645
Georgia,2009,0.237726247
Georgia,2010,0.21014259
Georgia,2011,0.242819605
Georgia,2012,0.244011864
Georgia,2013,0.240959387
Greece,1990,0.352145097
Greece,1991,0.340561977
Greece,1992,0.344758574
Greece,1993,0.351351394
Greece,1994,0.354455508
Greece,1995,0.351054986
Greece,1996,0.347609396
Greece,1997,0.347104135
Greece,1998,0.350188858
Greece,1999,0.335433635
Greece,2000,0.341334511
Greece,2001,0.335624112
Greece,2002,0.322487884
Greece,2003,0.311555113
Greece,2004,0.300919907
Greece,2005,0.303824688
Greece,2006,0.283519704
Greece,2007,0.277243388
Greece,2008,0.27171766
Greece,2009,0.27202689
Greece,2010,0.26133783
Greece,2011,0.278078718
Greece,2012,0.297171536
Greece,2013,0.265595411
Ghana,1990,0.135943669
Ghana,1991,0.133092803
Ghana,1992,0.129674673
Ghana,1993,0.14121427
Ghana,1994,0.148940198
Ghana,1995,0.152375392
Ghana,1996,0.154882935
Ghana,1997,0.168658923
Ghana,1998,0.162015117
Ghana,1999,0.158742154
Ghana,2000,0.14699284
Ghana,2001,0.155514403
Ghana,2002,0.159622069
Ghana,2003,0.15600509
Ghana,2004,0.142265792
Ghana,2005,0.12783727
Ghana,2006,0.160785246
Ghana,2007,0.161815866
Ghana,2008,0.137851471
Ghana,2009,0.110903493
Ghana,2010,0.132758381
Ghana,2011,0.114949969
Ghana,2012,0.127066944
Ghana,2013,0.145752985
Grenada,1990,0.147479325
Grenada,1991,0.149139237
Grenada,1992,0.15955481
Grenada,1993,0.169001984
Grenada,1994,0.194377612
Grenada,1995,0.19935399
Grenada,1996,0.196253476
Grenada,1997,0.205474283
Grenada,1998,0.201242831
Grenada,1999,0.201872065
Grenada,2000,0.194421829
Grenada,2001,0.202254132
Grenada,2002,0.206600937
Grenada,2003,0.198849756
Grenada,2004,0.189968704
Grenada,2005,0.176693022
Grenada,2006,0.196569812
Grenada,2007,0.191058888
Grenada,2008,0.200909623
Grenada,2009,0.215138701
Grenada,2010,0.222512236
Grenada,2011,0.214602948
Grenada,2012,0.23284392
Grenada,2013,0.25516063
Guinea-Bissau,1990,0.108420314
Guinea-Bissau,1991,0.105354071
Guinea-Bissau,1992,0.106378781
Guinea-Bissau,1993,0.106317117
Guinea-Bissau,1994,0.103020462
Guinea-Bissau,1995,0.098678604
Guinea-Bissau,1996,0.088421688
Guinea-Bissau,1997,0.091327565
Guinea-Bissau,1998,0.108544553
Guinea-Bissau,1999,0.121158776
Guinea-Bissau,2000,0.086733566
Guinea-Bissau,2001,0.086997608
Guinea-Bissau,2002,0.090006222
Guinea-Bissau,2003,0.112937221
Guinea-Bissau,2004,0.114049634
Guinea-Bissau,2005,0.115350341
Guinea-Bissau,2006,0.114690085
Guinea-Bissau,2007,0.118662495
Guinea-Bissau,2008,0.113149822
Guinea-Bissau,2009,0.113055773
Guinea-Bissau,2010,0.109949483
Guinea-Bissau,2011,0.103657045
Guinea-Bissau,2012,0.108705803
Guinea-Bissau,2013,0.109384003
Guinea,1990,0.155543561
Guinea,1991,0.154213713
Guinea,1992,0.149329233
Guinea,1993,0.146040012
Guinea,1994,0.156329779
Guinea,1995,0.1521205
Guinea,1996,0.148185691
Guinea,1997,0.14169758
Guinea,1998,0.132798152
Guinea,1999,0.130940572
Guinea,2000,0.128479357
Guinea,2001,0.125720735
Guinea,2002,0.121910535
Guinea,2003,0.122074819
Guinea,2004,0.119283446
Guinea,2005,0.101889455
Guinea,2006,0.099407519
Guinea,2007,0.100117523
Guinea,2008,0.172600529
Guinea,2009,0.178594085
Guinea,2010,0.201937137
Guinea,2011,0.207479352
Guinea,2012,0.185386644
Guinea,2013,0.161397831
Guatemala,1990,0.107636992
Guatemala,1991,0.103164539
Guatemala,1992,0.117184366
Guatemala,1993,0.106022509
Guatemala,1994,0.123179027
Guatemala,1995,0.12297195
Guatemala,1996,0.110881633
Guatemala,1997,0.121355927
Guatemala,1998,0.13315612
Guatemala,1999,0.130801723
Guatemala,2000,0.14019233
Guatemala,2001,0.146825689
Guatemala,2002,0.147603469
Guatemala,2003,0.140487209
Guatemala,2004,0.146156313
Guatemala,2005,0.153110003
Guatemala,2006,0.146183607
Guatemala,2007,0.137275383
Guatemala,2008,0.120329378
Guatemala,2009,0.124115961
Guatemala,2010,0.118749934
Guatemala,2011,0.11568944
Guatemala,2012,0.113640534
Guatemala,2013,0.124457525
Honduras,1990,0.164956615
Honduras,1991,0.166314273
Honduras,1992,0.179493962
Honduras,1993,0.156480991
Honduras,1994,0.185685992
Honduras,1995,0.207456561
Honduras,1996,0.204420959
Honduras,1997,0.204433188
Honduras,1998,0.222144485
Honduras,1999,0.230886995
Honduras,2000,0.231676662
Honduras,2001,0.256110343
Honduras,2002,0.263161913
Honduras,2003,0.279752106
Honduras,2004,0.286592624
Honduras,2005,0.277101684
Honduras,2006,0.241217549
Honduras,2007,0.284574237
Honduras,2008,0.269713804
Honduras,2009,0.250954515
Honduras,2010,0.245082938
Honduras,2011,0.265004239
Honduras,2012,0.255330591
Honduras,2013,0.250626954
Haiti,1996,0.075609627
Haiti,1997,0.097374769
Haiti,1998,0.08584266
Haiti,1999,0.090293552
Haiti,2000,0.091980691
Haiti,2001,0.10665743
Haiti,2002,0.12441426
Haiti,2003,0.117740225
Haiti,2004,0.13984235
Haiti,2005,0.143445426
Haiti,2006,0.142768614
Haiti,2007,0.156377987
Haiti,2008,0.155544962
Haiti,2009,0.14281728
Haiti,2010,0.141604204
Haiti,2011,0.13997593
Haiti,2012,0.142122421
Haiti,2013,0.141527141
Guyana,1990,0.537260892
Guyana,1991,0.498720852
Guyana,1992,0.433594108
Guyana,1993,0.400682681
Guyana,1994,0.489693661
Guyana,1995,0.492348809
Guyana,1996,0.473527759
Guyana,1997,0.467304676
Guyana,1998,0.495145875
Guyana,1999,0.487247925
Guyana,2000,0.473554133
Guyana,2001,0.458913733
Guyana,2002,0.449964704
Guyana,2003,0.450315518
Guyana,2004,0.453312014
Guyana,2005,0.408209719
Guyana,2006,0.348670244
Guyana,2007,0.394289855
Guyana,2008,0.385739582
Guyana,2009,0.375106454
Guyana,2010,0.39474824
Guyana,2011,0.387962786
Guyana,2012,0.414307902
Guyana,2013,0.382167042
Hungary,1991,0.425829164
Hungary,1992,0.398404249
Hungary,1993,0.410810907
Hungary,1994,0.379597671
Hungary,1995,0.383412047
Hungary,1996,0.394126416
Hungary,1997,0.374322938
Hungary,1998,0.348981964
Hungary,1999,0.33604875
Hungary,2000,0.306124163
Hungary,2001,0.301038027
Hungary,2002,0.283707764
Hungary,2003,0.287717436
Hungary,2004,0.266551551
Hungary,2005,0.257852877
Hungary,2006,0.245580803
Hungary,2007,0.238720134
Hungary,2008,0.231583723
Hungary,2009,0.219579866
Hungary,2010,0.225411605
Hungary,2011,0.210733902
Hungary,2012,0.199630606
Hungary,2013,0.18196626
Hong Kong,1990,0.177636155
Hong Kong,1991,0.176080109
Hong Kong,1992,0.191530973
Hong Kong,1993,0.190538873
Hong Kong,1994,0.160771535
Hong Kong,1995,0.157982609
Hong Kong,1996,0.140229492
Hong Kong,1997,0.140665966
Hong Kong,1998,0.190334533
Hong Kong,1999,0.202849595
Hong Kong,2000,0.178366881
Hong Kong,2001,0.166483473
Hong Kong,2002,0.171016669
Hong Kong,2003,0.181527634
Hong Kong,2004,0.160642963
Hong Kong,2005,0.157350651
Hong Kong,2006,0.14092943
Hong Kong,2007,0.137611845
Hong Kong,2008,0.135535663
Hong Kong,2009,0.133182799
Hong Kong,2010,0.120617039
Hong Kong,2011,0.123649014
Hong Kong,2012,0.120614699
Hong Kong,2013,0.121168976
Iceland,1990,0.269355011
Iceland,1991,0.238752232
Iceland,1992,0.254265596
Iceland,1993,0.272726656
Iceland,1994,0.267622421
Iceland,1995,0.259018292
Iceland,1996,0.280707392
Iceland,1997,0.25469378
Iceland,1998,0.238582017
Iceland,1999,0.225794251
Iceland,2000,0.225642
Iceland,2001,0.21104936
Iceland,2002,0.217363459
Iceland,2003,0.211827406
Iceland,2004,0.202918339
Iceland,2005,0.188925752
Iceland,2006,0.18555091
Iceland,2007,0.170497115
Iceland,2008,0.154083249
Iceland,2009,0.160424599
Iceland,2010,0.158920128
Iceland,2011,0.149416004
Iceland,2012,0.146755427
Iceland,2013,0.147998436
Iran,1990,0.369255743
Iran,1991,0.353774769
Iran,1992,0.34406711
Iran,1993,0.36233216
Iran,1994,0.412162181
Iran,1995,0.41420627
Iran,1996,0.393992343
Iran,1997,0.379267143
Iran,1998,0.425552577
Iran,1999,0.516468791
Iran,2000,0.475147453
Iran,2001,0.496660945
Iran,2002,0.463378152
Iran,2003,0.444193433
Iran,2004,0.454821747
Iran,2005,0.457673356
Iran,2006,0.470431383
Iran,2007,0.474564818
Iran,2008,0.487864044
Iran,2009,0.484599828
Iran,2010,0.465290302
Iran,2011,0.458810524
Iran,2012,0.510873571
Iran,2013,0.499080801
Indonesia,1990,0.178221496
Indonesia,1991,0.200319498
Indonesia,1992,0.212006781
Indonesia,1993,0.214821881
Indonesia,1994,0.202330209
Indonesia,1995,0.189940682
Indonesia,1996,0.198370166
Indonesia,1997,0.208441417
Indonesia,1998,0.181000481
Indonesia,1999,0.206727417
Indonesia,2000,0.214482026
Indonesia,2001,0.231679574
Indonesia,2002,0.230597359
Indonesia,2003,0.22729104
Indonesia,2004,0.230642254
Indonesia,2005,0.221035548
Indonesia,2006,0.211426718
Indonesia,2007,0.216338943
Indonesia,2008,0.22635428
Indonesia,2009,0.231842422
Indonesia,2010,0.209629268
Indonesia,2011,0.264045358
Indonesia,2012,0.260390708
Indonesia,2013,0.197235713
India,1990,0.401088957
India,1991,0.421917055
India,1992,0.424842251
India,1993,0.419851318
India,1994,0.415958582
India,1995,0.410349526
India,1996,0.414812547
India,1997,0.414644613
India,1998,0.39838255
India,1999,0.38928493
India,2000,0.3884716
India,2001,0.373934215
India,2002,0.364765641
India,2003,0.352726845
India,2004,0.34309729
India,2005,0.332508213
India,2006,0.324517146
India,2007,0.322606432
India,2008,0.345991113
India,2009,0.353570522
India,2010,0.317173964
India,2011,0.31940737
India,2012,0.3309608
India,2013,0.313144369
Ireland,1990,0.402000116
Ireland,1991,0.39638028
Ireland,1992,0.379077685
Ireland,1993,0.371842544
Ireland,1994,0.367483707
Ireland,1995,0.338237262
Ireland,1996,0.328255915
Ireland,1997,0.309227288
Ireland,1998,0.302491766
Ireland,1999,0.2841667
Ireland,2000,0.265459684
Ireland,2001,0.267320574
Ireland,2002,0.249656975
Ireland,2003,0.236784263
Ireland,2004,0.227448366
Ireland,2005,0.213949202
Ireland,2006,0.200340908
Ireland,2007,0.199621599
Ireland,2008,0.201085823
Ireland,2009,0.197856895
Ireland,2010,0.193261962
Ireland,2011,0.172128269
Ireland,2012,0.173531187
Ireland,2013,0.168015179
Israel,1990,0.394168583
Israel,1991,0.370611668
Israel,1992,0.40848563
Israel,1993,0.407642243
Israel,1994,0.409346119
Israel,1995,0.40541463
Israel,1996,0.396835338
Israel,1997,0.401256368
Israel,1998,0.393251584
Israel,1999,0.369784246
Israel,2000,0.367256285
Israel,2001,0.386659516
Israel,2002,0.363899687
Israel,2003,0.378166317
Israel,2004,0.337636138
Israel,2005,0.31210363
Israel,2006,0.323574241
Israel,2007,0.307805098
Israel,2008,0.323255627
Israel,2009,0.30145898
Israel,2010,0.305246154
Israel,2011,0.291590352
Israel,2012,0.311169431
Israel,2013,0.280536601
Iraq,1990,0.261115003
Iraq,1991,0.655325217
Iraq,1992,0.642758042
Iraq,1993,0.534366856
Iraq,1994,0.578028097
