Entity,Year,CO2 intensity- (kgCO2/2011-$ PPP)- World Bank
Iraq,1995,0.587574034
Iraq,1996,0.472171717
Iraq,1997,0.382780408
Iraq,1998,0.300724497
Iraq,1999,0.255445665
Iraq,2000,0.252464999
Iraq,2001,0.290707559
Iraq,2002,0.319270708
Iraq,2003,0.498340146
Iraq,2004,0.404746382
Iraq,2005,0.385779223
Iraq,2006,0.304695534
Iraq,2007,0.189137139
Iraq,2008,0.261899676
Iraq,2009,0.284335236
Iraq,2010,0.286778125
Iraq,2011,0.318311
Iraq,2012,0.319183004
Iraq,2013,0.328468187
Italy,1990,0.23639225
Italy,1991,0.236347711
Italy,1992,0.232534891
Italy,1993,0.229729015
Italy,1994,0.222413015
Italy,1995,0.228433392
Italy,1996,0.223094274
Italy,1997,0.22146937
Italy,1998,0.222840994
Italy,1999,0.220337886
Italy,2000,0.216573034
Italy,2001,0.212699607
Italy,2002,0.213238209
Italy,2003,0.220319811
Italy,2004,0.219492046
Italy,2005,0.217158067
Italy,2006,0.211070665
Italy,2007,0.20504881
Italy,2008,0.200288054
Italy,2009,0.190298838
Italy,2010,0.188899312
Italy,2011,0.184402958
Italy,2012,0.176141439
Italy,2013,0.167265866
Japan,1990,0.291431596
Japan,1991,0.282878839
Japan,1992,0.286824995
Japan,1993,0.282778368
Japan,1994,0.296379187
Japan,1995,0.290959911
Japan,1996,0.28727726
Japan,1997,0.283297115
Japan,1998,0.276280531
Japan,1999,0.286233201
Japan,2000,0.284081131
Japan,2001,0.278956035
Japan,2002,0.282486747
Japan,2003,0.28326229
Japan,2004,0.282488322
Japan,2005,0.271995911
Japan,2006,0.266508479
Japan,2007,0.266585288
Japan,2008,0.260472273
Japan,2009,0.251167505
Japan,2010,0.255945844
Japan,2011,0.260443389
Japan,2012,0.264905584
Japan,2013,0.262627036
Jamaica,1990,0.426417505
Jamaica,1991,0.418817906
Jamaica,1992,0.408648364
Jamaica,1993,0.387500757
Jamaica,1994,0.391317742
Jamaica,1995,0.428178835
Jamaica,1996,0.45315669
Jamaica,1997,0.478653077
Jamaica,1998,0.470050917
Jamaica,1999,0.477640618
Jamaica,2000,0.489140996
Jamaica,2001,0.497072527
Jamaica,2002,0.470168459
Jamaica,2003,0.472376849
Jamaica,2004,0.466365832
Jamaica,2005,0.454768749
Jamaica,2006,0.483944019
Jamaica,2007,0.400561011
Jamaica,2008,0.427165514
Jamaica,2009,0.338572931
Jamaica,2010,0.32213422
Jamaica,2011,0.336980255
Jamaica,2012,0.321700043
Jamaica,2013,0.337550208
Kenya,1990,0.104531528
Kenya,1991,0.085658126
Kenya,1992,0.09884284
Kenya,1993,0.11283572
Kenya,1994,0.113561453
Kenya,1995,0.125315355
Kenya,1996,0.148596329
Kenya,1997,0.131034994
Kenya,1998,0.154045496
Kenya,1999,0.152609705
Kenya,2000,0.155363954
Kenya,2001,0.134634593
Kenya,2002,0.113882495
Kenya,2003,0.093785231
Kenya,2004,0.100711447
Kenya,2005,0.106804102
Kenya,2006,0.112168391
Kenya,2007,0.107791109
Kenya,2008,0.112033897
Kenya,2009,0.130773905
Kenya,2010,0.118918299
Kenya,2011,0.123883581
Kenya,2012,0.110189295
Kenya,2013,0.110790435
Jordan,1990,0.465010236
Jordan,1991,0.430120279
Jordan,1992,0.453732324
Jordan,1993,0.427809865
Jordan,1994,0.459116207
Jordan,1995,0.429951016
Jordan,1996,0.440762083
Jordan,1997,0.433676641
Jordan,1998,0.424702085
Jordan,1999,0.41142809
Jordan,2000,0.420125863
Jordan,2001,0.411828309
Jordan,2002,0.41077753
Jordan,2003,0.407973715
Jordan,2004,0.413895505
Jordan,2005,0.418828865
Jordan,2006,0.388616621
Jordan,2007,0.374775594
Jordan,2008,0.338622052
Jordan,2009,0.329201135
Jordan,2010,0.311230547
Jordan,2011,0.310447083
Jordan,2012,0.346956624
Jordan,2013,0.336713747
Kazakhstan,1992,1.500613633
Kazakhstan,1993,1.370526065
Kazakhstan,1994,1.403415595
Kazakhstan,1995,1.294199119
Kazakhstan,1996,1.083346402
Kazakhstan,1997,0.966888803
Kazakhstan,1998,0.969339329
Kazakhstan,1999,0.863580922
Kazakhstan,2000,0.797347458
Kazakhstan,2001,0.784307441
Kazakhstan,2002,0.724516678
Kazakhstan,2003,0.704873957
Kazakhstan,2004,0.782618826
Kazakhstan,2005,0.731044158
Kazakhstan,2006,0.717370193
Kazakhstan,2007,0.760366827
Kazakhstan,2008,0.616393348
Kazakhstan,2009,0.542713144
Kazakhstan,2010,0.751860628
Kazakhstan,2011,0.735541216
Kazakhstan,2012,0.662847819
Kazakhstan,2013,0.671785469
Kyrgyzstan,1992,0.926495769
Kyrgyzstan,1993,0.842269123
Kyrgyzstan,1994,0.761217028
Kyrgyzstan,1995,0.585404434
Kyrgyzstan,1996,0.687438549
Kyrgyzstan,1997,0.61616387
Kyrgyzstan,1998,0.640430802
Kyrgyzstan,1999,0.484687758
Kyrgyzstan,2000,0.456130582
Kyrgyzstan,2001,0.363872514
Kyrgyzstan,2002,0.463315464
Kyrgyzstan,2003,0.47482604
Kyrgyzstan,2004,0.479251087
Kyrgyzstan,2005,0.440535585
Kyrgyzstan,2006,0.420882964
Kyrgyzstan,2007,0.414268373
Kyrgyzstan,2008,0.516052812
Kyrgyzstan,2009,0.444671365
Kyrgyzstan,2010,0.420000479
Kyrgyzstan,2011,0.475395241
Kyrgyzstan,2012,0.628950429
Kyrgyzstan,2013,0.551439315
Kiribati,1990,0.154934199
Kiribati,1991,0.154934199
Kiribati,1992,0.153586945
Kiribati,1993,0.15226292
Kiribati,1994,0.149682192
Kiribati,1995,0.149682192
Kiribati,1996,0.245312482
Kiribati,1997,0.193032772
Kiribati,1998,0.203798062
Kiribati,1999,0.183984361
Kiribati,2000,0.194806971
Kiribati,2001,0.153777974
Kiribati,2002,0.232832651
Kiribati,2003,0.228253152
Kiribati,2004,0.253127802
Kiribati,2005,0.341679033
Kiribati,2006,0.388011023
Kiribati,2007,0.27974245
Kiribati,2008,0.305365489
Kiribati,2009,0.223287996
Kiribati,2010,0.350719757
Kiribati,2011,0.349055314
Kiribati,2012,0.331840118
Kiribati,2013,0.313701382
Kuwait,1992,0.246179177
Kuwait,1993,0.28994014
Kuwait,1994,0.312644506
Kuwait,1995,0.420120461
Kuwait,1996,0.382035195
Kuwait,1997,0.408250314
Kuwait,1998,0.371056185
Kuwait,1999,0.394442318
Kuwait,2000,0.373532919
Kuwait,2001,0.399087259
Kuwait,2002,0.391407256
Kuwait,2003,0.343330431
Kuwait,2004,0.328655139
Kuwait,2005,0.336224379
Kuwait,2006,0.322420483
Kuwait,2007,0.310242698
Kuwait,2008,0.332895251
Kuwait,2009,0.378046091
Kuwait,2010,0.397506697
Kuwait,2011,0.368276514
Kuwait,2012,0.383777105
Kuwait,2013,0.367463937
Latvia,1995,0.459391353
Latvia,1996,0.434860542
Latvia,1997,0.368820762
Latvia,1998,0.330174034
Latvia,1999,0.270537229
Latvia,2000,0.240419196
Latvia,2001,0.248384455
Latvia,2002,0.229476938
Latvia,2003,0.225668784
Latvia,2004,0.209238106
Latvia,2005,0.191640069
Latvia,2006,0.182823079
Latvia,2007,0.172595632
Latvia,2008,0.170136368
Latvia,2009,0.181735346
Latvia,2010,0.210924978
Latvia,2011,0.17956088
Latvia,2012,0.167019419
Latvia,2013,0.16273626
Lebanon,1990,0.386616907
Lebanon,1991,0.288742281
Lebanon,1992,0.337617521
Lebanon,1993,0.355858032
Lebanon,1994,0.358238676
Lebanon,1995,0.359464669
Lebanon,1996,0.346427051
Lebanon,1997,0.403197947
Lebanon,1998,0.414116569
Lebanon,1999,0.412061263
Lebanon,2000,0.375945647
Lebanon,2001,0.383869643
Lebanon,2002,0.367321158
Lebanon,2003,0.404290431
Lebanon,2004,0.35269135
Lebanon,2005,0.331245393
Lebanon,2006,0.290968999
Lebanon,2007,0.24813999
Lebanon,2008,0.290589342
Lebanon,2009,0.319227457
Lebanon,2010,0.284005061
Lebanon,2011,0.283983392
Lebanon,2012,0.307615367
Lebanon,2013,0.304081445
Laos,1990,0.030967816
Laos,1991,0.032763671
Laos,1992,0.033947815
Laos,1993,0.032052682
Laos,1994,0.031751545
Laos,1995,0.037576522
Laos,1996,0.048088759
Laos,1997,0.057457139
Laos,1998,0.06225575
Laos,1999,0.078493348
Laos,2000,0.075070901
Laos,2001,0.065996734
Laos,2002,0.082205772
Laos,2003,0.074048049
Laos,2004,0.088187503
Laos,2005,0.082985471
Laos,2006,0.08437947
Laos,2007,0.045977847
Laos,2008,0.044360618
Laos,2009,0.054860071
Laos,2010,0.065876778
Laos,2011,0.060429554
Laos,2012,0.074375779
Laos,2013,0.069029922
Libya,1999,0.394030762
Libya,2000,0.401286696
Libya,2001,0.417040394
Libya,2002,0.418734474
Libya,2003,0.380848274
Libya,2004,0.373419173
Libya,2005,0.345389239
Libya,2006,0.331542205
Libya,2007,0.292361758
Libya,2008,0.316118725
Libya,2009,0.337028998
Libya,2010,0.335619601
Libya,2011,0.568226476
Liberia,1990,0.259720152
Liberia,1991,0.17934669
Liberia,1992,0.279870252
Liberia,1993,0.465743823
Liberia,1994,0.588451269
Liberia,1995,0.643264103
Liberia,1996,0.592846106
Liberia,1997,0.296669934
Liberia,1998,0.244456405
Liberia,1999,0.210547209
Liberia,2000,0.17582837
Liberia,2001,0.198824713
Liberia,2002,0.190195334
Liberia,2003,0.290559436
Liberia,2004,0.332639375
Liberia,2005,0.374251392
Liberia,2006,0.355093914
Liberia,2007,0.290811559
Liberia,2008,0.228402853
Liberia,2009,0.198596293
Liberia,2010,0.28806905
Liberia,2011,0.299363908
Liberia,2012,0.319237934
Liberia,2013,0.272774428
Lesotho,2005,0.369577843
Lesotho,2006,0.360543812
Lesotho,2007,0.353167842
Lesotho,2008,0.467526955
Lesotho,2009,0.464045042
Lesotho,2010,0.467086689
Lesotho,2011,0.425186866
Lesotho,2012,0.407180268
Lesotho,2013,0.412293472
Lithuania,1995,0.477209412
Lithuania,1996,0.440588529
Lithuania,1997,0.396700233
Lithuania,1998,0.389785926
Lithuania,1999,0.3332951
Lithuania,2000,0.285147954
Lithuania,2001,0.283581126
Lithuania,2002,0.270914314
Lithuania,2003,0.239136441
Lithuania,2004,0.231816358
Lithuania,2005,0.225851985
Lithuania,2006,0.214160607
Lithuania,2007,0.206517689
Lithuania,2008,0.199137145
Lithuania,2009,0.194987448
Lithuania,2010,0.206395479
Lithuania,2011,0.19923199
Lithuania,2012,0.19248618
Lithuania,2013,0.16994178
Luxembourg,1990,0.478166959
Luxembourg,1991,0.467064926
Luxembourg,1992,0.456816433
Luxembourg,1993,0.447372541
Luxembourg,1994,0.40703366
Luxembourg,1995,0.327498249
Luxembourg,1996,0.325993773
Luxembourg,1997,0.290517762
Luxembourg,1998,0.252439551
Luxembourg,1999,0.242725812
Luxembourg,2000,0.23771078
Luxembourg,2001,0.242765977
Luxembourg,2002,0.250683062
Luxembourg,2003,0.260031935
Luxembourg,2004,0.283346287
Luxembourg,2005,0.281305716
Luxembourg,2006,0.26303877
Luxembourg,2007,0.235609335
Luxembourg,2008,0.235872887
Luxembourg,2009,0.23682505
Luxembourg,2010,0.236298164
Luxembourg,2011,0.231017309
Luxembourg,2012,0.225196031
Luxembourg,2013,0.205948652
Macao,1990,0.083582717
Macao,1991,0.085173577
Macao,1992,0.074670734
Macao,1993,0.07769409
Macao,1994,0.080468649
Macao,1995,0.075449791
Macao,1996,0.086255403
Macao,1997,0.091669984
Macao,1998,0.100319035
Macao,1999,0.100619449
Macao,2000,0.101570017
Macao,2001,0.090720731
Macao,2002,0.075305343
Macao,2003,0.067931833
Macao,2004,0.060244189
Macao,2005,0.05930179
Macao,2006,0.046484254
Macao,2007,0.03842567
Macao,2008,0.055172801
Macao,2009,0.062904576
Macao,2010,0.037628466
Macao,2011,0.036756778
Macao,2012,0.03244721
Macao,2013,0.027814159
Macedonia,1992,0.639271282
Macedonia,1993,0.662901093
Macedonia,1994,0.683139313
Macedonia,1995,0.715279836
Macedonia,1996,0.765731121
Macedonia,1997,0.683665726
Macedonia,1998,0.785148159
Macedonia,1999,0.698731695
Macedonia,2000,0.687770047
Macedonia,2001,0.705651228
Macedonia,2002,0.633641998
Macedonia,2003,0.641069871
Macedonia,2004,0.606086944
Macedonia,2005,0.583301496
Macedonia,2006,0.538027319
Macedonia,2007,0.438572754
Macedonia,2008,0.411805008
Macedonia,2009,0.382338944
Macedonia,2010,0.365859695
Macedonia,2011,0.390105048
Macedonia,2012,0.374135159
Macedonia,2013,0.336432487
Malawi,1990,0.087192678
Malawi,1991,0.086434224
Malawi,1992,0.092755796
Malawi,1993,0.089284384
Malawi,1994,0.103154412
Malawi,1995,0.089723608
Malawi,1996,0.081505731
Malawi,1997,0.083789795
Malawi,1998,0.08220676
Malawi,1999,0.099062872
Malawi,2000,0.090825544
Malawi,2001,0.095188923
Malawi,2002,0.092827409
Malawi,2003,0.095104603
Malawi,2004,0.091942774
Malawi,2005,0.083677203
Malawi,2006,0.083117757
Malawi,2007,0.074670641
Malawi,2008,0.081023029
Malawi,2009,0.068540407
Malawi,2010,0.076068902
Malawi,2011,0.072324188
Malawi,2012,0.067480084
Malawi,2013,0.072266768
Madagascar,1990,0.049532388
Madagascar,1991,0.057562973
Madagascar,1992,0.055274343
Madagascar,1993,0.055522401
Madagascar,1994,0.068414651
Madagascar,1995,0.067068564
Madagascar,1996,0.070796061
Madagascar,1997,0.082589943
Madagascar,1998,0.083703247
Madagascar,1999,0.088244692
Madagascar,2000,0.082302313
Madagascar,2001,0.072161552
Madagascar,2002,0.058626981
Madagascar,2003,0.073526354
Madagascar,2004,0.074220003
Madagascar,2005,0.068363444
Madagascar,2006,0.062901386
Madagascar,2007,0.063850206
Madagascar,2008,0.062009646
Madagascar,2009,0.06058856
Madagascar,2010,0.066810325
Madagascar,2011,0.077814554
Madagascar,2012,0.087018719
Madagascar,2013,0.098209798
Mali,1990,0.03917016
Mali,1991,0.03627234
Mali,1992,0.038108545
Mali,1993,0.037852635
Mali,1994,0.037062234
Mali,1995,0.037306918
Mali,1996,0.036209364
Mali,1997,0.037138448
Mali,1998,0.050217276
Mali,1999,0.049564495
Mali,2000,0.051194494
Mali,2001,0.044767959
Mali,2002,0.044379826
Mali,2003,0.040494954
Mali,2004,0.041433182
Mali,2005,0.039868062
Mali,2006,0.039957873
Mali,2007,0.041313156
Mali,2008,0.041868515
Mali,2009,0.030134747
Mali,2010,0.03417469
Mali,2011,0.035871095
Mali,2012,0.034396624
Mali,2013,0.034738711
Malaysia,1990,0.297335807
Malaysia,1991,0.328972933
Malaysia,1992,0.331670995
Malaysia,1993,0.367639355
Malaysia,1994,0.345026844
Malaysia,1995,0.404777483
Malaysia,1996,0.380858875
Malaysia,1997,0.353305182
Malaysia,1998,0.348880414
Malaysia,1999,0.310707624
Malaysia,2000,0.332491819
Malaysia,2001,0.356788013
Malaysia,2002,0.333850842
Malaysia,2003,0.373426977
Malaysia,2004,0.362013549
Malaysia,2005,0.366050883
Malaysia,2006,0.333209776
Malaysia,2007,0.335576428
Malaysia,2008,0.35856289
Malaysia,2009,0.358426495
Malaysia,2010,0.36819288
Malaysia,2011,0.352768676
Malaysia,2012,0.331882695
Malaysia,2013,0.342810894
Maldives,2001,0.226931568
Maldives,2002,0.276839125
Maldives,2003,0.20587055
Maldives,2004,0.239935143
Maldives,2005,0.235324823
Maldives,2006,0.247752602
Maldives,2007,0.231396243
Maldives,2008,0.221763197
Maldives,2009,0.245435647
Maldives,2010,0.23282335
Maldives,2011,0.227282995
Maldives,2012,0.250744798
Maldives,2013,0.23297258
Mauritania,1990,0.158957362
Mauritania,1991,0.162487465
Mauritania,1992,0.168186888
Mauritania,1993,0.164131917
Mauritania,1994,0.197734763
Mauritania,1995,0.164085759
Mauritania,1996,0.158184988
Mauritania,1997,0.165395062
Mauritania,1998,0.161452506
Mauritania,1999,0.15332052
Mauritania,2000,0.157426989
Mauritania,2001,0.167348205
Mauritania,2002,0.176303481
Mauritania,2003,0.171330831
Mauritania,2004,0.179118539
Mauritania,2005,0.169867292
Mauritania,2006,0.144882995
Mauritania,2007,0.161455342
Mauritania,2008,0.167669189
Mauritania,2009,0.185800703
Mauritania,2010,0.186829889
Mauritania,2011,0.191014419
Mauritania,2012,0.200182484
Mauritania,2013,0.188169485
Malta,1990,0.380117068
Malta,1991,0.340872434
Malta,1992,0.320421443
Malta,1993,0.400831165
Malta,1994,0.346559419
Malta,1995,0.284234774
Malta,1996,0.289472407
Malta,1997,0.308662762
Malta,1998,0.249656666
Malta,1999,0.260818115
Malta,2000,0.214889967
Malta,2001,0.257219207
Malta,2002,0.230981113
Malta,2003,0.252913675
Malta,2004,0.251081842
Malta,2005,0.25364544
Malta,2006,0.237583396
Malta,2007,0.241819345
Malta,2008,0.219817276
Malta,2009,0.211159944
Malta,2010,0.214849129
Malta,2011,0.210390341
Malta,2012,0.216468043
Malta,2013,0.172430271
Marshall Islands,1990,0.349287244
Marshall Islands,1991,0.375825186
Marshall Islands,1992,0.375832399
Marshall Islands,1993,0.401809707
Marshall Islands,1994,0.401827305
Marshall Islands,1995,0.371329192
Marshall Islands,1996,0.413981422
Marshall Islands,1997,0.442503758
Marshall Islands,1998,0.480761169
Marshall Islands,1999,0.466644132
Marshall Islands,2000,0.514132198
Marshall Islands,2001,0.511197323
Marshall Islands,2002,0.52080994
Marshall Islands,2003,0.519925375
Marshall Islands,2004,0.542831665
Marshall Islands,2005,0.506289656
Marshall Islands,2006,0.539929253
Marshall Islands,2007,0.563106938
Marshall Islands,2008,0.572471847
Marshall Islands,2009,0.603999895
Marshall Islands,2010,0.567467217
Marshall Islands,2011,0.558107787
Marshall Islands,2012,0.538195725
Marshall Islands,2013,0.525791924
Mexico,1990,0.29258619
Mexico,1991,0.291525575
Mexico,1992,0.283321447
Mexico,1993,0.273712501
Mexico,1994,0.275345343
Mexico,1995,0.275518054
Mexico,1996,0.270685738
Mexico,1997,0.266082094
Mexico,1998,0.264761724
Mexico,1999,0.263774342
Mexico,2000,0.250441515
Mexico,2001,0.260614782
Mexico,2002,0.257786713
Mexico,2003,0.263289933
Mexico,2004,0.256083071
Mexico,2005,0.262833411
Mexico,2006,0.256117141
Mexico,2007,0.255731235
Mexico,2008,0.260787485
Mexico,2009,0.259861191
Mexico,2010,0.244253611
Mexico,2011,0.246158335
Mexico,2012,0.243799475
Mexico,2013,0.244389015
Mauritius,1990,0.187077843
Mauritius,1991,0.186315775
Mauritius,1992,0.196420159
Mauritius,1993,0.194140844
Mauritius,1994,0.170637229
Mauritius,1995,0.184305106
Mauritius,1996,0.186094927
Mauritius,1997,0.18038311
Mauritius,1998,0.18472511
Mauritius,1999,0.201311799
Mauritius,2000,0.204726837
Mauritius,2001,0.212370543
Mauritius,2002,0.209573134
Mauritius,2003,0.214510877
Mauritius,2004,0.204798807
Mauritius,2005,0.215725484
Mauritius,2006,0.218873971
Mauritius,2007,0.210363761
Mauritius,2008,0.203976048
Mauritius,2009,0.193589986
Mauritius,2010,0.196511492
Mauritius,2011,0.188989377
Mauritius,2012,0.189608851
Mauritius,2013,0.167909446
Micronesia,1997,0.247007952
Micronesia,1998,0.251341285
Micronesia,1999,0.360597552
Micronesia,2000,0.398745335
Micronesia,2001,0.508408368
Micronesia,2002,0.42114718
Micronesia,2003,0.4135955
Micronesia,2004,0.427406112
Micronesia,2005,0.345152821
Micronesia,2006,0.356194013
Micronesia,2007,0.417167794
Micronesia,2008,0.362260719
Micronesia,2009,0.500158188
Micronesia,2010,0.349953291
Micronesia,2011,0.363704575
Micronesia,2012,0.402997271
Micronesia,2013,0.428594947
Moldova,1995,1.168817479
Moldova,1996,1.278417967
Moldova,1997,0.774956271
Moldova,1998,0.732406793
Moldova,1999,0.544295565
Moldova,2000,0.415856387
Moldova,2001,0.414449793
Moldova,2002,0.412546841
Moldova,2003,0.416555026
Moldova,2004,0.411721771
Moldova,2005,0.411675515
Moldova,2006,0.400764826
Moldova,2007,0.364523842
Moldova,2008,0.345303451
Moldova,2009,0.349864947
Moldova,2010,0.354047444
Moldova,2011,0.33865279
Moldova,2012,0.333345572
Moldova,2013,0.307879805
Mongolia,1990,0.892795311
Mongolia,1991,1.190303845
Mongolia,1992,1.188699556
Mongolia,1993,1.034370137
Mongolia,1994,0.866760707
Mongolia,1995,0.812173204
Mongolia,1996,0.806554163
Mongolia,1997,0.74409058
Mongolia,1998,0.720041646
Mongolia,1999,0.684633733
Mongolia,2000,0.672604761
Mongolia,2001,0.686187447
Mongolia,2002,0.688698748
Mongolia,2003,0.623965595
Mongolia,2004,0.60033261
Mongolia,2005,0.560451622
Mongolia,2006,0.566468284
Mongolia,2007,0.659814093
Mongolia,2008,0.604598723
Mongolia,2009,0.666459954
Mongolia,2010,1.179326145
Mongolia,2011,1.124633724
Mongolia,2012,1.188035999
Mongolia,2013,1.3522485
Montenegro,2005,0.29384024
Montenegro,2006,0.313593431
Montenegro,2007,0.267694561
Montenegro,2008,0.30581792
Montenegro,2009,0.215238989
Montenegro,2010,0.296957361
Montenegro,2011,0.286444206
Montenegro,2012,0.267580655
Montenegro,2013,0.248673663
Mozambique,1990,0.204019225
Mozambique,1991,0.194489253
Mozambique,1992,0.201547393
Mozambique,1993,0.198827401
Mozambique,1994,0.184744129
Mozambique,1995,0.189424792
Mozambique,1996,0.139510572
Mozambique,1997,0.13605756
Mozambique,1998,0.122425058
Mozambique,1999,0.119054426
Mozambique,2000,0.132990068
Mozambique,2001,0.138179609
Mozambique,2002,0.127599629
Mozambique,2003,0.144714191
Mozambique,2004,0.134485944
Mozambique,2005,0.117324817
Mozambique,2006,0.116044089
Mozambique,2007,0.123425466
Mozambique,2008,0.115671685
Mozambique,2009,0.121435094
Mozambique,2010,0.123060724
Mozambique,2011,0.135365707
Mozambique,2012,0.12225367
Mozambique,2013,0.146955022
Morocco,1990,0.239792244
Morocco,1991,0.237274478
Morocco,1992,0.252677713
Morocco,1993,0.275857227
Morocco,1994,0.262023543
Morocco,1995,0.283850244
Morocco,1996,0.25942782
Morocco,1997,0.269179142
Morocco,1998,0.252396309
Morocco,1999,0.258384331
Morocco,2000,0.259283302
Morocco,2001,0.268747494
Morocco,2002,0.26433745
Morocco,2003,0.244946692
Morocco,2004,0.269514508
Morocco,2005,0.275749343
Morocco,2006,0.265594891
Morocco,2007,0.27190694
Morocco,2008,0.270148186
Morocco,2009,0.257102558
Morocco,2010,0.264056883
Morocco,2011,0.258639553
Morocco,2012,0.273012457
Morocco,2013,0.243822342
Myanmar,1990,0.141654679
Myanmar,1991,0.139402977
Myanmar,1992,0.148643312
Myanmar,1993,0.153217183
Myanmar,1994,0.16662615
Myanmar,1995,0.173640827
Myanmar,1996,0.170092626
Myanmar,1997,0.166363097
Myanmar,1998,0.169285906
Myanmar,1999,0.169416035
Myanmar,2000,0.167514646
Myanmar,2001,0.130103754
Myanmar,2002,0.122581563
Myanmar,2003,0.115136387
Myanmar,2004,0.128042129
Myanmar,2005,0.105163414
Myanmar,2006,0.103028827
Myanmar,2007,0.092180844
Myanmar,2008,0.063651598
Myanmar,2009,0.060097412
Myanmar,2010,0.067056496
Myanmar,2011,0.07254858
Myanmar,2012,0.061143347
Myanmar,2013,0.054952802
Nepal,1990,0.028244351
Nepal,1991,0.040213807
Nepal,1992,0.053518393
Nepal,1993,0.056787213
Nepal,1994,0.060740738
Nepal,1995,0.070369442
Nepal,1996,0.081616094
Nepal,1997,0.086975627
Nepal,1998,0.06829955
Nepal,1999,0.093538669
Nepal,2000,0.083964868
Nepal,2001,0.08528832
Nepal,2002,0.068454638
Nepal,2003,0.0712833
Nepal,2004,0.063965082
Nepal,2005,0.07140927
Nepal,2006,0.057420092
Nepal,2007,0.0566379
Nepal,2008,0.069849755
Nepal,2009,0.084653902
Nepal,2010,0.094224636
Nepal,2011,0.099695885
Nepal,2012,0.100506228
Nepal,2013,0.107359926
Namibia,1990,0.004985402
Namibia,1991,0.120673186
Namibia,1992,0.122742886
Namibia,1993,0.150529112
Namibia,1994,0.168661712
Namibia,1995,0.167217352
Namibia,1996,0.173698683
Namibia,1997,0.171207482
Namibia,1998,0.175899684
Namibia,1999,0.148568276
Namibia,2000,0.141657866
Namibia,2001,0.171885602
Namibia,2002,0.143154088
Namibia,2003,0.146200842
Namibia,2004,0.136339212
Namibia,2005,0.156588446
Namibia,2006,0.147404997
Namibia,2007,0.140215978
Namibia,2008,0.192592482
Namibia,2009,0.177009042
Namibia,2010,0.16852334
Namibia,2011,0.146125884
Namibia,2012,0.16618044
Namibia,2013,0.137455049
Nauru,2007,1.104288309
Nauru,2008,0.821525173
Nauru,2009,0.693048837
Nauru,2010,0.66582737
Nauru,2011,0.546487748
Nauru,2012,0.49641663
Nauru,2013,0.403491094
Netherlands,1990,0.330146629
Netherlands,1991,0.336021044
Netherlands,1992,0.324523241
Netherlands,1993,0.325585814
Netherlands,1994,0.317200219
Netherlands,1995,0.31318289
Netherlands,1996,0.314698156
Netherlands,1997,0.289166243
Netherlands,1998,0.278230221
Netherlands,1999,0.257141922
Netherlands,2000,0.248865488
Netherlands,2001,0.247682552
Netherlands,2002,0.253256573
Netherlands,2003,0.256620069
Netherlands,2004,0.254224512
Netherlands,2005,0.239784696
Netherlands,2006,0.227353762
Netherlands,2007,0.224994266
Netherlands,2008,0.223647994
Netherlands,2009,0.226809717
Netherlands,2010,0.240145509
Netherlands,2011,0.224189434
Netherlands,2012,0.22261324
Netherlands,2013,0.223820018
Nicaragua,1990,0.203621645
Nicaragua,1991,0.16056671
Nicaragua,1992,0.19094598
Nicaragua,1993,0.184356734
Nicaragua,1994,0.196867568
Nicaragua,1995,0.203313097
Nicaragua,1996,0.197741637
Nicaragua,1997,0.207906865
Nicaragua,1998,0.218243831
Nicaragua,1999,0.216135882
Nicaragua,2000,0.215387541
Nicaragua,2001,0.220407729
Nicaragua,2002,0.222805759
Nicaragua,2003,0.237461396
Nicaragua,2004,0.226233074
Nicaragua,2005,0.211730345
Nicaragua,2006,0.210192492
Nicaragua,2007,0.20586458
Nicaragua,2008,0.192188668
Nicaragua,2009,0.200919673
Nicaragua,2010,0.196452976
Nicaragua,2011,0.19898176
Nicaragua,2012,0.18051791
Nicaragua,2013,0.168761648
New Zealand,1990,0.291132967
New Zealand,1991,0.301072978
New Zealand,1992,0.310078935
New Zealand,1993,0.310041407
New Zealand,1994,0.294892191
New Zealand,1995,0.286711494
New Zealand,1996,0.292055547
New Zealand,1997,0.310194523
New Zealand,1998,0.298441399
New Zealand,1999,0.307444382
New Zealand,2000,0.302291384
New Zealand,2001,0.305247613
New Zealand,2002,0.280527084
New Zealand,2003,0.275203192
New Zealand,2004,0.268784507
New Zealand,2005,0.256827712
New Zealand,2006,0.244461045
New Zealand,2007,0.239008058
New Zealand,2008,0.246244703
New Zealand,2009,0.234436476
New Zealand,2010,0.226920474
New Zealand,2011,0.219522946
New Zealand,2012,0.234976371
New Zealand,2013,0.225079554
Norway,1990,0.173458119
Norway,1991,0.17128323
Norway,1992,0.165031851
Norway,1993,0.176202024
Norway,1994,0.16179089
Norway,1995,0.153204543
Norway,1996,0.14555027
Norway,1997,0.14957874
Norway,1998,0.152519396
Norway,1999,0.161003332
Norway,2000,0.152135962
Norway,2001,0.157430788
Norway,2002,0.14080526
Norway,2003,0.165935367
Norway,2004,0.150529946
Norway,2005,0.14596111
Norway,2006,0.14865631
Norway,2007,0.147141416
Norway,2008,0.181041128
Norway,2009,0.182887992
Norway,2010,0.197452181
Norway,2011,0.147029105
Norway,2012,0.157956717
Norway,2013,0.186949543
Nigeria,1990,0.131701644
Nigeria,1991,0.13895098
Nigeria,1992,0.222284483
Nigeria,1993,0.197340748
Nigeria,1994,0.15057874
