Entity,Year,UDel_temp_popweight,UDel_max,UDel_min,UDel_var,UDel_mean,UDel_mean_2,UDel_prcp_max,UDel_prcp_min,UDel_prcp_var,UDel_prcp_mean,UDel_prcp_mean_2,UDel_precip_popweight
Egypt,1986,21.2800000000,28.0732994900,12.9521464900,32.3659124800,21.1084213400,445.5654517000,1.8283791380,0.0003780150,0.2705376000,0.3602603860,0.1297875460,43.0900000000
Egypt,1987,21.0800000000,28.4311074000,13.4489405900,31.8752643200,20.9166207100,437.5050221000,1.3603022540,0.0003469460,0.2051649790,0.2889492730,0.0834916830,35.2300000000
Egypt,1988,21.4000000000,28.9920644300,12.8947234500,39.1861420100,21.2713836700,452.4717633000,1.5052253350,0.0004041790,0.3383916330,0.4002966830,0.1602374350,45.5000000000
Egypt,1989,21.3100000000,28.0718224100,10.9841861500,38.1302043100,21.1534367800,447.4678876000,1.6504888900,0.0003332410,0.2159620690,0.2856010510,0.0815679600,38.4200000000
Egypt,1990,21.2600000000,27.9632332300,12.9333191800,28.6397650800,21.1628722200,447.8671606000,1.2202180420,0.0043201070,0.1731036170,0.3608993400,0.1302483330,46.2100000000
Egypt,1991,21.2100000000,27.6021461500,12.3087776200,31.7300735600,21.1508598200,447.3588713000,2.5782618100,0.0003446530,0.6799754620,0.6206201700,0.3851693960,72.0200000000
Egypt,1992,20.6100000000,28.1407646200,11.5746472700,40.5470334900,20.6141988900,424.9451959000,2.7661695890,0.0003376970,0.8210592530,0.5016027440,0.2516053130,63.0600000000
Egypt,1993,21.3100000000,27.8619346200,12.4069038300,35.0094993600,21.2515687600,451.6291748000,1.9343230560,0.0003351260,0.3857186670,0.5091276420,0.2592109560,47.6300000000
Egypt,1994,21.5200000000,28.3446857100,13.0092744300,35.7436131000,21.4782855300,461.3167495000,3.2511273290,0.0051222040,1.2717457990,0.9314968520,0.8676863860,125.9200000000
Egypt,1995,21.1300000000,28.7184466000,12.6122302400,36.6296158900,21.0930245600,444.9156853000,1.0244496200,0.0003309550,0.0981981800,0.2150029700,0.0462262770,24.0700000000
Egypt,1996,21.5700000000,28.1394097900,13.2527122100,31.4238370900,21.4743762500,461.1488355000,1.1113529300,0.0003330180,0.1451504050,0.2858392320,0.0817040670,33.6500000000
Egypt,1997,21.1800000000,28.6165377900,12.8236305700,34.0330097300,21.0507021800,443.1320622000,1.1160960530,0.0003515680,0.1610513630,0.3390206250,0.1149349840,37.5100000000
Egypt,1998,22.0300000000,29.6464264600,13.3425106100,36.1216210100,21.9292291200,480.8910896000,0.9240663790,0.0004831990,0.1031758090,0.2470004910,0.0610092430,23.5900000000
Egypt,1999,21.8900000000,28.9045363500,13.5440864100,32.1101971800,21.8046830500,475.4442029000,0.3836868830,0.0003390870,0.0142110460,0.0699053840,0.0048867630,9.1200000000
Egypt,2000,21.0900000000,28.7882858000,12.2620261600,35.6739922600,20.9520737600,438.9893947000,1.6267170030,0.0002859070,0.3286735100,0.4158205990,0.1729067700,49.1900000000
Egypt,2001,22.0200000000,29.2734379800,13.7457632600,32.5302988300,21.8830013900,478.8657499000,0.9384653630,0.0003070860,0.0874787100,0.2213422070,0.0489923730,27.6600000000
Egypt,2002,22.0700000000,30.0137771800,11.7024548400,36.2638421500,21.9586226000,482.1811063000,1.7222606950,0.0039558600,0.3369894290,0.4252463000,0.1808344160,44.1000000000
Egypt,2003,21.8500000000,28.8580447100,13.2529651400,36.5018081500,21.7294442500,472.1687473000,1.1959377210,0.0003103210,0.1739591100,0.2921433620,0.0853477440,36.0300000000
Egypt,2004,21.7900000000,28.8296494400,13.1174961900,31.4747384400,21.6507920600,468.7567968000,2.0375338420,0.0000142000,0.4097573810,0.4809726950,0.2313347340,50.5900000000
Egypt,2005,21.6700000000,28.9390575200,13.7216175200,32.1016414200,21.5919502500,466.2123158000,0.9172190210,0.0000757000,0.0782365310,0.2041866950,0.0416922060,24.3000000000
Egypt,2006,21.7000000000,29.2134799400,13.2930827100,34.1723840600,21.6186452600,467.3658227000,1.9145290560,0.0000177000,0.3059111380,0.3724313650,0.1387051210,40.8800000000
Egypt,2007,21.8800000000,29.2149737200,12.8514691000,35.4122899200,21.8112997000,475.7327947000,0.9469808480,0.0002398270,0.0704554820,0.2132825330,0.0454894390,24.9300000000
Egypt,2008,22.1600000000,29.3323506400,11.7612823900,36.9899662500,22.0713173000,487.1430474000,0.9643519470,0.0000092700,0.1050906650,0.1913995770,0.0366337980,19.8400000000
Egypt,2009,22.1900000000,29.3996951700,14.3073301400,32.3398795300,22.0890455700,487.9259344000,0.8073595430,0.0000199000,0.0640430100,0.2157158980,0.0465333490,22.3200000000
Egypt,2010,23.3100000000,30.1685509100,15.3594682100,27.3188311900,23.2174680100,539.0508210000,0.3537182190,0.0002271840,0.0137081140,0.1008074100,0.0101621340,11.0500000000
Egypt,2011,,28.9742651700,14.0077766400,32.1441149100,21.4669774500,460.8311207000,1.1979652660,0.0000073400,0.1890682250,0.3020850930,0.0912554030,
Egypt,2012,,29.8062571400,11.9991680300,42.2396442000,22.0053893000,484.2371581000,1.0676625920,0.0000284000,0.1317833610,0.2719698820,0.0739676170,
Egypt,2013,,28.8404215100,13.8285341700,31.3231213300,21.9695803300,482.6624601000,3.1440364630,0.0000119000,0.9834286490,0.5156683070,0.2659138030,
Equatorial Guinea,1961,23.9100000000,25.3073202900,22.4572803900,0.9211017930,23.9626695100,574.2095299000,42.1286237500,6.7433560200,122.0958048000,18.6769087400,348.8269201000,2268.2000000000
Equatorial Guinea,1962,24.0500000000,25.3120036400,22.7429485400,0.7365809790,24.0925046800,580.4487816000,36.0347979600,7.9058436670,92.9643425400,20.6926766100,428.1868654000,2543.6600000000
Equatorial Guinea,1963,24.2800000000,25.0277597400,23.2945366400,0.3419420770,24.3859977900,594.6768880000,28.5293828000,7.8298258160,48.5828847600,17.7849051900,316.3028528000,2186.1000000000
Equatorial Guinea,1964,23.9400000000,25.3378321100,22.5119768100,1.1111101180,24.0126536200,576.6075337000,37.9679087100,2.8714039940,95.6772176300,18.0772856800,326.7882575000,2204.6300000000
Equatorial Guinea,1965,23.9600000000,24.7899161500,22.4417955500,0.5768191080,24.0109784300,576.5270854000,33.7232869800,7.7560888120,67.1499286600,18.7812803500,352.7364918000,2207.8300000000
Equatorial Guinea,1966,24.3000000000,25.4738631500,23.3136425400,0.4879699970,24.3381670100,592.3463734000,31.1640606300,6.3924726010,87.8283974000,19.9353539100,397.4183354000,2395.1100000000
Equatorial Guinea,1967,24.0900000000,25.4003100400,22.4445255700,0.9775713460,24.1166686600,581.6137071000,43.9438634200,4.1696983080,126.8218704000,18.8839971700,356.6053490000,2272.9800000000
Equatorial Guinea,1968,24.0700000000,24.9883774900,22.7249285600,0.5313281360,24.0847706900,580.0761794000,32.2019061700,7.5029331310,63.2958498900,18.7498829100,351.5581090000,2251.6000000000
Equatorial Guinea,1969,24.2300000000,25.6132044300,22.3717439100,1.1037063110,24.2753187300,589.2910994000,39.8589862900,5.7776525450,92.0192632500,20.0754052200,403.0218946000,2468.4900000000
Equatorial Guinea,1970,24.2200000000,25.5550698100,22.6423611400,0.9088110230,24.3044467400,590.7061315000,41.9939330600,4.5366262540,117.6481320000,19.2702218900,371.3414518000,2321.2300000000
Equatorial Guinea,1971,23.7700000000,24.8170965000,22.6168589700,0.6073320500,23.9223479200,572.2787299000,39.7816841100,4.5548448370,100.6831862000,18.3407129200,336.3817505000,2211.0700000000
Equatorial Guinea,1972,23.8400000000,24.9259835200,22.7669383500,0.5469475190,24.0945293400,580.5463443000,33.7291710300,4.5395533090,75.1241549300,16.2042379300,262.5773270000,1908.6600000000
Equatorial Guinea,1973,24.2100000000,25.9020381200,23.3010769500,0.7918156550,24.4742127400,598.9870891000,30.0812720400,5.0232329310,67.2351529000,15.3540748000,235.7476130000,1870.3500000000
Equatorial Guinea,1974,23.7000000000,25.0575103200,22.6845588600,0.6788511730,23.9446426200,573.3459102000,35.4102929300,4.5356821570,86.4377050300,15.8401620600,250.9107339000,1843.7200000000
Equatorial Guinea,1975,23.7600000000,24.9946622800,22.3910667300,0.8518254000,23.9424305800,573.2399821000,31.4471887900,5.3224181540,62.4231263000,15.3255237300,234.8716775000,1814.8700000000
Equatorial Guinea,1976,23.5500000000,24.7103585700,22.1754558500,0.7426709540,23.7453431200,563.8413198000,40.8080750200,6.2574824430,99.9753531700,18.4329585300,339.7739600000,2252.2800000000
Equatorial Guinea,1977,24.1100000000,25.4805349500,22.6054613700,0.8898829760,24.3400596900,592.4385056000,46.2558267800,6.6122033960,148.3859313000,17.0027664600,289.0940674000,2136.0500000000
Equatorial Guinea,1978,24.0100000000,25.8821525800,22.7019246100,1.0265294720,24.1662153600,584.0059647000,30.4943727500,3.8586335000,78.0304666500,15.8196550300,250.2614852000,1938.6600000000
Equatorial Guinea,1979,24.3500000000,25.6248958000,22.8674592200,0.7588668000,24.4867783600,599.6023146000,27.9867427500,4.7645855090,70.4626677500,16.9812138600,288.3616240000,2005.4000000000
Equatorial Guinea,1980,24.4300000000,25.7012074600,22.8270116700,0.9208497640,24.5080036600,600.6422432000,34.1414319600,5.0262167920,93.1016411000,16.1367716700,260.3953998000,1935.4600000000
Equatorial Guinea,1981,24.0300000000,25.5190027000,21.6819334700,1.1397057680,23.9272889200,572.5151550000,33.7721847000,3.3861374720,72.2743742800,15.6311783400,244.3337361000,1900.6200000000
Equatorial Guinea,1982,23.8100000000,25.1760853500,22.3042801400,0.8699914730,23.8620797200,569.3988487000,37.2526260000,7.6818317270,85.7391226600,16.4907533000,271.9449445000,2000.8900000000
Equatorial Guinea,1983,24.1200000000,26.4894940700,22.0511814500,2.0538652400,24.1904434000,585.1775518000,27.6709607400,1.1053639260,57.5735876100,13.0300273600,169.7816130000,1581.0900000000
Equatorial Guinea,1984,24.1100000000,25.4972927000,23.1231328200,0.4800061980,24.0746064800,579.5866772000,31.2782041800,3.3852018270,85.8777318600,18.2247448000,332.1413229000,2160.6000000000
Equatorial Guinea,1985,23.8600000000,24.7444380500,23.0409381800,0.3669273360,23.8118565100,567.0045103000,32.8471017400,4.3529882680,110.4815278000,16.3390249300,266.9637356000,2017.8900000000
Equatorial Guinea,1986,23.7200000000,24.9158678500,22.5966123100,0.6251065590,23.8368762200,568.1966678000,37.1265218400,4.8823035560,87.7424818900,16.9259710100,286.4884945000,1995.0900000000
Equatorial Guinea,1987,24.4100000000,25.2415495800,23.2634589000,0.5728303390,24.4949463700,600.0023976000,29.6014541500,2.5984755310,73.1568835800,16.3226054600,266.4274491000,1943.6100000000
Equatorial Guinea,1988,24.2400000000,25.6440849900,23.0381551600,0.7537820400,24.2658813800,588.8329994000,41.2139334600,6.5767512950,111.3814264000,19.1594937300,367.0862000000,2340.3900000000
Equatorial Guinea,1989,24.0300000000,25.0674118000,22.6645640000,0.5119017210,24.1504575500,583.2446001000,35.0150630700,3.4289050280,110.5867480000,15.8787786600,252.1356119000,1916.3200000000
Equatorial Guinea,1990,24.1000000000,26.1138070400,22.3870819300,1.4003931250,24.3143822700,591.1891850000,42.3204733300,6.0875234250,138.7305373000,17.9731989300,323.0358798000,2190.1400000000
Equatorial Guinea,1991,24.1200000000,25.3930787100,22.8398306100,0.8245598240,24.1343641500,582.4675330000,31.6392620300,6.0942780270,66.4246827200,17.1872163600,295.4004063000,2058.3600000000
Equatorial Guinea,1992,23.8600000000,25.7727022000,21.8775797300,1.4590162770,23.8648670000,569.5318770000,30.8025321700,2.6915749090,96.5365828200,15.0372080300,226.1176253000,1813.2600000000
Equatorial Guinea,1993,24.3600000000,25.1094620600,23.0358660500,0.4799203380,24.2999697900,590.4885317000,26.5487977600,5.9053249760,42.7667790000,14.7777029300,218.3805040000,1812.6300000000
Equatorial Guinea,1994,24.3100000000,25.8022257400,22.7068904000,1.1670065670,24.4462605700,597.6196560000,43.4897280900,6.8341665360,169.7664859000,18.5688445900,344.8019893000,2242.9000000000
Equatorial Guinea,1995,24.5700000000,26.3118014400,23.6604605100,0.7335932630,24.7108229500,610.6247710000,33.8518510800,3.9957990250,96.3513900800,17.1933906100,295.6126807000,2078.3800000000
Equatorial Guinea,1996,24.4000000000,26.3520352900,22.6030401000,1.3550981410,24.4589937100,598.2423731000,35.1294122700,3.7304533020,132.4813490000,17.8446148800,318.4302802000,2154.7000000000
Equatorial Guinea,1997,24.2800000000,25.2744362600,23.1039992000,0.6020693070,24.3133689900,591.1399115000,38.9582371300,5.3835946270,81.2579063400,16.8720386000,284.6656866000,2005.4100000000
Equatorial Guinea,1998,24.9700000000,26.6410398800,23.2523632000,1.3516710470,24.9582166900,622.9125802000,35.3635880400,2.6973974720,102.0057138000,15.0322175500,225.9675645000,2083.1800000000
Equatorial Guinea,1999,24.3400000000,25.6959623800,23.2067036300,0.7223723470,24.3750504100,594.1430823000,27.7676595300,1.3697353900,103.0958364000,16.3844177800,268.4491458000,2013.2200000000
Equatorial Guinea,2000,24.2000000000,25.5493675100,22.8271688300,0.8998153150,24.2258801400,586.8932685000,25.7198736100,5.1930682130,47.1241249100,13.9367488300,194.2329679000,1764.3700000000
Equatorial Guinea,2001,24.2700000000,25.5226579900,22.3306728300,1.2551929090,24.2573180100,588.4174771000,37.2785143400,1.9818421470,99.6451322600,14.5004097200,210.2618822000,1816.3600000000
Equatorial Guinea,2002,24.5100000000,25.4867967700,23.2961932900,0.6555773830,24.4766701400,599.1073810000,28.9649430000,6.1393804820,59.8381651600,17.3534689100,301.1428832000,2133.1900000000
Equatorial Guinea,2003,24.7300000000,25.5112779100,23.6871284500,0.3707773250,24.6342553100,606.8465348000,24.6586188100,7.9568259900,39.1482227900,15.7611389600,248.4135013000,1976.9600000000
Equatorial Guinea,2004,24.9300000000,26.7402958600,23.3378448000,1.3867950830,24.7907760900,614.5825789000,39.9491236600,1.1686000450,109.4834920000,15.7373255500,247.6634155000,2058.6600000000
Equatorial Guinea,2005,24.7500000000,25.8115415200,22.6648718800,0.9533941750,24.7269420600,611.4216636000,34.6648858700,0.4760987430,108.5935775000,12.2923221500,151.1011839000,1603.5000000000
Equatorial Guinea,2006,25.1600000000,26.3278920600,23.7236688000,0.7785726850,25.0940191600,629.7097977000,43.0987048800,3.5263560710,123.6808187000,14.9326351200,222.9835917000,2008.2200000000
Equatorial Guinea,2007,25.0700000000,26.6149191800,23.5132295700,1.1903203740,24.9693756500,623.4697201000,36.1562166000,4.1420794360,92.8944456500,16.5364958800,273.4556961000,2168.2100000000
Equatorial Guinea,2008,26.1200000000,26.8101091700,25.0234500000,0.3344755920,26.0347298600,677.8071589000,35.9748234700,0.0000000000,149.1470667000,14.1566098400,200.4096020000,1806.6800000000
Equatorial Guinea,2009,26.4400000000,27.6604367700,24.8282999200,0.7522354220,26.2224436000,687.6165486000,28.2065705500,0.0000000000,72.4983134500,15.4249281100,237.9284072000,1892.6600000000
Equatorial Guinea,2010,26.1300000000,28.0209722700,24.3455648300,2.0007981900,26.0177725000,676.9244858000,42.1044931000,0.7914829570,153.7216740000,18.9325074500,358.4398384000,2353.5800000000
Equatorial Guinea,2011,,26.6161553200,23.5093290600,0.9491020350,25.0536060000,627.6831737000,48.2646313500,0.9173322030,156.5265329000,16.1400308700,260.5005966000,
Equatorial Guinea,2012,,27.4341893100,23.9670963000,1.1637443820,25.4321743900,646.7954943000,38.2987030400,1.2459103760,127.8219371000,16.6971405300,278.7945018000,
Equatorial Guinea,2013,,27.4272234700,24.2742634600,0.8510217560,25.8371628000,667.5589815000,30.0627502300,0.0000000000,118.5704339000,17.4918373300,305.9643730000,
El Salvador,1960,21.7100000000,22.8991991600,20.1318366000,0.6542849870,21.7698838000,473.9278407000,43.4293343900,0.0683160570,300.5661938000,17.9624517300,322.6496720000,2134.4400000000
El Salvador,1961,21.7800000000,23.4403219100,20.1470477700,1.0438875800,21.7772753100,474.2497200000,57.1727001800,0.4480761700,335.2106245000,17.7869591800,316.3759169000,2117.2900000000
El Salvador,1962,21.6100000000,23.2229436300,20.1187707700,0.9377929290,21.6144405800,467.1840417000,42.0824064200,0.0238300060,351.4990877000,17.9549146400,322.3789596000,2136.6900000000
El Salvador,1963,21.8400000000,22.9931765400,20.0774398100,0.8119456180,21.8128785600,475.8016713000,40.8165157400,0.0243684620,255.4446487000,17.5259278600,307.1581475000,2082.8100000000
El Salvador,1964,21.9000000000,23.7991723800,20.5555423000,0.9967871460,21.8994366800,479.5853271000,45.4245244000,0.0180205060,302.7630990000,16.5664746100,274.4480809000,1969.9800000000
El Salvador,1965,22.0800000000,23.2110562900,20.2018860800,0.6576584080,22.0650091500,486.8646288000,47.3989127900,0.0322931870,302.9829237000,15.5326299300,241.2625926000,1844.3900000000
El Salvador,1966,21.9400000000,23.7769526900,20.1081127600,1.1585739830,21.9173032500,480.3681819000,45.5508916200,0.1378072120,270.6843755000,16.2950073200,265.5272636000,1940.3300000000
El Salvador,1967,21.7200000000,23.5752130300,20.8499184500,0.6720786520,21.7491551800,473.0257510000,36.8749791000,0.4376732750,231.8801019000,15.0606648600,226.8236259000,1789.4600000000
El Salvador,1968,21.4900000000,22.6165126200,20.2225466000,0.6304687300,21.5269170700,463.4081584000,41.2950135300,0.0484356540,278.2332388000,16.6591444100,277.5270926000,1981.3800000000
El Salvador,1969,22.0500000000,23.6830495000,20.5735073700,1.0937774460,22.0642935000,486.8330475000,48.5982440500,0.1030563690,304.1712247000,17.2613008600,297.9525074000,2056.4800000000
El Salvador,1970,21.8600000000,24.1785482100,19.8922098300,1.4114936240,21.8680815100,478.2129890000,43.3228569300,0.1464318030,303.0137806000,17.0113430300,289.3857918000,2022.9900000000
El Salvador,1971,21.4000000000,22.8586771200,20.4394464100,0.4721696350,21.5344077300,463.7307161000,42.1510374800,0.1287218760,327.7043174000,17.7064377500,313.5179379000,2107.9900000000
El Salvador,1972,22.1100000000,23.3292155600,20.9931452500,0.6144614840,22.2250394100,493.9523769000,39.7896791400,0.0831010630,202.1055483000,15.1160153300,228.4939196000,1798.4000000000
El Salvador,1973,21.8500000000,23.9378720900,19.1337685800,1.6370226050,21.9685786600,482.6184483000,37.2003673700,0.0336843580,242.5102201000,15.5820191900,242.7993220000,1858.2700000000
El Salvador,1974,21.5300000000,23.0240686400,20.4836875100,0.6928674430,21.6140217800,467.1659375000,48.4045044600,0.0601246440,307.1056026000,16.1180240600,259.7906996000,1948.9500000000
El Salvador,1975,21.7000000000,23.7856215200,19.4878353600,1.5995341900,21.8349726900,476.7660325000,41.8651830300,0.0168421790,264.8718718000,15.4176460100,237.7038084000,1855.8800000000
El Salvador,1976,21.9200000000,23.3162457200,19.9555517200,1.0333432220,22.0646426500,486.8484553000,48.6990204200,0.0249967600,292.7264401000,14.6559440800,214.7966967000,1760.5200000000
El Salvador,1977,22.4500000000,23.4469398300,21.0806628700,0.5519421430,22.5497779500,508.4924858000,46.2683732400,0.0908923290,221.9281421000,14.9841095400,224.5235387000,1769.2700000000
El Salvador,1978,22.0600000000,23.6930213700,20.8514038100,0.8121552700,22.2271142500,494.0446081000,45.2786114500,1.0371596590,302.1254231000,16.7833100200,281.6794953000,1949.3600000000
El Salvador,1979,22.2100000000,23.6213756800,21.2167952800,0.6744376370,22.3419759400,499.1638889000,44.0056887600,0.1241944490,293.2236191000,16.6590819900,277.5250128000,1965.4200000000
El Salvador,1980,21.8600000000,23.7132391700,19.5510793400,1.4901493720,22.0590354800,486.6010462000,40.0098819200,0.1180204290,308.8246621000,18.1233839600,328.4570463000,2176.9800000000
El Salvador,1981,21.9100000000,23.2399232100,19.9511615900,0.7597548090,21.9671516900,482.5557535000,41.7974101700,0.2473654040,284.4738328000,16.4749790900,271.4249362000,1865.6900000000
El Salvador,1982,22.4900000000,23.8500881600,21.3660674600,0.6482464890,22.5611507100,509.0055213000,53.7992030000,0.5276316770,302.4328065000,15.4773715200,239.5490292000,1660.5300000000
El Salvador,1983,22.7700000000,24.4009169400,21.5616188500,0.9771934010,22.8312556200,521.2662330000,35.5350174200,0.3784983820,205.4275185000,14.4228511500,208.0186354000,1676.0300000000
El Salvador,1984,22.0100000000,23.8303232300,20.5761087700,0.7812176620,22.0367133900,485.6167369000,41.1546902000,0.4379257080,238.3781311000,15.2957522400,233.9600365000,1757.7600000000
El Salvador,1985,22.2200000000,24.4765492300,20.9070506400,1.2236552670,22.4114572500,502.2734162000,32.2091214900,0.0856530670,142.0789217000,12.5056417800,156.3910763000,1353.5800000000
El Salvador,1986,22.1800000000,23.2847407100,20.9324887800,0.5848405470,22.3564517200,499.8109337000,42.8776274100,0.6302183420,247.3480074000,16.0571395400,257.8317301000,1729.9000000000
El Salvador,1987,23.0400000000,24.4037257100,20.9233525900,0.9446987790,23.0758940000,532.4968840000,50.6267857900,0.2148080690,349.1318170000,15.5059899200,240.4357235000,1752.9600000000
El Salvador,1988,22.7500000000,24.2336759000,21.3572749200,0.7824564760,22.6786559600,514.3214361000,55.6755542300,0.1803237760,392.1167237000,17.6595926100,311.8612113000,2084.4600000000
El Salvador,1989,22.8000000000,24.0379732400,21.1426621400,0.7076044920,22.8065066900,520.1367472000,58.5308747000,0.0241601920,374.0002408000,17.4055596100,302.9535053000,1960.4000000000
El Salvador,1990,23.1500000000,24.2827401900,21.8616872600,0.5903114240,23.1649035800,536.6127580000,39.4250605800,0.1235937210,217.4860932000,16.3483060600,267.2671111000,1894.6400000000
El Salvador,1991,23.1900000000,24.5032994200,21.9341190400,0.7332952020,23.1587439400,536.3274210000,40.6504140900,0.0000000000,236.1856534000,15.9965592800,255.8899087000,1694.5000000000
El Salvador,1992,23.4200000000,25.0536831500,22.3525617900,0.6754074700,23.3793519000,546.5940951000,40.7941687700,0.0373639240,279.2669898000,15.2260428600,231.8323813000,1891.5200000000
El Salvador,1993,23.6800000000,24.4918136100,22.0449593600,0.6367392150,23.2832862400,542.1114179000,44.6462984700,0.0550751320,308.5024380000,16.6870731900,278.4584116000,1805.6700000000
El Salvador,1994,23.3600000000,24.2330933900,22.1275728000,0.5092485600,23.3291653000,544.2499536000,35.2883996200,0.0000000000,200.2814664000,12.6646414200,160.3931423000,1557.9700000000
El Salvador,1995,23.3000000000,24.2723064300,22.0388690200,0.7105808250,23.1066573600,533.9176142000,42.0908552200,0.0000000000,245.5578429000,16.4629864700,271.0299235000,1925.1400000000
El Salvador,1996,22.9200000000,24.4225287000,21.3413732700,0.6963953370,22.9665925800,527.4643745000,36.3901477500,0.0844289500,202.2812162000,16.5123996400,272.6593420000,1968.6700000000
El Salvador,1997,23.4500000000,24.6604306900,21.6964334900,0.8562759490,23.3610704700,545.7396135000,27.7229155900,0.2150333950,106.2914524000,10.0499365200,101.0012241000,1172.4300000000
El Salvador,1998,23.2600000000,24.8798864900,21.5499102700,1.3089097110,23.1991122900,538.1988112000,33.1725438100,0.0000000000,169.1179588000,13.4287173400,180.3304493000,1656.3400000000
El Salvador,1999,22.6800000000,24.5058901000,21.4788144700,1.0430405540,22.5808106300,509.8930086000,43.0165776500,0.0277862330,192.2913997000,10.7344179800,115.2277294000,1321.1000000000
El Salvador,2000,22.6900000000,24.4229858100,21.3319598800,0.7883776570,22.7282721000,516.5743529000,46.0086818200,0.0199208500,225.3206336000,12.9156422500,166.8138147000,1615.1000000000
El Salvador,2001,22.9000000000,24.4513422800,21.7138568300,0.6181217930,22.9248863000,525.5504121000,32.9210245200,0.0157144190,135.5969188000,11.0582261900,122.2843664000,1391.6400000000
El Salvador,2002,23.3800000000,24.6461827600,21.8470889900,0.7143161800,23.2360351500,539.9133296000,31.8609786500,0.0189165680,135.3721979000,10.7041269900,114.5783345000,1280.2200000000
El Salvador,2003,23.5000000000,24.7425887200,21.5783681500,0.9980534620,23.4004936100,547.5831012000,33.3908578200,0.0304624080,136.7556010000,12.0086591600,144.2078948000,1406.6900000000
El Salvador,2004,23.2300000000,24.3982475300,22.1325951500,0.6091874030,23.1500171400,535.9232936000,32.7001210500,0.0608162000,174.2325931000,13.1233896400,172.2233558000,1645.6600000000
El Salvador,2005,23.2500000000,25.2792822700,21.7964514500,1.0727240310,23.1551001400,536.1586626000,44.5815135300,0.0000000000,263.0689051000,15.3506152700,235.6413890000,1779.1900000000
El Salvador,2006,22.8000000000,23.6860393000,21.2243203300,0.5998201470,22.7726314500,518.5927431000,39.2248100200,0.0315361850,174.3058001000,13.0088370100,169.2298404000,1616.9600000000
El Salvador,2007,22.8600000000,24.1223830800,21.1955613300,0.9175873920,22.7299549700,516.6508531000,37.3606867900,0.0000000000,269.0446434000,15.4290285900,238.0549231000,1908.2800000000
El Salvador,2008,22.5100000000,23.2935712000,21.2726184400,0.5242651640,22.4112434600,502.2638332000,44.1700988300,0.1448380040,315.8470595000,16.9101360300,285.9527005000,2098.4600000000
El Salvador,2009,23.3600000000,24.9233970200,21.9679104500,0.8933468510,23.2881807800,542.3393641000,26.9054771000,0.0186531550,122.6882886000,11.8683167300,140.8569419000,1440.8900000000
El Salvador,2010,22.8600000000,24.1514563000,20.2735617300,1.1925006340,22.7567297500,517.8687490000,48.9506703700,0.0294359980,351.8486567000,17.1689023400,294.7712076000,2042.9000000000
El Salvador,2011,,24.5525708200,21.5461611400,0.9784442780,22.9586290100,527.0986460000,55.0265798500,0.3044304410,322.6221865000,17.5214731100,307.0020199000,
El Salvador,2012,,23.7326731400,21.7149487900,0.5264347990,22.8749925600,523.2652846000,37.7508913800,0.0200916300,216.0527211000,14.7987601900,219.0033032000,
El Salvador,2013,,24.3643308700,22.4859546900,0.4016491880,23.2242595600,539.3662320000,33.1318054200,0.0025518450,221.2628217000,15.5737556600,242.5418653000,
Estonia,1991,6.2800000000,17.1092596700,-4.3878907240,50.7702709000,6.3532482740,40.3637636300,10.3276439300,2.6518192690,5.8627034870,6.2678205260,39.2855741400,767.6400000000
Estonia,1992,6.1000000000,17.2195915600,-1.5737934960,56.6234972300,6.3207069190,39.9513359600,7.7451401260,1.7654412890,3.6501472240,5.3021022810,28.1122885900,640.2100000000
Estonia,1993,4.6500000000,16.0266690400,-6.2562996580,59.1304031000,4.8935377640,23.9467118500,13.7965020000,1.0267053740,12.3544680100,5.7530192100,33.0972300400,675.6500000000
Estonia,1994,4.8800000000,19.0295308300,-12.1466845700,83.5829285000,4.9671600090,24.6726785600,11.2049914900,0.5247713190,8.2714295800,5.5327701650,30.6115457000,690.3600000000
Estonia,1995,5.7400000000,17.2628453700,-6.7177470180,68.5039714200,5.9020190780,34.8338291900,12.0294027400,3.2511445580,5.5539560340,6.3179546030,39.9165503700,742.3600000000
Estonia,1996,4.3000000000,17.3861000600,-10.8466609100,86.0462900400,4.2846287160,18.3580432300,10.0372803800,1.3204650630,9.1517384650,4.7222533690,22.2996768800,577.6200000000
Estonia,1997,5.3900000000,18.4393175600,-4.4875860390,71.9728973100,5.4960904050,30.2070097400,9.6792458320,1.5320322230,6.7501341470,5.5782418700,31.1167823600,677.8500000000
Estonia,1998,4.9500000000,15.9865802200,-5.1611717320,66.2265522700,5.0048736960,25.0487607100,12.2020403500,2.3882263480,12.5809557900,6.0911950610,37.1026572700,738.7800000000
Estonia,1999,6.1900000000,18.7085195300,-6.1899120010,75.0759064400,6.2490926140,39.0511585000,11.7926096100,1.8467065140,8.1763209920,5.5651226610,30.9705902300,674.0800000000
Estonia,2000,6.7200000000,16.2784851100,-2.9256470920,46.4849153400,6.7564325960,45.6493814300,10.4717883900,2.6339646140,4.8895245170,5.7183635750,32.6996819800,691.8900000000
Estonia,2001,5.5800000000,20.2712495400,-8.1775033260,85.2516438100,5.6336916050,31.7384811000,9.9640442940,3.3829541150,5.5656996660,6.6494617830,44.2153420000,812.2000000000
Estonia,2002,5.8400000000,18.8833543300,-8.7978929880,83.8275974100,5.8819363740,34.5971755100,8.5867407890,1.7042548910,6.6868074830,4.8268753760,23.2987259000,581.8900000000
