Entity,Year,Total Taxes,Taxes  goods and services,Taxes Income
Liberia,1981,24.76048718,6.237374632,8.340125929
Liberia,1982,26.88875256,8.114083317,9.676709919
Liberia,1983,26.40368243,7.347850905,10.7849448
Liberia,1984,25.37478786,6.871110692,9.876485008
Liberia,1985,23.52872078,6.613414777,9.2446846
Liberia,1986,20.53605403,5.339136225,8.52597032
Liberia,1987,17.72203947,5.931332237,6.321957237
Liberia,1988,19.62823847,5.13339112,6.944043147
Liberia,1997,8.516390673,5.94795539,1.047651234
Liberia,2000,12.63605442,5.986394558,2.704081633
Liberia,2001,9.885993485,5,1.872964169
Liberia,2002,11.00156495,6.087636933,2.253521127
Liberia,2003,8.395303327,4.305283757,1.232876712
Liberia,2004,10.95726496,3.230769231,3.282051282
Liberia,2005,12,3.007407407,3.718518519
Liberia,2007,17.91932059,3.704883227,5.583864119
Liberia,2008,16.97416974,3.404059041,5.027675277
Liberia,2009,16.63747811,2.950963222,5.761821366
Liberia,2010,16.08359133,3.034055728,5.433436533
Liberia,2011,17.48051948,3.142857143,7.220779221
Liberia,2012,20.4467354,3.075601375,
Liberia,2013,18.83282365,,
Lesotho,1982,29.11671088,3.437135279,4.547480106
Lesotho,1983,36.46731235,4.096610169,4.079418886
Lesotho,1984,40.55053305,3.868869936,4.19445629
Lesotho,1985,36.41367521,4.212136752,4.533846154
Lesotho,1986,32.8982906,8.27991453,3.951139601
Lesotho,1987,33.00176545,8.415006305,4.610592686
Lesotho,1988,31.81679612,8.625339806,4.269805825
Lesotho,1989,35.32170111,9.485771065,4.719077901
Lesotho,1990,37.30147059,8.712566845,4.732620321
Lesotho,1991,39.63348416,7.760180995,7.82239819
Lesotho,1992,40.81944444,7.347222222,7.663425926
Lesotho,1993,44.58451561,7.158492096,6.655857317
Lesotho,1994,45.26578666,6.806992508,8.141277203
Lesotho,1995,44.75934136,6.98860038,8.733375554
Lesotho,1996,42.46515441,6.602896966,8.171631593
Lesotho,1997,43.49164042,6.622243761,8.24085292
Lesotho,1998,35.83632903,5.728483823,8.183548319
Lesotho,1999,36.91946833,5.535574668,8.199765442
Lesotho,2000,35.08401084,6.207768744,8.469738031
Lesotho,2001,37.79402416,5.642085188,9.213286713
Lesotho,2002,36.66761566,6.204982206,9.441992883
Lesotho,2003,38.54111052,8.0472504,11.27148959
Lesotho,2004,45.28510116,9.200490497,11.00122624
Lesotho,2005,44.78479598,8.280603689,10.28641699
Lesotho,2006,57.46871897,7.747765641,9.640714995
Lesotho,2007,53.60911169,8.199678212,10.34295876
Lesotho,2008,57.614953,7.998979815,11.24389711
Lesotho,2009,62.82883189,7.957083679,12.05762297
Lesotho,2010,40.85478797,8.823156141,12.31326287
Lesotho,2011,39.62746423,8.955298823,13.48997409
Lesotho,2012,55.87007997,10.20150548,12.46609201
Lesotho,2013,53.66417708,9.785154309,14.24877784
Lithuania,1995,28.32045758,10.34764522,8.334571386
Lithuania,1996,26.97442592,9.24167804,7.930338812
Lithuania,1997,30.23571517,11.13908429,6.365543626
Lithuania,1998,29.84050116,12.4311356,8.923493869
Lithuania,1999,29.51966459,12.27042793,9.048443695
Lithuania,2000,28.07573737,11.27533507,8.384896255
Lithuania,2001,27.04525361,11.25480601,7.782141168
Lithuania,2002,26.83887075,11.48646053,7.441905128
Lithuania,2003,28.23258835,11.06234309,7.926754332
Lithuania,2004,28.81072654,10.43218153,8.643217963
Lithuania,2005,28.71470019,10.62126236,8.948655243
Lithuania,2006,30.04308089,10.84261566,9.649495387
Lithuania,2007,29.53261078,,9.14850847
Lithuania,2008,30.10271431,,9.338801756
Lithuania,2009,29.46245018,,5.992454831
Lithuania,2010,27.02872194,,4.669927673
Lithuania,2011,27.49992048,10.79991842,4.299984845
Lithuania,2012,27.30008757,10.39998312,4.800008441
Lithuania,2013,27.80000343,10.40001574,4.999997907
Luxembourg,1980,21.30894344,6.966851654,12.51534685
Luxembourg,1981,21.68571149,7.624139953,12.19790852
Luxembourg,1982,24.96665376,9.433172053,13.3760209
Luxembourg,1983,26.84811752,9.775439831,14.70635116
Luxembourg,1984,25.68824183,9.480815614,14.01758172
Luxembourg,1985,26.48841144,9.467525079,14.85339123
Luxembourg,1986,24.95386921,9.043855586,13.65021798
Luxembourg,1987,25.01867714,9.103942371,13.40922069
Luxembourg,1988,24.17502056,8.733239337,12.59976501
Luxembourg,1989,23.56386831,8.598703704,11.95471193
Luxembourg,1990,23.79392091,8.760724154,12.04330634
Luxembourg,1991,21.53111111,8.349112834,10.60774332
Luxembourg,1992,22.09524547,9.136535639,10.20035068
Luxembourg,1993,24.36506647,9.956366322,11.50426883
Luxembourg,1994,24.95439368,10.20238406,11.93438681
Luxembourg,1995,24.89758406,9.857314006,12.39808711
Luxembourg,1996,25.34536879,9.745508072,12.64764166
Luxembourg,1997,26.95278641,10.36342652,13.33953956
Luxembourg,1998,26.89362545,10.42900706,12.9127893
Luxembourg,1999,26.15795826,10.35065124,11.85418657
Luxembourg,2000,25.62985468,10.08038232,11.44647522
Luxembourg,2001,25.75204125,10.0578113,11.80186653
Luxembourg,2002,25.39966457,10.29012286,11.79888458
Luxembourg,2003,25.33570099,10.49002638,11.77291101
Luxembourg,2004,24.88186636,11.12318972,10.66372908
Luxembourg,2005,26.06971214,11.03446979,11.60200867
Luxembourg,2006,24.99131936,10.20501441,11.24760089
Luxembourg,2007,25.41408784,10.20362418,11.45103607
Luxembourg,2008,25.11430323,10.28548624,11.89534419
Luxembourg,2009,25.74351416,10.71577825,12.20860531
Luxembourg,2010,25.53466511,10.25324223,12.35376546
Luxembourg,2011,24.99278,10.34937043,11.80050696
Luxembourg,2012,25.96983018,10.77858349,12.18616361
Luxembourg,2013,26.94065005,11.20478041,12.61430369
Macao,1996,14.26885712,11.19865543,1.611608749
Macao,1997,17.44076871,14.26529155,1.662007815
Macao,1998,15.72566856,12.28288088,1.888431929
Macao,1999,15.87990357,11.79928945,2.063928775
Macao,2000,16.73752348,13.3207343,1.711467778
Macao,2001,17.44145119,13.81601073,1.765311738
Macao,2002,18.29924096,15.32310535,1.551302157
Macao,2003,21.01149194,18.45402635,1.228150335
Macao,2004,22.19486638,19.67019965,1.175771803
Macao,2005,21.75904912,19.27151432,1.114627297
Macao,2006,21.69503506,19.36682924,1.24045159
Macao,2007,26.12048773,22.81488324,2.152092972
Macao,2008,30.76657468,28.16386339,1.767707326
Macao,2009,29.78549124,27.47009863,1.618840892
Macao,2010,34.31471673,32.25058746,1.41573157
Macao,2011,37.743653,35.7637641,1.280696864
Macao,2012,37.0336549,34.79933736,1.286976491
Macedonia,1993,33.70003607,7.541725416,7.869626521
Macedonia,1994,37.71466052,12.05809085,7.619123337
Macedonia,1995,33.3052952,11.06647898,6.345773109
Macedonia,1996,32.16950066,10.98246829,6.139670916
Macedonia,1997,30.39592648,10.39143977,5.282323909
Macedonia,1998,29.11452889,9.413667811,5.434771788
Macedonia,1999,30.07935035,9.606032483,5.918793503
Macedonia,2000,31.2401755,12.22445219,5.627311195
Macedonia,2001,30.1757225,11.54623348,4.269206033
Macedonia,2002,31.74202022,12.42895805,4.015760567
Macedonia,2003,28.93969895,12.17400775,4.045984436
Macedonia,2004,29.06117448,13.10601987,3.597032626
Macedonia,2005,27.42772664,12.5791465,3.533832393
Macedonia,2006,26.60980352,11.76684914,3.912328014
Macedonia,2007,27.19307891,12.41656364,3.969009544
Macedonia,2008,27.18792933,12.17190099,4.169779942
Macedonia,2009,25.75840163,11.98682173,3.15950432
Macedonia,2010,25.72622268,12.02843834,2.88133694
Macedonia,2011,25.57164585,12.43036197,2.886773836
Macedonia,2012,25.19803815,11.80622366,2.849778124
Macedonia,2013,24.24133237,11.16982945,2.942589479
Malawi,1983,14.46068198,5.142658316,5.532359081
Malawi,1984,13.99531342,5.043936731,5.495020504
Malawi,1985,15.22365039,5.686375321,6.025706941
Malawi,1986,17.52502275,6.173794359,6.619654231
Malawi,1987,16.63416537,6.630265211,6.189547582
Malawi,1988,13.1685196,5.301345816,5.263311878
Malawi,1989,15.5703739,6.156227673,6.625386997
Malawi,1990,17.89574062,7.124390761,7.408349227
Malawi,1991,14.37752955,5.620851546,6.01100858
Malawi,1992,15.75879087,6.031770512,6.360271437
Malawi,1993,12.35494132,4.636393551,4.659427443
Malawi,1994,13.4284079,5.908613946,4.857388152
Malawi,1995,9.511658395,3.823391703,3.501264163
Malawi,1996,11.03783041,4.053094304,4.090896074
Malawi,1997,12.8210983,4.443429615,5.621646307
Malawi,1998,14.76054784,5.421454178,6.45279897
Malawi,1999,13.15631506,5.124078828,6.150938095
Malawi,2000,13.82555507,5.619611809,6.347830275
Malawi,2001,15.56158061,6.591783873,7.052538995
Malawi,2002,9.972502471,4.371715709,4.627609085
Malawi,2003,11.53530308,5.240010159,5.141381646
Malawi,2004,12.90866478,5.818728793,5.540630356
Malawi,2005,13.71572372,6.129117292,6.085591854
Malawi,2006,13.68540736,6.786090025,5.936649321
Malawi,2007,13.54490059,,
Malawi,2008,13.6872424,,
Malawi,2009,16.7598851,8.145347527,7.117973414
Malawi,2010,17.35555501,7.877698727,8.123876812
Malawi,2011,19.8548666,8.963054064,9.189966825
Malawi,2012,17.88316333,7.948072592,8.515792063
Malawi,2013,19.0081827,7.843525205,9.115448212
Madagascar,1980,11.38173302,,
Madagascar,1981,10.27830244,,
Madagascar,1982,9.617177934,,
Madagascar,1983,8.971072261,,
Madagascar,1984,9.463126844,,
Madagascar,1985,10.04648215,,
Madagascar,1986,9.31572738,,
Madagascar,1987,10.96165063,,
Madagascar,1988,10.48940875,,
Madagascar,1989,8.840785959,,
Madagascar,1990,9.435370012,2.226807707,1.514259649
Madagascar,1991,6.845693585,1.656931781,1.31298844
Madagascar,1992,8.658436288,2.740072589,1.28953532
Madagascar,1993,8.160411725,2.216434916,1.605744935
Madagascar,1994,7.689131768,2.206446031,1.650166462
Madagascar,1995,8.316899998,2.216311662,1.245038468
Madagascar,1996,8.469223918,2.108052969,1.590285033
Madagascar,1997,9.351196527,2.049733659,1.822588732
Madagascar,1998,9.754298426,2.020671771,1.671611341
Madagascar,1999,11.03367908,2.826853461,1.70208626
Madagascar,2000,11.32607528,3.296230104,1.781488524
Madagascar,2001,9.738934628,2.695095349,1.992085273
Madagascar,2002,7.669634194,2.295797363,1.755883875
Madagascar,2003,10.00900182,3.05980412,1.093217951
Madagascar,2004,10.87752787,3.249033483,1.262486865
Madagascar,2005,10.10518307,2.864125907,1.54153577
Madagascar,2006,10.66965453,2.4744662,1.985327532
Madagascar,2007,11.43291329,2.918400288,1.452746529
Madagascar,2008,13.83193727,3.074454788,2.384194914
Madagascar,2009,9.384943565,2.01462729,2.766833251
Madagascar,2010,9.760029115,2.447781956,2.687259559
Madagascar,2011,10.0964316,2.436351602,2.589522055
Madagascar,2012,9.084399954,2.346879867,1.919756917
Madagascar,2013,9.315618005,2.373732177,1.942532627
Mali,1980,9.184722464,3.876121407,1.881885031
Mali,1981,10.64405795,4.595697476,2.165788466
Mali,1982,9.565525067,1.390905431,1.732531326
Mali,1983,9.191472547,1.50327822,1.632130639
Mali,1984,8.87451585,1.466551348,1.504155229
Mali,1985,8.524051427,1.523447489,1.632265167
Mali,1986,10.69999796,1.584553837,1.686783117
Mali,1987,9.605139003,1.626266921,1.287461313
Mali,1988,8.55229017,1.604621309,1.314423839
Mali,1989,9.969996976,1.58155473,1.442005784
Mali,1990,8.79696498,1.508432538,1.628573183
Mali,1991,10.50441593,1.631753932,1.529769311
Mali,1992,10.25779777,1.589236273,1.615504642
Mali,1993,10.29857247,1.52571444,1.427281251
Mali,1994,8.615651767,1.252274966,1.352456963
Mali,1995,9.353638672,1.209215646,1.892066834
Mali,1996,11.72940905,1.724114525,2.341809098
Mali,1997,12.20391669,1.647497669,2.350015542
Mali,1998,12.84462244,1.793487724,2.484183644
Mali,1999,13.00438269,2.194109617,1.917773393
Mali,2000,12.34006315,2.90385541,1.507465923
Mali,2001,12.73027282,2.961054226,1.826360164
Mali,2002,14.55404341,3.239230683,2.029018108
Mali,2003,14.77031428,2.857061343,2.567687085
Mali,2004,15.3340552,3.39279269,2.606333466
Mali,2005,15.13961677,8.109521917,3.097883097
Mali,2006,15.00638144,8.272068768,2.720437799
Mali,2007,14.22668672,6.497204012,
Mali,2008,13.27511386,5.824401065,
Mali,2009,14.74852997,6.277312771,
Mali,2010,14.61215052,6.034547414,
Mali,2011,15.25024446,6.255039973,
Mali,2012,15.49021227,5.857901978,
Mali,2013,15.59160672,6.460035521,
Malaysia,1980,23.44889487,4.398070234,
Malaysia,1981,22.66073777,4.214824555,
Malaysia,1982,21.06629711,4.300869731,
Malaysia,1983,22.90541218,5.300414117,
Malaysia,1984,21.46661153,4.755460321,
Malaysia,1986,21.2231049,,
Malaysia,1987,17.8657219,,
Malaysia,1988,18.27179217,,
Malaysia,1989,18.57646758,,
Malaysia,1990,20.50512659,,
Malaysia,1991,21.52022321,,
Malaysia,1992,20.04141144,5.58125336,7.279520583
Malaysia,1993,19.30054823,5.799340271,7.434724029
Malaysia,1994,19.95886669,6.090186328,7.775424379
Malaysia,1995,19.46599542,6.306018789,8.09052906
Malaysia,1996,19.3776972,6.292391668,8.062742625
Malaysia,1997,19.75336681,6.248159123,8.254227364
Malaysia,1998,16.7301575,4.580519201,8.587326077
Malaysia,1999,15.07688727,3.547620235,8.109321231
Malaysia,2000,13.23597082,3.218855219,6.494388328
Malaysia,2001,17.44029724,3.803675762,9.143740428
Malaysia,2002,17.44700062,4.227946933,9.580858637
Malaysia,2003,15.49572913,3.590063209,8.250411327
Malaysia,2004,14.92651604,3.433822242,7.379194978
Malaysia,2005,14.78870519,3.93725268,7.202291488
Malaysia,2006,14.52353703,3.366382756,6.828947876
Malaysia,2007,14.28079737,3.184231845,7.333382431
Malaysia,2008,14.62846337,3.27215628,7.506711466
Malaysia,2009,14.90004307,,
Malaysia,2010,13.70002521,,
Malaysia,2011,15.20001898,,
Malaysia,2012,16.10000531,,
Malaysia,2013,15.80001885,,
Maldives,1980,3.467230444,0.655391121,
Maldives,1981,4.205776173,0.974729242,
Maldives,1982,6.730769231,2.115384615,
Maldives,1983,7.732732733,2.387387387,
Maldives,1984,8.98241206,2.185929648,
Maldives,1985,9.484752892,2.786540484,0.431125131
Maldives,1986,9.271758437,2.406749556,0.408525755
Maldives,1987,11.65331391,2.643845594,0.262199563
Maldives,1988,12.8370607,2.875399361,0.364217252
Maldives,1989,14.21892189,4.548954895,0.291529153
Maldives,1990,13.00090662,4.524025385,0.312783318
Maldives,1991,13.60832404,4.266072092,0.393905611
Maldives,1992,13.93133313,4.321064027,0.377358491
Maldives,1993,12.79198524,3.872923807,0.36646454
Maldives,1994,12.11108602,3.910589298,0.370286746
Maldives,1995,11.64296134,3.670678337,0.350109409
Maldives,1996,11.49234488,3.703464948,0.383561644
Maldives,1997,11.25276729,3.552545904,0.355515041
Maldives,1998,11.06114447,3.426050729,0.433770371
Maldives,1999,10.9771987,3.320229136,0.472874312
Maldives,2000,10.74737623,3.189865366,0.497190713
Maldives,2001,9.669253511,2.961936438,0.484109387
Maldives,2002,9.363581782,2.904194185,0.436572605
Maldives,2003,9.499101527,2.955974843,0.34591195
Maldives,2004,10.70374943,2.927415687,0.315809994
Maldives,2005,12.01897586,2.729175387,0.458350774
Maldives,2006,12.55774529,2.910574274,0.484212757
Maldives,2007,12.99879189,2.719584769,0.756185959
Maldives,2008,12.41994983,2.351704294,0.888298657
Maldives,2009,9.852500992,2.201305492,0.886075949
Maldives,2010,9.817457128,2.127210611,0.680935155
Maldives,2011,13.61771173,4.617461245,0.736968078
Mauritania,1989,15.34729973,,
Mauritania,1990,15.38555904,,
Mauritania,1991,13.45692992,,
Mauritania,1992,13.48064217,,
Mauritania,1993,14.37076576,2.317865445,4.900629797
Mauritania,1994,13.959266,2.890244502,4.550597727
Mauritania,1995,12.84983121,4.0836328,4.464771861
Mauritania,1996,13.28578068,5.506274122,3.738204449
Mauritania,1997,12.21287989,5.542768566,3.898727042
Mauritania,1998,11.18930765,5.208815631,3.588295213
Mauritania,1999,11.68057697,5.94215398,3.599247554
Mauritania,2000,11.42084352,5.532476608,3.62361041
Mauritania,2001,10.80989679,5.223776942,3.381867153
Mauritania,2002,11.53104491,6.001700482,3.556563248
Mauritania,2003,10.92096046,6.007744396,2.918742217
Mauritania,2004,12.18450469,6.339235546,3.354855175
Mauritania,2005,13.10272537,6.241034977,4.585953878
Mauritania,2006,11.88877203,5.50972957,3.269106212
Mauritania,2007,12.31548375,6.071337641,3.790265814
Mauritania,2008,11.94531607,,
Mauritania,2009,11.09425118,,
Mauritania,2010,12.16608037,,
Mauritania,2011,12.75517289,,
Mauritania,2012,12.39241008,,
Mauritania,2013,13.40092978,,
Malta,1980,27.63265306,1.834183673,9.798469388
Malta,1981,27.71592211,2.137457045,10.04810997
Malta,1982,27.07665656,1.92940667,10.38544825
Malta,1983,26.43575175,2.246503497,10.30375874
Malta,1984,24.92084147,2.186076773,9.381912817
Malta,1985,25.87394958,2.06092437,9.411764706
Malta,1986,24.7177183,2.053135378,8.599335808
Malta,1987,23.69810634,1.875455208,7.933357611
Malta,1988,24.79802143,1.863149217,7.813685078
Malta,1989,24.60528279,1.902701089,7.749589613
Malta,1990,25.51245406,2.015788757,7.961072547
Malta,1991,25.30627421,2.357242448,7.821533695
Malta,1992,25.91826236,2.356101743,8.341811946
Malta,1993,27.00232971,2.152058977,9.218854717
Malta,1994,25.44019134,3.805431052,8.681321887
Malta,1995,25.87729686,10.37751363,7.936763969
Malta,1996,24.52366309,9.884113641,7.10595389
Malta,1997,26.54684257,10.5904995,7.919343349
Malta,1998,25.5093181,10.62522256,7.506238306
Malta,1999,26.45227384,10.90075394,8.066031896
Malta,2000,27.35987656,11.18806669,8.597997592
Malta,2001,29.62021796,12.05431046,9.419683995
Malta,2002,33.56267784,12.14695991,10.10230883
Malta,2003,33.19128969,11.49884709,10.88523553
Malta,2004,34.06058039,13.27230176,10.83896033
Malta,2005,34.72485769,13.67582756,10.467492
Malta,2006,34.72003804,14.01089858,11.45997147
Malta,2007,35.92466888,13.83766298,12.77256557
Malta,2008,32.8658835,12.89345733,11.70256159
Malta,2009,33.41694349,12.95655384,12.36809579
Malta,2010,32.04784107,12.46798046,11.6693961
Malta,2011,32.56579077,12.80361124,11.74354282
Malta,2012,32.72291374,12.24349688,12.39485668
Marshall Islands,1986,,,11.60714286
Marshall Islands,1987,,,10.15873016
Marshall Islands,1988,,,9.295774648
Marshall Islands,1989,,,11.78082192
Marshall Islands,1990,,,8.461538462
Marshall Islands,1991,,,8.915662651
Marshall Islands,1992,,,11.53846154
Marshall Islands,1993,22.22222222,,11.31313131
Marshall Islands,1994,20.18518519,,10.37037037
Marshall Islands,1995,18.41666667,,10.33333333
Marshall Islands,1996,19.27927928,,11.17117117
Marshall Islands,1997,19.81132075,,10.37735849
Marshall Islands,1998,17.98165138,,9.633027523
Marshall Islands,2000,15.31531532,,10.72072072
Marshall Islands,2001,16,,11.65217391
Marshall Islands,2002,16.08,,10.48
Marshall Islands,2003,18.18897638,,12.12598425
Marshall Islands,2004,21.98473282,,11.14503817
Marshall Islands,2005,22.10144928,,10.72463768
Marshall Islands,2006,21.875,,11.04166667
Marshall Islands,2007,22.26666667,,11.4
Marshall Islands,2008,21.63398693,,10.98039216
Mexico,1980,,6.316180568,4.272710385
Mexico,1981,,6.302521008,4.120357821
Mexico,1982,,7.265532918,3.544367739
Mexico,1983,,10.13320869,3.229726572
Mexico,1984,,9.528804718,3.438988433
Mexico,1985,,9.139531225,3.319175712
Mexico,1986,,8.007837458,3.560931976
Mexico,1987,,9.026167177,3.35948614
Mexico,1988,,7.956784671,3.917026228
Mexico,1989,,7.808488873,4.167390479
Mexico,1990,14.85712036,7.57356327,4.135719552
Mexico,1991,14.6827789,7.154330548,4.099529802
Mexico,1992,14.92224181,6.711928122,4.519256267
Mexico,1993,13.60634334,5.789574244,4.408559692
Mexico,1994,13.23253266,5.712656272,4.173282764
Mexico,1995,13.22686616,6.915140421,3.45038832
Mexico,1996,13.33516554,7.247080327,3.384734589
Mexico,1997,13.66008194,7.325130674,3.799966888
Mexico,1998,12.64235114,6.426956395,3.962807187
Mexico,1999,13.09509068,6.617772619,4.178762318
Mexico,2000,14.34419813,7.783013799,4.278081153
Mexico,2001,14.67062507,7.83303954,4.50249616
Mexico,2002,14.26563787,7.331881978,4.572543817
Mexico,2003,15.52603949,8.574865911,4.51853132
Mexico,2004,15.32792147,8.998174075,4.138618053
Mexico,2005,16.0883666,9.689735048,4.258246967
Mexico,2006,16.26723742,9.729784819,4.469485069
Mexico,2007,15.88018689,9.001696883,4.826344396
Mexico,2008,19.05519032,11.9211772,5.096690343
Mexico,2009,15.25011307,8.29473974,4.886939603
Mexico,2010,16.59718338,9.490083617,5.129535629
Mexico,2011,17.52104913,10.248039,5.289932447
Mexico,2012,17.39899562,10.29079616,5.138765379
Mexico,2013,,9.433168501,5.937516128
Mauritius,1980,17.60083526,3.421255083,3.046488625
Mauritius,1981,17.92317644,3.626231466,3.607324112
Mauritius,1982,16.6558663,3.503581173,3.232435198
Mauritius,1983,19.26108743,3.948844514,2.954902401
Mauritius,1984,20.24885172,4.522520052,2.916295331
Mauritius,1985,19.11675741,4.268602541,2.418027828
Mauritius,1986,19.06564224,4.00041252,1.829526118
Mauritius,1987,19.25580211,4.037931181,2.199499342
Mauritius,1988,20.27456343,4.231011992,2.46721369
Mauritius,1989,21.07292137,4.81852353,2.947225981
Mauritius,1990,20.9769021,4.771593189,3.167858429
Mauritius,1991,21.17556947,5.050619422,3.079570179
Mauritius,1992,20.28830901,5.57602316,3.103981599
Mauritius,1993,18.9126968,5.159134093,2.484900923
Mauritius,1994,18.75084484,5.340863009,2.24838918
Mauritius,1995,16.63089254,4.943621791,2.451025676
Mauritius,1996,16.22893437,4.945140268,2.510946489
Mauritius,1997,17.49321288,5.95799494,2.642182969
Mauritius,1998,17.21991909,6.230488943,2.418116298
Mauritius,1999,17.70321061,7.521622968,2.445319929
Mauritius,2000,18.05653133,7.825341067,2.353565885
Mauritius,2001,16.19538365,7.048708256,2.261369724
Mauritius,2002,15.85309021,7.518320637,2.408672572
Mauritius,2003,16.86899994,8.643354489,2.473042085
Mauritius,2004,17.27225993,8.656388883,2.581035665
Mauritius,2005,18.30255025,9.179855063,3.04556593
Mauritius,2006,17.74160904,8.847566575,3.499231649
Mauritius,2007,16.74357987,8.817818179,3.117894409
Mauritius,2008,18.51514312,9.698304146,3.848918765
Mauritius,2009,20.30320095,11.02722115,5.417242185
Mauritius,2010,20.24313267,11.60942274,4.67169168
Mauritius,2011,20.10881982,12.06841253,4.216481792
Mauritius,2012,20.66072389,12.55930897,4.2561403
Mauritius,2013,20.4078542,12.3157125,4.344041541
Micronesia,1989,10,,9.259259259
Micronesia,1990,11.36054422,,10.54421769
Micronesia,1991,10.60240964,,9.819277108
Micronesia,1992,11.51685393,,10.2247191
Micronesia,1993,10.85858586,,9.797979798
Micronesia,1994,10.34482759,,9.359605911
Micronesia,1995,8.963963964,,8.108108108
Micronesia,1996,10.50228311,,9.634703196
Micronesia,1997,9.951690821,,9.951690821
Micronesia,1998,11.86363636,,11.86363636
Micronesia,1999,11.4479638,,7.918552036
Micronesia,2000,11.84549356,,8.454935622
Micronesia,2001,11.04166667,,7.666666667
Micronesia,2002,10.91286307,,7.7593361
Micronesia,2003,9.836734694,,7.306122449
Micronesia,2004,11.42259414,,8.535564854
Micronesia,2005,11.68,,8.24
Micronesia,2006,11.73913043,,8.37944664
Micronesia,2007,10.859375,,7.6953125
Micronesia,2008,11.22605364,,8.007662835
Micronesia,2009,11.44404332,,8.122743682
Micronesia,2010,12.00680272,,8.571428571
Micronesia,2011,12.03883495,,8.867313916
Micronesia,2012,11.65644172,,8.711656442
Micronesia,2013,12.12698413,,9.365079365
Moldova,1997,33.94639453,16.37321969,5.898844903
Moldova,1998,32.1311116,16.43279982,4.417890813
Moldova,1999,24.75247525,11.24005843,3.668235676
Moldova,2000,24.30712756,12.18109514,3.303762619
Moldova,2001,24.38064245,11.43711946,3.663657359
Moldova,2002,25.83348111,11.9347402,3.96790211
Moldova,2003,27.50642674,13.3241609,4.348455773
Moldova,2004,29.80457043,13.54270729,4.923201798
Moldova,2005,31.573356,15.39094869,4.438011261
Moldova,2006,33.26853466,16.23318586,4.93140278
Moldova,2007,33.97716639,16.80516564,5.085158151
Moldova,2008,33.42233241,16.95909221,3.49321382
Moldova,2009,32.01059077,15.11831872,3.157372166
Moldova,2010,30.96612645,15.6082632,2.822563817
Moldova,2011,30.72411323,15.94554882,2.841564561
Moldova,2012,32.03404815,15.37607109,4.526907558
Moldova,2013,31.43866282,15.60242762,4.237389314
Mongolia,1992,16.24954274,,8.023411779
Mongolia,1993,19.78573656,5.313372488,10.686868
Mongolia,1994,15.11345164,4.366108253,7.164895594
Mongolia,1995,13.85507201,3.690308279,6.369393292
Mongolia,1996,14.0156363,4.312503478,5.286294586
Mongolia,1997,15.03966252,5.804942913,5.740749232
Mongolia,1998,13.93539046,6.958646276,3.755316261
Mongolia,1999,14.41036279,6.896387908,3.087934884
Mongolia,2000,18.23519133,8.19150795,3.305958413
Mongolia,2001,20.14077679,9.665363632,3.264745049
Mongolia,2002,19.7990332,9.370366492,3.467035602
Mongolia,2003,19.69839465,8.445511246,3.17233054
Mongolia,2004,21.21019224,8.489896877,3.317389011
Mongolia,2005,19.60701003,7.36466716,3.31976535
Mongolia,2006,24.25041059,7.338968331,3.61316285
Mongolia,2007,26.18830731,6.927938964,3.842650277
Mongolia,2008,24.83517638,7.170812429,
Mongolia,2009,21.16602468,6.437291898,
Mongolia,2010,27.55060938,8.691561293,
Mongolia,2011,29.67262194,10.68791294,
Mongolia,2012,25.71244012,9.641416024,
Mongolia,2013,26.77581337,9.8545873,
Montenegro,2000,27.40150094,9.296435272,4.25891182
Montenegro,2001,26.67953668,9.28957529,4.841698842
Montenegro,2002,31.40441176,12.05147059,5.176470588
Montenegro,2003,31.08609272,13.07284768,5.125827815
Montenegro,2004,32.39520958,13.11377246,5.763473054
Montenegro,2005,32.9476584,14.26997245,5.730027548
Montenegro,2006,35.08608655,16.10051187,4.885993485
Montenegro,2007,39.10447761,18.24626866,5.447761194
Montenegro,2008,39.69539857,18.17887233,6.610499028
Montenegro,2009,35.71284804,16.75612211,5.90741362
Montenegro,2010,35.46391753,16.05992268,4.362113402
Montenegro,2011,34.19294991,16.5615337,4.616573902
Montenegro,2012,35.08097809,16.08447126,5.516036837
Montenegro,2013,36.69972949,17.75172828,4.950405771
Mozambique,1980,6.666666667,3.722222222,1.055555556
Mozambique,1981,8.581560284,4.893617021,1.489361702
Mozambique,1982,9.74025974,5.324675325,2.597402597
Mozambique,1983,10.88435374,5.714285714,2.925170068
Mozambique,1984,10,5.740740741,2.716049383
Mozambique,1985,6.100917431,3.073394495,1.972477064
Mozambique,1986,6.5,3.75,1.833333333
Mozambique,1987,7.516170763,3.842173351,1.953428202
Mozambique,1988,8.871877518,4.754230459,2.369057212
Mozambique,1989,10.26694045,5.390143737,2.310061602
Mozambique,1990,7.245982021,3.731953146,1.443748297
Mozambique,1991,8.638326892,4.023641737,1.795862696
Mozambique,1992,10.18272131,5.00266099,1.738513394
Mozambique,1993,11.31125531,5.985679123,1.756545088
Mozambique,1994,9.556497745,4.973416784,1.837270341
Mozambique,1995,9.688746315,4.998265996,1.734003815
Mozambique,1996,7.940161105,4.228386749,1.549837181
Mozambique,1997,8.804646897,4.869051259,1.79150107
Mozambique,1998,8.780351563,5.030809782,1.681009653
Mozambique,1999,9.040850103,5.627136471,1.341046542
Mozambique,2000,9.601464121,5.891993772,1.412221039
Mozambique,2001,9.096195733,5.465330204,1.606081753
