Entity,Year,Total Taxes,Taxes  goods and services,Taxes Income
Costa Rica,2010,21.84493846,7.708369096,3.919445472
Costa Rica,2011,22.33230591,7.942846952,3.76172233
Costa Rica,2012,22.35582259,7.85516315,3.682014249
Congo,1980,9.565073169,2.449204009,3.612462313
Congo,1982,37.81027418,4.12847318,6.846725324
Congo,1983,35.14403627,3.72181741,5.815339703
Congo,1984,39.98793927,4.430847524,4.945634788
Congo,1985,38.53698941,3.958324251,4.63838877
Congo,1986,27.28887507,3.787365085,3.870058646
Congo,1991,16.30024717,2.848965786,4.449069858
Congo,1992,14.27099433,0.52807831,5.370942813
Congo,1993,11.13011446,2.026049204,4.183660045
Congo,1994,7.940062706,1.333523352,3.471232542
Congo,1995,12.30827495,4.014391214,
Congo,1996,10.94868046,3.38539663,
Congo,1997,6.46160655,1.386737479,
Congo,1998,10.53821407,4.12138075,
Congo,1999,7.306975781,2.9117505,
Congo,2000,5.86695747,2.40348964,
Congo,2001,9.080701069,4.100961773,
Congo,2002,8.123901373,3.705639223,
Congo,2003,8.711487351,3.445220986,
Congo,2004,8.143985667,3.17615441,
Congo,2005,6.571775625,3.893232005,
Congo,2006,6.456241033,,
Congo,2007,6.959461139,,
Congo,2008,6.101085956,,
Congo,2009,8.234104646,,
Congo,2010,7.785987912,,
Congo,2011,8.068320599,3.424259926,
Congo,2012,8.883577847,3.739699706,
Cyprus,1980,17.0081536,4.85796949,4.792214624
Cyprus,1981,18.16666667,4.26826484,4.349315068
Cyprus,1982,18.43887209,4.463850132,4.294077471
Cyprus,1983,19.65954078,4.700448667,4.952933932
Cyprus,1984,20.52415134,4.797368028,5.142814416
Cyprus,1985,21.02752665,4.967615706,5.467548239
Cyprus,1986,21.20835157,4.682127899,5.130962055
Cyprus,1987,20.72034136,4.550558644,5.246757622
Cyprus,1988,21.82493475,4.709897611,5.278558522
Cyprus,1989,22.62831309,4.916674054,5.765446326
Cyprus,1990,22.33478108,4.674257542,6.048049458
Cyprus,1991,21.39155793,4.555277227,5.14375444
Cyprus,1992,22.40871443,5.802313964,5.160011602
Cyprus,1993,24.12978633,7.411578499,5.475436781
Cyprus,1994,25.40920507,8.581568028,6.091668487
Cyprus,1995,,8.235371294,7.524271845
Cyprus,1996,,8.156403476,7.258531671
Cyprus,1997,,7.838097526,7.3396589
Cyprus,1998,,9.053648784,8.344996112
Cyprus,1999,,8.777559259,9.26508643
Cyprus,2000,,9.506407214,9.574750831
Cyprus,2001,,10.43999647,9.724010228
Cyprus,2002,,10.92033898,9.7
Cyprus,2003,,13.21912975,8.105840847
Cyprus,2004,,13.84648995,6.663996505
Cyprus,2005,,13.95684433,7.809543258
Cyprus,2006,,14.21291911,9.168403107
Cyprus,2007,,13.87119114,12.44286704
Cyprus,2008,,14.16644467,11.0959561
Cyprus,2009,,12.40785974,9.592900179
Cyprus,2010,,12.48386928,9.437129518
Cyprus,2011,,11.97978139,10.13342228
Cyprus,2012,,12.29148421,9.451342023
Cuba,1990,29.08357268,25.26765939,0.064991224
Cuba,1991,29.29267644,24.6734251,0.078577787
Cuba,1992,31.92698767,26.53036001,0.091779382
Cuba,1993,29.90616713,21.81639788,0.392707245
Cuba,1994,33.48888644,26.5773503,0.646026746
Cuba,1995,33.44986736,25.86459705,1.355111897
Cuba,1996,31.85395706,22.03675057,2.738105231
Cuba,1997,33.8048269,21.0122131,4.387728552
Cuba,1998,35.94880443,21.53742142,5.463037076
Cuba,1999,37.14044977,22.34067681,5.718254346
Cuba,2000,37.1860809,22.02831979,5.974114352
Cuba,2001,35.97478798,20.15888496,6.325098711
Cuba,2002,36.60867391,21.61034105,5.915380585
Cuba,2003,36.63913764,22.55058981,6.086096681
Cuba,2004,35.5549855,21.19216393,6.028353943
Cuba,2005,41.10289324,23.08403018,5.747557698
Cuba,2006,45.5438824,29.0881478,4.48996153
Cuba,2007,44.57344698,27.08933767,5.80596722
Cuba,2008,41.66236338,23.19779891,5.727212028
Cuba,2009,41.06567463,23.08540736,5.140256845
Cuba,2010,37.62128036,19.09457467,5.601274215
Cuba,2011,38.84887131,20.07154801,6.600677962
Croatia,1994,36.3850825,15.20946867,5.966145168
Croatia,1995,37.3095158,15.20950982,6.050191751
Croatia,1996,37.29072312,14.69792015,6.719049212
Croatia,1997,42.88939546,16.50352314,7.312938397
Croatia,1998,46.34761713,20.25855333,8.301065755
Croatia,1999,43.92546783,18.62599203,7.66952613
Croatia,2000,35.62480179,16.162321,5.50026631
Croatia,2001,34.53103912,16.45553222,4.774662199
Croatia,2002,34.33845041,17.29640465,5.171964136
Croatia,2003,33.39871419,16.94860123,4.901801337
Croatia,2004,34.2300686,16.57492038,4.837108816
Croatia,2005,33.97633526,16.43022899,4.958344282
Croatia,2006,34.18218498,16.26629805,5.42458998
Croatia,2007,34.36800968,15.99890106,5.826760262
Croatia,2008,34.63188979,15.77785237,6.152370105
Croatia,2009,34.23127512,14.98884236,5.975281751
Denmark,1980,42.18356712,15.53108637,23.36236208
Denmark,1981,41.74295172,15.38950182,23.24941411
Denmark,1982,40.61690479,14.80817825,22.96636365
Denmark,1983,42.54134083,15.05742007,23.6636693
Denmark,1984,43.6791918,15.09894156,24.93967775
Denmark,1985,45.0608024,15.21370456,26.0061691
Denmark,1986,47.31037192,16.43342758,27.02832406
Denmark,1987,48.00281123,16.05674301,27.47268605
Denmark,1988,48.4504605,16.16108114,28.78764894
Denmark,1989,47.26030565,15.36214882,28.42294465
Denmark,1990,45.73359811,14.89875952,27.49506275
Denmark,1991,45.04784117,14.68808906,27.2020914
Denmark,1992,45.46058298,14.41991734,27.71890641
Denmark,1993,46.81474604,14.54504408,28.549178
Denmark,1994,47.90498617,15.09743639,29.49709752
Denmark,1995,47.99793532,15.23939246,29.63742967
Denmark,1996,48.31914855,15.63420737,29.6570416
Denmark,1997,48.07491297,15.66195152,29.30612042
Denmark,1998,48.37241461,16.13296175,28.89331411
Denmark,1999,48.96352858,16.15724982,28.9573149
Denmark,2000,48.13717584,15.45743532,29.02345005
Denmark,2001,47.19962378,15.46288707,28.01394209
Denmark,2002,46.58299475,15.57068186,27.80081906
Denmark,2003,46.81593875,15.40750847,28.1110347
Denmark,2004,47.75468038,15.57551514,28.88072029
Denmark,2005,49.5079229,15.84882341,30.35155937
Denmark,2006,48.11524267,15.90981892,28.99206156
Denmark,2007,47.66475398,15.86904931,28.59894409
Denmark,2008,46.57706322,15.15787945,28.16706217
Denmark,2009,46.38686983,14.88224977,28.31718869
Denmark,2010,46.4573986,14.76896472,28.42889095
Denmark,2011,46.58989866,14.8766351,28.40759501
Denmark,2012,47.07766314,14.80239278,29.14008566
Denmark,2013,48.69443752,14.82014541,30.74756217
Czech Republic,1996,33.41184115,9.914543589,7.542342024
Czech Republic,1997,33.69920801,9.688784678,8.022945667
Czech Republic,1998,32.48148269,9.438763366,7.518750671
Czech Republic,1999,33.35368525,10.12778796,7.706655343
Czech Republic,2000,32.52071739,9.668089841,7.41143794
Czech Republic,2001,32.61316891,9.560265035,7.796492539
Czech Republic,2002,33.47839926,9.581250491,8.288485585
Czech Republic,2003,34.37003167,9.807615416,8.73753163
Czech Republic,2004,34.73790925,10.71194966,8.684242231
Czech Republic,2005,34.52460661,10.77201448,8.396287136
Czech Republic,2006,34.0712111,10.26716224,8.375748974
Czech Republic,2007,34.28536186,10.25729103,8.490159167
Czech Republic,2008,33.52654877,10.56012373,7.597891765
Czech Republic,2009,32.35355632,10.75920088,6.867780143
Czech Republic,2010,32.54868693,10.82069776,6.574533482
Czech Republic,2011,33.35251101,11.25140346,6.773719188
Czech Republic,2012,33.78254084,11.44998322,6.91897986
Czech Republic,2013,34.09711389,11.69016485,7.037538532
Democratic Republic of Congo,1980,8.301277913,,
Democratic Republic of Congo,1981,7.552732536,,
Democratic Republic of Congo,1982,7.115186516,,
Democratic Republic of Congo,1983,7.138425399,,
Democratic Republic of Congo,1984,8.398307426,,
Democratic Republic of Congo,1985,10.1875618,,
Democratic Republic of Congo,1986,8.798144898,,
Democratic Republic of Congo,1987,8.814401858,,
Democratic Republic of Congo,1988,9.395891747,,
Democratic Republic of Congo,1989,10.86150626,,
Democratic Republic of Congo,1990,8.932426271,1.786485254,2.679727881
Democratic Republic of Congo,1991,4.384843524,0.762581482,1.482797327
Democratic Republic of Congo,1992,2.734136229,1.06657935,0.59078187
Democratic Republic of Congo,1993,0.91746,0.26488,0.28173
Democratic Republic of Congo,1994,0.60019544,0.154397394,0.111172638
Democratic Republic of Congo,1995,1.112059158,0.225255973,0.39817975
Democratic Republic of Congo,1996,1.073208723,0.254672897,0.210280374
Democratic Republic of Congo,1997,0.937771095,0.25996183,0.291770285
Democratic Republic of Congo,1998,1.205094046,0.354731637,0.398988416
Democratic Republic of Congo,1999,0.779917134,0.22631524,0.177570419
Democratic Republic of Congo,2000,0.954459866,0.279633735,0.358520363
Democratic Republic of Congo,2001,3.40082278,1.262402194,1.138088964
Democratic Republic of Congo,2002,4.140407349,1.600543308,1.41759008
Democratic Republic of Congo,2003,4.376267846,1.352755936,1.575234526
Democratic Republic of Congo,2004,5.079869408,1.752021956,1.290259846
Democratic Republic of Congo,2005,4.965282616,1.890946673,0.965825819
Democratic Republic of Congo,2006,6.5555846,2.185309384,1.923507226
Democratic Republic of Congo,2007,7.018333489,2.279700713,1.908336103
Democratic Republic of Congo,2008,8.178267908,2.633317849,2.356213711
Democratic Republic of Congo,2009,8.499594968,,
Democratic Republic of Congo,2010,10.00413074,,
Democratic Republic of Congo,2011,10.60558628,,
Democratic Republic of Congo,2012,11.36243924,,
Djibouti,1981,27.22552712,,
Djibouti,1982,27.70153074,,
Djibouti,1983,27.28803107,,
Djibouti,1984,26.60581005,,
Djibouti,1985,29.28004488,16.19775251,5.798584182
Djibouti,1986,24.19358219,12.89254855,4.832753582
Djibouti,1987,25.24715173,10.11212249,6.050696244
Djibouti,1988,25.27260062,9.544931121,6.403093502
Djibouti,1989,25.95597233,,
Djibouti,1990,23.46618898,,
Djibouti,1991,24.03811054,,
Djibouti,1992,24.96335966,13.16957192,7.862525159
Djibouti,1993,27.20496215,14.56325111,8.191828751
Djibouti,1994,27.85014076,14.965734,9.019084729
Djibouti,1995,26.62913765,14.39945962,8.481873474
Djibouti,1996,26.71270801,13.65762515,9.138558004
Djibouti,1997,24.56773865,12.7351135,8.222671711
Djibouti,1998,22.1,11.3,7.5
Djibouti,1999,21.41857619,11.70088884,6.842045171
Djibouti,2000,20.98723316,11.23960828,6.66419252
Djibouti,2001,20.24834118,10.22342716,6.947960208
Djibouti,2002,20.75343785,10.62496579,7.050210943
Djibouti,2003,20.55949072,,
Djibouti,2004,19.96621622,,
Djibouti,2005,20.00587586,,
Djibouti,2006,20.30609279,,
Djibouti,2007,20.51069309,,
Djibouti,2008,20.02505706,,
Djibouti,2009,20.08538528,,
Djibouti,2010,20.23302655,,
Djibouti,2011,20.26591349,,
Djibouti,2012,20.92497371,,
Dominican Republic,1980,7.929282007,2.256704152,1.969074394
Dominican Republic,1981,7.448269194,2.482111777,1.80042545
Dominican Republic,1982,6.177927131,2.415988681,1.571453838
Dominican Republic,1983,6.526324136,2.464319696,1.546939423
Dominican Republic,1984,6.969983604,2.703997982,1.524151848
Dominican Republic,1985,7.362171727,2.753306016,1.52169864
Dominican Republic,1986,8.560032895,3.496299342,1.674753289
Dominican Republic,1987,8.608164997,2.603204647,1.593838723
Dominican Republic,1988,8.945295113,2.265645865,1.837220689
Dominican Republic,1989,9.481063742,2.133864514,2.186982616
Dominican Republic,1990,7.987367247,2.036152466,1.884001746
Dominican Republic,1991,7.559748332,1.743687434,1.761446862
Dominican Republic,1992,10.74061069,3.142166042,1.762965564
Dominican Republic,1993,11.05790279,3.447194386,1.773875877
Dominican Republic,1994,10.49041757,3.913299624,1.624889217
Dominican Republic,1995,10.55851985,3.972540107,1.808863872
Dominican Republic,1996,10.26515152,3.795886988,1.828552438
Dominican Republic,1997,11.51091417,4.341736025,2.054369423
Dominican Republic,1998,11.53739941,4.377107618,2.014649921
Dominican Republic,1999,11.60402075,3.771268576,2.244102324
Dominican Republic,2000,12.18747813,3.387017775,2.364069787
Dominican Republic,2001,13.51337029,5.058757334,3.222934027
Dominican Republic,2002,13.35231499,5.049141947,3.011827779
Dominican Republic,2003,11.60825308,5.365192223,3.098874754
Dominican Republic,2004,12.15068569,5.637876903,2.508287247
Dominican Republic,2005,13.75224155,7.246281375,2.717647005
Dominican Republic,2006,14.10673158,8.339941665,3.069684227
Dominican Republic,2007,15.12649705,9.444625209,3.79535956
Dominican Republic,2008,14.4776134,9.097958436,3.532653776
Dominican Republic,2009,13.05383845,8.207430406,3.129728761
Dominican Republic,2010,12.67407526,8.261062787,2.710844177
Dominican Republic,2011,12.49368523,8.197043065,2.939236758
Dominican Republic,2012,13.30822404,8.132071504,3.881156677
Dominica,1980,14.19689119,,
Dominica,1981,20,,
Dominica,1982,21.12068966,,
Dominica,1983,19.14728682,,
Dominica,1984,20.83044983,,
Dominica,1985,20.72327044,,
Dominica,1986,21.08033241,,
Dominica,1987,20.78624079,,
Dominica,1993,19.9690881,2.782071097,5.285935085
Dominica,1994,18.7716763,2.803468208,4.75433526
Dominica,1995,18.70604782,2.812939522,4.88045007
Dominica,1996,19.52755906,2.887139108,5.524934383
Dominica,1997,19.59493671,2.974683544,5.772151899
Dominica,1998,19.13732057,3.013110048,5.211866029
Dominica,1999,20.08481481,3.127962963,5.679722222
Dominica,2000,19.67186329,3.278643881,6.077486218
Dominica,2001,18.33304536,3.120518359,5.928984881
Dominica,2002,17.59046053,3.288651316,4.435855263
Dominica,2003,17.73771429,3.503746032,4.744656085
Dominica,2004,19.14406126,4.874318182,4.309179842
Dominica,2005,21.31704,5.6295,4.05324
Dominica,2006,22.30181564,7.654748603,4.931424581
Dominica,2007,22.64723661,12.66709845,4.606217617
Dominica,2008,22.85150079,12.96208531,4.146919431
Dominica,2009,23.2887899,13.32590943,4.068299926
Dominica,2010,24.29000751,13.91435011,4.567993989
Dominica,2011,22.97887837,13.17552804,4.136926438
Dominica,2012,21.6618705,12.51798561,4
Egypt,1987,,3.34368932,3.506407767
Egypt,1988,,3.220779221,3.529058442
Egypt,1989,,3.134114583,3.501302083
Egypt,1990,,2.990634755,3.701352758
Egypt,1991,,3.033273381,4.079136691
Egypt,1992,,4.546369518,3.771387491
Egypt,1993,,4.577834648,3.575816607
Egypt,1994,,4.617142857,3.537142857
Egypt,1995,,4.575,3.309803922
Egypt,1996,,4.555361813,3.567131648
Egypt,1997,,4.387357698,2.891667574
Egypt,1998,,4.490057759,2.928298539
Egypt,1999,,6.041612484,4.134915475
Egypt,2000,,5.905615995,4.117906498
Egypt,2001,,5.7967661,3.833008085
Egypt,2002,,5.534705727,3.339667458
Egypt,2003,,5.540359281,3.374850299
Egypt,2004,,5.471048836,3.230579023
Egypt,2005,,5.836768802,3.628412256
Egypt,2006,,5.617451837,2.805083374
Egypt,2007,,5.294844253,3.223818475
Egypt,2008,,5.555220547,3.073478504
Egypt,2009,,6.011322203,3.428228747
Egypt,2010,,5.560666335,2.900215482
Egypt,2011,,5.547954197,3.237181825
Egypt,2012,,5.369723897,2.87527769
Egypt,2013,,5.298579821,3.407859465
Ecuador,1980,,2.82662116,1.505460751
Ecuador,1981,,2.438199025,1.840263837
Ecuador,1982,,2.394515275,1.509983161
Ecuador,1983,,2.436730323,1.341245761
Ecuador,1984,,2.471494064,1.205125191
Ecuador,1985,,2.745531601,1.271420674
Ecuador,1990,8.687227515,3.164863556,1.11416115
Ecuador,1991,8.648726435,3.108360915,1.208807023
Ecuador,1992,8.212147134,3.066394683,1.171283806
Ecuador,1993,8.049797206,3.227805318,1.042136097
Ecuador,1994,8.230952492,3.153174195,1.177185033
Ecuador,1995,8.421070313,3.007146795,1.472545949
Ecuador,1996,7.565180285,2.987092808,1.399474888
Ecuador,1997,8.589978054,3.379663497,1.459400146
Ecuador,1998,8.852930601,3.40524991,1.262135922
Ecuador,1999,8.412571314,2.977679912,2.166950255
Ecuador,2000,10.65091948,4.912905139,2.469934746
Ecuador,2001,11.53424101,6.00284495,1.930501931
Ecuador,2002,12.37171179,6.129811902,1.859960069
Ecuador,2003,12.58754047,5.45143835,1.845102211
Ecuador,2004,12.72912112,5.296370791,1.903383253
Ecuador,2005,13.21795842,5.351762353,2.282369239
Ecuador,2006,13.37054613,5.060717491,2.190459809
Ecuador,2007,12.8293601,5.350141154,2.485884567
Ecuador,2008,14.03267328,5.341385619,3.787056976
Ecuador,2009,14.90348816,5.544903935,4.02671817
Ecuador,2010,16.30738984,6.349459579,3.383094386
Ecuador,2011,17.32676274,6.07775356,3.822297627
Ecuador,2012,19.40948153,6.961049953,3.780894286
El Salvador,1990,9.989585503,4.263695064,1.987086024
El Salvador,1991,10.29937865,4.547166259,2.255695726
El Salvador,1992,10.39462636,5.220822838,2.130982368
El Salvador,1993,11.4600173,5.42482358,2.275458345
El Salvador,1994,11.83898095,5.195399456,2.529062577
El Salvador,1995,12.88495948,5.677297127,3.173350174
El Salvador,1996,12.24699496,5.797789841,2.961419155
El Salvador,1997,11.96317916,5.823978446,2.900763359
El Salvador,1998,11.98117921,5.805296469,2.925549634
El Salvador,1999,12.01925391,5.780184517,3.148816687
El Salvador,2000,12.29176184,5.807827014,3.267093041
El Salvador,2001,12.23774705,6.224571056,3.123144864
El Salvador,2002,12.87341861,6.768714615,3.195638499
El Salvador,2003,13.21725261,6.913670499,3.342194457
El Salvador,2004,13.16685656,6.919230282,3.378275731
El Salvador,2005,14.03006903,7.402012402,3.90955891
El Salvador,2006,14.95984044,7.946202361,4.245054175
El Salvador,2007,15.09127083,7.746829147,4.641631435
El Salvador,2008,15.02403061,7.570342028,4.685269003
El Salvador,2009,14.28052853,6.868012197,4.594162916
El Salvador,2010,15.08964422,7.568867308,4.644691381
El Salvador,2011,15.39392368,7.707333938,4.869700506
El Salvador,2012,16.03048627,7.954144621,5.248173343
Estonia,1993,36.5,10.7,
Estonia,1994,38.8,13,
Estonia,1995,37.8,12.8,
Estonia,1996,37.3,13.1,
Estonia,1997,37.6,14.1,
Estonia,1998,36.3,12.5,
Estonia,1999,35.2,11.9,
Estonia,2000,33.7,12.5,
Estonia,2001,29.2,11.2,
Estonia,2002,30.6,11.6,
Estonia,2003,30.3,11.3,
Estonia,2004,29.8,11,
Estonia,2005,30,12.2,
Estonia,2006,29.9,12.3,
Estonia,2007,30.7,12.2,
Estonia,2008,31.17006844,10.91448125,7.669614197
Estonia,2009,34.78172302,13.43839298,7.31206677
Estonia,2010,33.02331906,12.60357604,6.54603984
Estonia,2011,31.83095586,12.55443794,6.326627652
Estonia,2012,31.89346261,12.83636673,6.615694279
Estonia,2013,31.67762421,12.39559208,7.279950905
Eritrea,1992,13.58283889,4.984025559,
Eritrea,1993,20.47468354,5.680379747,5.225474684
Eritrea,1994,19.05797101,4.139130435,6.950724638
Eritrea,1995,18.1486178,3.829571392,6.573674867
Eritrea,1996,17.45271122,3.797814208,7.236233712
Eritrea,1997,17.94277165,3.979801758,7.669721339
Eritrea,1998,16.39812017,3.331654918,7.755958375
Eritrea,1999,15.74254366,3.659403493,7.249265956
Eritrea,2000,14.45359612,3.501985586,6.215619944
Eritrea,2001,15.02879304,3.490421906,6.162886356
Eritrea,2002,15.11001965,3.617878193,4.880157171
Equatorial Guinea,1985,21.24480436,,
Equatorial Guinea,1986,21.25094482,,
Equatorial Guinea,1987,18.193484,,
Equatorial Guinea,1988,17.89006145,,
Equatorial Guinea,1989,17.25264578,,
Equatorial Guinea,1990,16.86758829,,
Equatorial Guinea,1991,15.88838815,,
Equatorial Guinea,1992,16.6339466,6.42248149,0.490800987
Equatorial Guinea,1993,16.01339425,6.401204444,0.417921296
Equatorial Guinea,1994,13.9041255,4.754417624,0.730761672
Equatorial Guinea,1995,11.85633986,4.551874135,0.523966895
Equatorial Guinea,1996,7.618759303,2.485767384,0.693761195
Equatorial Guinea,1997,7.188810864,2.141150132,0.739022151
Equatorial Guinea,1998,13.96327188,2.97272827,1.024747586
Equatorial Guinea,1999,7.267102834,1.873584679,0.769568696
Equatorial Guinea,2000,7.419373031,1.050453455,0.481250822
Equatorial Guinea,2001,9.523187093,1.148384326,0.793598924
Equatorial Guinea,2002,15.00063528,1.127628486,1.167333715
Equatorial Guinea,2003,12.15256139,1.364133671,0.886340659
Equatorial Guinea,2004,9.724737569,0.969898804,0.858317526
Equatorial Guinea,2005,10.17026281,0.605829671,0.707258168
Equatorial Guinea,2006,12.06817811,0.681497117,0.870801871
Equatorial Guinea,2007,9.677815532,0.620215335,0.597699267
Equatorial Guinea,2008,9.961894236,0.438346493,0.483193824
Finland,1980,34.45872418,11.49296909,13.48121324
Finland,1981,36.38974444,11.75726296,14.87399841
Finland,1982,35.53459383,11.69430042,14.62983507
Finland,1983,35.25727933,11.70780198,14.67926767
Finland,1984,36.747591,12.38280593,15.07203585
Finland,1985,38.35750748,12.52767428,15.64483808
Finland,1986,39.47542119,12.74229675,16.51812428
Finland,1987,37.99810095,13.00517029,14.85729877
Finland,1988,41.14908754,13.74775463,16.14583514
Finland,1989,40.81391427,13.59843009,15.89014258
Finland,1990,42.11379132,13.25083742,16.52527258
Finland,1991,43.69961562,13.50352047,16.62564723
Finland,1992,43.2976637,13.35516121,15.62241824
Finland,1993,42.79405749,13.20407378,14.45440781
Finland,1994,45.0255818,13.50087856,15.751907
Finland,1995,43.99503301,13.25147575,15.90254821
Finland,1996,45.33774192,13.41728117,17.53529137
Finland,1997,44.68274946,13.99313442,17.11024408
Finland,1998,44.58667945,13.65273194,17.54933364
Finland,1999,44.25848191,13.72392553,17.18194102
Finland,2000,45.82034331,13.27664189,19.74927382
Finland,2001,43.17059756,12.79615403,17.62856609
Finland,2002,43.33256681,13.12882277,17.56414839
Finland,2003,42.38795532,13.57137673,16.39979151
Finland,2004,41.82184166,13.31234185,16.11211722
Finland,2005,42.11403578,13.25043951,16.095555
Finland,2006,42.15359125,13.18664766,16.02013742
Finland,2007,41.50784633,12.55466707,16.27041976
Finland,2008,41.20726237,12.44018151,16.0362602
Finland,2009,40.93432544,12.93660132,14.64130057
Finland,2010,40.78834848,12.96419027,14.48637092
Finland,2011,42.03302704,13.83661216,14.90026363
Finland,2012,42.67867243,14.10760137,14.61612769
Ethiopia,1980,,,2.154772029
Ethiopia,1981,,,2.777636109
Ethiopia,1982,,,2.921538928
Ethiopia,1983,,,3.014116749
Ethiopia,1984,,,3.468504845
Ethiopia,1985,,,3.112008669
Ethiopia,1986,,,3.409834511
Ethiopia,1987,,,3.79541321
Ethiopia,1988,,,4.130993151
Ethiopia,1993,5.652964994,,
Ethiopia,1994,7.422732647,,
Ethiopia,1995,7.849362595,,
Ethiopia,1996,8.486486486,,
Ethiopia,1997,9.292601168,,
Ethiopia,1998,9.467253616,,
Ethiopia,1999,9.259197324,,3.080267559
Ethiopia,2000,9.65617924,,3.231140508
Ethiopia,2001,10.85275841,,3.639466698
Ethiopia,2002,11.81803271,,4.44182683
Ethiopia,2003,11.14039356,,3.889609688
Ethiopia,2004,12.47597694,,3.581724169
Ethiopia,2005,11.54924592,,3.324670002
Ethiopia,2006,10.67242536,,2.878592588
Ethiopia,2007,10.01402217,,2.809050359
Ethiopia,2008,9.51533784,2.190834476,
Ethiopia,2009,8.589225998,2.169669647,
Ethiopia,2010,11.2231599,2.779425977,
Ethiopia,2011,11.45086482,3.049046845,
Ethiopia,2012,11.47290473,3.121261672,
Ethiopia,2013,12.37577674,3.751707293,
Fiji,1980,17.87487587,,10.32770606
Fiji,1981,19.81481481,,10.46296296
Fiji,1982,18.52502195,,10.53555751
Fiji,1983,20.35928144,,11.12061591
Fiji,1984,20.84291188,,11.57088123
Fiji,1985,20.71269488,,10.83890126
Fiji,1986,18.46153846,,
Fiji,1987,17.79186124,,
Fiji,1988,18.03571429,,
Fiji,1989,20.78551532,,
Fiji,1990,22.43641913,,
Fiji,1991,22.14497041,,
Fiji,1992,20.94884128,5.98163533,8.482728465
Fiji,1993,20.90219561,7.916167665,7.5249501
Fiji,1994,20.94420497,7.954770158,7.551996986
Fiji,1995,21.2472446,8.055827338,7.653035971
Fiji,1996,21.64585996,7.687314752,7.990761387
Fiji,1997,21.32280355,8.325106943,7.377426785
Fiji,1998,21.25114995,8.623121742,7.356639068
Fiji,1999,21.20963328,8.938149973,7.01423098
Fiji,2000,19.52247191,7.511235955,7.724719101
Fiji,2001,19.73632098,,
Fiji,2002,19.28998499,,
Fiji,2004,22.38305591,10.29918907,7.140631669
Fiji,2005,21.99432624,9.958662614,7.142857143
Fiji,2006,23.8872267,10.76908324,8.555619486
Fiji,2007,23.07403232,,
Fiji,2008,22.13713268,,
Fiji,2009,21.5354471,,
Fiji,2010,21.63014608,,
Fiji,2011,24.34623031,,
Fiji,2012,24.87302278,,
Fiji,2013,25.26925148,,
France,1980,39.40243882,11.75500749,6.623567389
France,1981,39.50261691,11.61361104,6.817485386
France,1982,40.26540942,11.86606526,6.882520172
France,1983,40.74917465,11.77934043,6.889648691
France,1984,41.76665868,11.93765205,6.929623842
France,1985,41.88601936,12.24075954,6.692563007
France,1986,41.54444204,11.9743239,6.867768086
France,1987,42.06492678,12.10468885,7.009562272
France,1988,41.24134612,11.92269066,6.628479177
France,1989,40.96096177,11.59508743,6.589239445
France,1990,40.97479015,11.48191115,6.579127741
France,1991,41.34704542,11.08289105,6.968778336
France,1992,40.94118627,10.67915256,6.549859699
France,1993,42.1210815,10.88690099,6.670966214
France,1994,42.24255068,11.29039381,6.805564294
France,1995,41.89603827,11.50057503,6.822118664
France,1996,43.03864331,11.9531118,7.261405139
France,1997,43.26078293,11.7815927,7.871479065
France,1998,43.08640104,11.63849188,9.963143997
France,1999,43.85406488,11.67644444,10.49813601
France,2000,43.05033327,11.12942436,10.73136875
France,2001,42.69119466,10.81674019,10.83284314
France,2002,42.13281397,10.86761864,10.07716633
France,2003,42.04265194,10.76964444,9.75440236
France,2004,42.17879188,10.81908672,9.85885396
France,2005,42.78090611,10.87010801,10.06847374
France,2006,43.09026747,10.73163209,10.42331225
France,2007,42.38583316,10.52802042,10.12064076
France,2008,42.18388155,10.39311642,10.18564075
France,2009,41.32324576,10.38993007,8.558226475
France,2010,41.57729875,10.43009622,9.113690805
France,2011,42.86269958,10.64147911,9.750843984
France,2012,44.00165466,10.75265028,10.41727043
France,2013,45.03758829,10.80500603,10.90430427
Gambia,1980,13.03030303,,
Gambia,1981,10.20232897,,
Gambia,1982,10.54448871,,
Gambia,1983,10.50228833,,
Gambia,1984,12.95964126,,
Gambia,1985,12.09831709,,
Gambia,1986,12.32439336,,
Gambia,1987,13.99067599,,
Gambia,1988,13.14697162,,
Gambia,1989,14.61648234,,
Gambia,1990,13.43384075,1.340749415,1.639344262
Gambia,1991,13.08635795,1.361702128,1.60951189
Gambia,1992,13.77079061,1.326042379,1.900205058
Gambia,1993,14.62320947,0.994394852,2.428897654
Gambia,1994,13.66773036,1.138811328,2.333466294
Gambia,1995,11.60888719,0.9327715,2.378854626
Gambia,1996,11.08509117,1.074365391,2.243475152
Gambia,1997,11.67081054,1.253107907,2.688546329
Gambia,1998,11.63942459,1.039234339,2.632726991
Gambia,1999,10.87750985,1.108536036,2.632773086
Gambia,2000,11.22488157,0.970051493,2.63299691
Gambia,2001,9.007260621,0.762152822,2.494318326
Gambia,2002,9.769181485,1.177844576,2.840683978
Gambia,2003,9.56100622,1.454935729,2.909871458
Gambia,2004,12.88687532,1.662822622,3.256360969
Gambia,2005,12.71176048,2.069356358,3.621373626
Gambia,2006,14.56951428,2.55741474,4.107363068
Gambia,2007,15.28357909,6.768657843,4.448694077
Gambia,2008,14.67829982,6.126067279,5.248915224
Gambia,2009,14.66433304,5.813226653,4.058840688
