Entity,Year,Meat consumption per capita per year
Czechoslovakia,1977,86.41
Czechoslovakia,1978,88.42
Czechoslovakia,1979,90.67
Czechoslovakia,1980,92.94
Czechoslovakia,1981,93.63
Czechoslovakia,1982,84.31
Czechoslovakia,1983,90.78
Czechoslovakia,1984,91.75
Czechoslovakia,1985,92.39
Czechoslovakia,1986,91.34
Czechoslovakia,1987,93.79
Czechoslovakia,1988,97.92
Czechoslovakia,1989,100.02
Czechoslovakia,1990,99.49
Czechoslovakia,1991,85.58
Czechoslovakia,1992,84.48
Djibouti,1961,30.91
Djibouti,1962,29.79
Djibouti,1963,28.64
Djibouti,1964,27.42
Djibouti,1965,25.98
Djibouti,1966,26.19
Djibouti,1967,25.57
Djibouti,1968,25.63
Djibouti,1969,25.71
Djibouti,1970,24.91
Djibouti,1971,24.61
Djibouti,1972,24.38
Djibouti,1973,22.32
Djibouti,1974,22.63
Djibouti,1975,23.27
Djibouti,1976,23.77
Djibouti,1977,19.51
Djibouti,1978,18.76
Djibouti,1979,19.44
Djibouti,1980,21.53
Djibouti,1981,19.49
Djibouti,1982,17.27
Djibouti,1983,15.98
Djibouti,1984,16.64
Djibouti,1985,16.35
Djibouti,1986,16.23
Djibouti,1987,14.41
Djibouti,1988,13.62
Djibouti,1989,12.14
Djibouti,1990,12.82
Djibouti,1991,14.09
Djibouti,1992,14.16
Djibouti,1993,15.13
Djibouti,1994,14.44
Djibouti,1995,14.07
Djibouti,1996,13.86
Djibouti,1997,13.86
Djibouti,1998,13.3
Djibouti,1999,13.72
Djibouti,2000,16.58
Djibouti,2001,16.19
Djibouti,2002,15.27
Djibouti,2003,16.02
Djibouti,2004,16.39
Djibouti,2005,21.51
Djibouti,2006,28.6
Djibouti,2007,33.99
Djibouti,2008,27.64
Djibouti,2009,19.8
Djibouti,2010,16.77
Djibouti,2011,15.39
Djibouti,2012,20.14
Djibouti,2013,18.34
Dominican Republic,1961,15.34
Dominican Republic,1962,15.92
Dominican Republic,1963,16.03
Dominican Republic,1964,15.85
Dominican Republic,1965,14.63
Dominican Republic,1966,15.07
Dominican Republic,1967,14.62
Dominican Republic,1968,14.88
Dominican Republic,1969,15.04
Dominican Republic,1970,15.29
Dominican Republic,1971,16.31
Dominican Republic,1972,16.61
Dominican Republic,1973,16.84
Dominican Republic,1974,16.39
Dominican Republic,1975,17.53
Dominican Republic,1976,18.17
Dominican Republic,1977,18.76
Dominican Republic,1978,20.71
Dominican Republic,1979,22.27
Dominican Republic,1980,24.36
Dominican Republic,1981,20.81
Dominican Republic,1982,19.74
Dominican Republic,1983,21.88
Dominican Republic,1984,23.07
Dominican Republic,1985,23.3
Dominican Republic,1986,22.73
Dominican Republic,1987,24.86
Dominican Republic,1988,27.72
Dominican Republic,1989,28.85
Dominican Republic,1990,28.62
Dominican Republic,1991,30.44
Dominican Republic,1992,31.97
Dominican Republic,1993,34
Dominican Republic,1994,33.84
Dominican Republic,1995,35.01
Dominican Republic,1996,36.29
Dominican Republic,1997,37.29
Dominican Republic,1998,40.54
Dominican Republic,1999,37.27
Dominican Republic,2000,40
Dominican Republic,2001,38.95
Dominican Republic,2002,36.46
Dominican Republic,2003,32.34
Dominican Republic,2004,39.62
Dominican Republic,2005,49.06
Dominican Republic,2006,54.92
Dominican Republic,2007,55.89
Dominican Republic,2008,52.65
Dominican Republic,2009,54.9
Dominican Republic,2010,57.67
Dominican Republic,2011,50.47
Dominican Republic,2012,43.67
Dominican Republic,2013,47.2
Dominica,1961,19.5
Dominica,1962,21.9
Dominica,1963,22.01
Dominica,1964,23.56
Dominica,1965,23.39
Dominica,1966,23.98
Dominica,1967,23.93
Dominica,1968,25.37
Dominica,1969,26.96
Dominica,1970,29.94
Dominica,1971,29.12
Dominica,1972,30.35
Dominica,1973,22.48
Dominica,1974,22.77
Dominica,1975,24.97
Dominica,1976,26
Dominica,1977,30.42
Dominica,1978,30.93
Dominica,1979,29.29
Dominica,1980,28.54
Dominica,1981,31.93
Dominica,1982,31.71
Dominica,1983,35.45
Dominica,1984,39.97
Dominica,1985,37.16
Dominica,1986,43.68
Dominica,1987,48.76
Dominica,1988,48.9
Dominica,1989,56.2
Dominica,1990,53.63
Dominica,1991,53.5
Dominica,1992,64.2
Dominica,1993,64.04
Dominica,1994,62.88
Dominica,1995,63.71
Dominica,1996,64.7
Dominica,1997,60.43
Dominica,1998,52.75
Dominica,1999,48.72
Dominica,2000,67.56
Dominica,2001,66.44
Dominica,2002,67.57
Dominica,2003,63.06
Dominica,2004,71.23
Dominica,2005,68.23
Dominica,2006,62.56
Dominica,2007,63.04
Dominica,2008,65.87
Dominica,2009,61.23
Dominica,2010,60.29
Dominica,2011,54.73
Dominica,2012,58.92
Dominica,2013,51.93
Egypt,1961,10.71
Egypt,1962,10.43
Egypt,1963,10.44
Egypt,1964,10.4
Egypt,1965,10.54
Egypt,1966,10.94
Egypt,1967,10.3
Egypt,1968,10.67
Egypt,1969,10.52
Egypt,1970,10.41
Egypt,1971,10.57
Egypt,1972,10.65
Egypt,1973,10.31
Egypt,1974,10.2
Egypt,1975,10.38
Egypt,1976,10.83
Egypt,1977,10.92
Egypt,1978,11.07
Egypt,1979,11.04
Egypt,1980,12.73
Egypt,1981,14.29
Egypt,1982,14.45
Egypt,1983,16.95
Egypt,1984,17.32
Egypt,1985,17.02
Egypt,1986,16.79
Egypt,1987,17.46
Egypt,1988,16.4
Egypt,1989,15.72
Egypt,1990,15.52
Egypt,1991,15.89
Egypt,1992,15.98
Egypt,1993,16.02
Egypt,1994,18.26
Egypt,1995,18.95
Egypt,1996,18.56
Egypt,1997,21.17
Egypt,1998,21.51
Egypt,1999,21.96
Egypt,2000,22.88
Egypt,2001,20.04
Egypt,2002,20.67
Egypt,2003,20.92
Egypt,2004,21.73
Egypt,2005,23.01
Egypt,2006,26.24
Egypt,2007,28.41
Egypt,2008,25.45
Egypt,2009,26.88
Egypt,2010,29.12
Egypt,2011,27.88
Egypt,2012,29.12
Egypt,2013,30.47
Ecuador,1961,17.71
Ecuador,1962,17.7
Ecuador,1963,16.93
Ecuador,1964,17.02
Ecuador,1965,17.32
Ecuador,1966,17.15
Ecuador,1967,16.97
Ecuador,1968,17.09
Ecuador,1969,17.31
Ecuador,1970,18.67
Ecuador,1971,17.2
Ecuador,1972,17.32
Ecuador,1973,17.13
Ecuador,1974,18.53
Ecuador,1975,19.07
Ecuador,1976,19.4
Ecuador,1977,20.03
Ecuador,1978,22.01
Ecuador,1979,22.69
Ecuador,1980,20.96
Ecuador,1981,20.2
Ecuador,1982,20.73
Ecuador,1983,21.14
Ecuador,1984,21.89
Ecuador,1985,23.39
Ecuador,1986,24.41
Ecuador,1987,23.81
Ecuador,1988,24.22
Ecuador,1989,23.63
Ecuador,1990,25.02
Ecuador,1991,26.96
Ecuador,1992,27.3
Ecuador,1993,27.91
Ecuador,1994,29.77
Ecuador,1995,31.86
Ecuador,1996,36.6
Ecuador,1997,38.84
Ecuador,1998,32.37
Ecuador,1999,35.85
Ecuador,2000,39.41
Ecuador,2001,43.26
Ecuador,2002,44.36
Ecuador,2003,45.23
Ecuador,2004,44.56
Ecuador,2005,44.09
Ecuador,2006,49.94
Ecuador,2007,54.99
Ecuador,2008,56.55
Ecuador,2009,53.12
Ecuador,2010,54.55
Ecuador,2011,54.34
Ecuador,2012,53.53
Ecuador,2013,53.98
El Salvador,1961,12.12
El Salvador,1962,11.75
El Salvador,1963,11.65
El Salvador,1964,11.06
El Salvador,1965,10.64
El Salvador,1966,10.8
El Salvador,1967,10.42
El Salvador,1968,9.91
El Salvador,1969,10.05
El Salvador,1970,9.57
El Salvador,1971,9.6
El Salvador,1972,9.76
El Salvador,1973,10.45
El Salvador,1974,12.34
El Salvador,1975,11.08
El Salvador,1976,11.64
El Salvador,1977,12.66
El Salvador,1978,13.15
El Salvador,1979,13.46
El Salvador,1980,13.54
El Salvador,1981,11.97
El Salvador,1982,11.66
El Salvador,1983,11.88
El Salvador,1984,13.24
El Salvador,1985,12.97
El Salvador,1986,13.92
El Salvador,1987,12.11
El Salvador,1988,12.89
El Salvador,1989,14.25
El Salvador,1990,13.26
El Salvador,1991,13.14
El Salvador,1992,13.84
El Salvador,1993,15.04
El Salvador,1994,14.68
El Salvador,1995,15.59
El Salvador,1996,16.13
El Salvador,1997,17.15
El Salvador,1998,17.17
El Salvador,1999,17.53
El Salvador,2000,21.03
El Salvador,2001,22.99
El Salvador,2002,25.56
El Salvador,2003,23.39
El Salvador,2004,25.31
El Salvador,2005,27.3
El Salvador,2006,29.73
El Salvador,2007,29.98
El Salvador,2008,28.11
El Salvador,2009,28.17
El Salvador,2010,29.41
El Salvador,2011,28.28
El Salvador,2012,29.2
El Salvador,2013,29.04
Estonia,1961,39.55
Estonia,1962,42.38
Estonia,1963,44.26
Estonia,1964,36.29
Estonia,1965,43.75
Estonia,1966,45.45
Estonia,1967,47.14
Estonia,1968,48.11
Estonia,1969,47.71
Estonia,1970,48.61
Estonia,1971,51.85
Estonia,1972,54.25
Estonia,1973,56.28
Estonia,1974,57.38
Estonia,1975,60.47
Estonia,1976,58.25
Estonia,1977,57.98
Estonia,1978,59.46
Estonia,1979,60.73
Estonia,1980,60.05
Estonia,1981,59.35
Estonia,1982,60.05
Estonia,1983,63.76
Estonia,1984,64.38
Estonia,1985,65.19
Estonia,1986,65.92
Estonia,1987,68.76
Estonia,1988,71.36
Estonia,1989,72.19
Estonia,1990,72.12
Estonia,1991,66.19
Estonia,1992,61.12
Estonia,1993,51.36
Estonia,1994,52.96
Estonia,1995,49.4
Estonia,1996,57.55
Estonia,1997,54.02
Estonia,1998,61.61
Estonia,1999,59.03
Estonia,2000,59.31
Estonia,2001,61.03
Estonia,2002,64.42
Estonia,2003,61.46
Estonia,2004,59.41
Estonia,2005,62.9
Estonia,2006,65.96
Estonia,2007,70.69
Estonia,2008,67.81
Estonia,2009,68.49
Estonia,2010,72.9
Estonia,2011,70.3
Estonia,2012,61.03
Estonia,2013,58.55
Ethiopia,1961,18.5
Ethiopia,1962,18.54
Ethiopia,1963,17.76
Ethiopia,1964,17.57
Ethiopia,1965,17.36
Ethiopia,1966,17.4
Ethiopia,1967,17.16
Ethiopia,1968,17.01
Ethiopia,1969,16.94
Ethiopia,1970,16.92
Ethiopia,1971,14.44
Ethiopia,1972,13.81
Ethiopia,1973,13.62
Ethiopia,1974,13.3
Ethiopia,1975,12.84
Ethiopia,1976,13.03
Ethiopia,1977,13.23
Ethiopia,1978,13.41
Ethiopia,1979,13.39
Ethiopia,1980,13.28
Ethiopia,1981,13.09
Ethiopia,1982,12.91
Ethiopia,1983,12.69
Ethiopia,1984,11.87
Ethiopia,1985,12
Ethiopia,1986,13.57
Ethiopia,1987,11.07
Ethiopia,1988,10.84
Ethiopia,1989,11.24
Ethiopia,1990,11.09
Ethiopia,1991,10.79
Ethiopia,1992,10.45
Ethiopia,1993,7.35
Ethiopia,1994,7.1
Ethiopia,1995,6.84
Ethiopia,1996,7.24
Ethiopia,1997,7.1
Ethiopia,1998,7.02
Ethiopia,1999,7.14
Ethiopia,2000,6.96
Ethiopia,2001,7.29
Ethiopia,2002,8.14
Ethiopia,2003,7.81
Ethiopia,2004,7.77
Ethiopia,2005,7.81
Ethiopia,2006,8.18
Ethiopia,2007,8.13
Ethiopia,2008,8.23
Ethiopia,2009,7.81
Ethiopia,2010,8.48
Ethiopia,2011,7.98
Ethiopia,2012,7.16
Ethiopia,2013,7.06
Fiji,1961,12.96
Fiji,1962,12.62
Fiji,1963,13.9
Fiji,1964,14.81
Fiji,1965,14.2
Fiji,1966,13.97
Fiji,1967,15.04
Fiji,1968,16.37
Fiji,1969,17.84
Fiji,1970,18.13
Fiji,1971,19.54
Fiji,1972,20.26
Fiji,1973,19.69
Fiji,1974,20.2
Fiji,1975,24
Fiji,1976,24.4
Fiji,1977,28.02
Fiji,1978,30.24
Fiji,1979,28.37
Fiji,1980,28.03
Fiji,1981,29.95
Fiji,1982,28.48
Fiji,1983,29.97
Fiji,1984,30.02
Fiji,1985,30.55
Fiji,1986,34.4
Fiji,1987,33.85
Fiji,1988,33.46
Fiji,1989,35.86
Fiji,1990,42.58
Fiji,1991,42.69
Fiji,1992,43.53
Fiji,1993,44.26
Fiji,1994,42.3
Fiji,1995,42.54
Fiji,1996,42.7
Fiji,1997,43.28
Fiji,1998,40.96
Fiji,1999,43.92
Fiji,2000,44.87
Fiji,2001,42.11
Fiji,2002,41.42
Fiji,2003,41.79
Fiji,2004,44.51
Fiji,2005,45.52
Fiji,2006,47.02
Fiji,2007,44.23
Fiji,2008,44
Fiji,2009,38.01
Fiji,2010,38.9
Fiji,2011,44.61
Fiji,2012,52.55
Fiji,2013,39.58
France,1961,76.97
France,1962,78.23
France,1963,78.54
France,1964,79.53
France,1965,81.2
France,1966,79.4
France,1967,81.56
France,1968,83.39
France,1969,85.42
France,1970,86.52
France,1971,87.97
France,1972,88.68
France,1973,89.37
France,1974,90.17
France,1975,91.55
France,1976,93.61
France,1977,94.82
France,1978,97
France,1979,100.14
France,1980,100.87
France,1981,98.37
France,1982,97.66
France,1983,96.85
France,1984,97.67
France,1985,97.77
France,1986,95.65
France,1987,98.23
France,1988,97.7
France,1989,98.26
France,1990,98.7
France,1991,100.93
France,1992,98.03
France,1993,94.06
France,1994,95.09
France,1995,97.86
France,1996,99.22
France,1997,99.85
France,1998,101.93
France,1999,98.81
France,2000,100.1
France,2001,101.56
France,2002,98.06
France,2003,96.23
France,2004,91.16
France,2005,88.3
France,2006,83.36
France,2007,83.74
France,2008,91.02
France,2009,90.42
France,2010,90.47
France,2011,89.29
France,2012,89.46
France,2013,86.77
Finland,1961,34.67
Finland,1962,35.95
Finland,1963,37.28
Finland,1964,39.32
Finland,1965,38.94
Finland,1966,39.6
Finland,1967,40.16
Finland,1968,39.76
Finland,1969,42.96
Finland,1970,44.99
Finland,1971,46.55
Finland,1972,48.5
Finland,1973,50.22
Finland,1974,50.57
Finland,1975,55.24
Finland,1976,53.74
Finland,1977,54.17
Finland,1978,53.84
Finland,1979,55.96
Finland,1980,57.79
Finland,1981,55.79
Finland,1982,58.18
Finland,1983,57.46
Finland,1984,58.47
Finland,1985,60.69
Finland,1986,61.17
Finland,1987,63.15
Finland,1988,63.72
Finland,1989,64.19
Finland,1990,62.97
Finland,1991,61.86
Finland,1992,60.75
Finland,1993,57.06
Finland,1994,58.55
Finland,1995,62.14
Finland,1996,63.68
Finland,1997,63.9
Finland,1998,66.73
Finland,1999,66.4
Finland,2000,65.49
Finland,2001,66.77
Finland,2002,68.3
Finland,2003,69.48
Finland,2004,71.29
Finland,2005,71.83
Finland,2006,71.12
Finland,2007,75
Finland,2008,74.05
Finland,2009,72.88
Finland,2010,74.82
Finland,2011,74.5
Finland,2012,78.26
Finland,2013,77.52
French Polynesia,1961,27.24
French Polynesia,1962,28.47
French Polynesia,1963,25.06
French Polynesia,1964,29.91
French Polynesia,1965,34.04
French Polynesia,1966,40.6
French Polynesia,1967,45.21
French Polynesia,1968,41.71
French Polynesia,1969,46.65
French Polynesia,1970,44.83
French Polynesia,1971,43.76
French Polynesia,1972,51.58
French Polynesia,1973,52.6
French Polynesia,1974,44.84
French Polynesia,1975,56.61
French Polynesia,1976,51.01
French Polynesia,1977,52.73
French Polynesia,1978,51.7
French Polynesia,1979,58.55
French Polynesia,1980,51.02
French Polynesia,1981,53.97
French Polynesia,1982,55.05
French Polynesia,1983,57.31
French Polynesia,1984,60.72
French Polynesia,1985,63.88
French Polynesia,1986,67.08
French Polynesia,1987,68.89
French Polynesia,1988,74
French Polynesia,1989,72.19
French Polynesia,1990,69.53
French Polynesia,1991,87.35
French Polynesia,1992,91.82
French Polynesia,1993,90.23
French Polynesia,1994,90.15
French Polynesia,1995,95.07
French Polynesia,1996,91.66
French Polynesia,1997,91.38
French Polynesia,1998,96.59
French Polynesia,1999,94.07
French Polynesia,2000,97.07
French Polynesia,2001,99.08
French Polynesia,2002,103.44
French Polynesia,2003,102.61
French Polynesia,2004,106.83
French Polynesia,2005,102.7
French Polynesia,2006,99.49
French Polynesia,2007,110.39
French Polynesia,2008,105.41
French Polynesia,2009,103.9
French Polynesia,2010,100.66
French Polynesia,2011,103.14
French Polynesia,2012,100.99
French Polynesia,2013,101.1
Gambia,1961,10.23
Gambia,1962,10.47
Gambia,1963,10.82
Gambia,1964,11.12
Gambia,1965,11.51
Gambia,1966,11.88
Gambia,1967,12.11
Gambia,1968,12.19
Gambia,1969,12.34
Gambia,1970,12.69
Gambia,1971,12.68
Gambia,1972,12.93
Gambia,1973,12.85
Gambia,1974,12.23
Gambia,1975,12.17
Gambia,1976,11.86
Gambia,1977,11
Gambia,1978,10.68
Gambia,1979,10.44
Gambia,1980,10.19
Gambia,1981,10.02
Gambia,1982,9.4
Gambia,1983,9.13
Gambia,1984,8.63
Gambia,1985,8.74
Gambia,1986,8.44
Gambia,1987,9.43
Gambia,1988,9.58
Gambia,1989,7.8
Gambia,1990,8.11
Gambia,1991,10.26
Gambia,1992,7.42
Gambia,1993,7.26
Gambia,1994,8.02
Gambia,1995,6.65
Gambia,1996,6.44
Gambia,1997,6.48
Gambia,1998,6.16
Gambia,1999,6.89
Gambia,2000,8.74
Gambia,2001,6.09
Gambia,2002,6.02
Gambia,2003,6.44
Gambia,2004,10.11
Gambia,2005,10.83
Gambia,2006,9.72
Gambia,2007,10.1
Gambia,2008,7.85
Gambia,2009,8.37
Gambia,2010,8.15
Gambia,2011,8.63
Gambia,2012,7.82
Gambia,2013,6.41
Georgia,1961,39.55
Georgia,1962,42.38
Georgia,1963,44.26
Georgia,1964,36.29
Georgia,1965,43.75
Georgia,1966,45.45
Georgia,1967,47.14
Georgia,1968,48.11
Georgia,1969,47.71
Georgia,1970,48.61
Georgia,1971,51.85
Georgia,1972,54.25
Georgia,1973,56.28
Georgia,1974,57.38
Georgia,1975,60.47
Georgia,1976,58.25
Georgia,1977,57.98
Georgia,1978,59.46
Georgia,1979,60.73
Georgia,1980,60.05
Georgia,1981,59.35
Georgia,1982,60.05
Georgia,1983,63.76
Georgia,1984,64.38
Georgia,1985,65.19
Georgia,1986,65.92
Georgia,1987,68.76
Georgia,1988,71.36
Georgia,1989,72.19
Georgia,1990,72.12
Georgia,1991,66.19
Georgia,1992,22.81
Georgia,1993,19.96
Georgia,1994,19.45
Georgia,1995,27.44
Georgia,1996,28.02
Georgia,1997,29.14
Georgia,1998,26.95
Georgia,1999,26.42
Georgia,2000,26.81
Georgia,2001,26.23
Georgia,2002,28.63
Georgia,2003,29.87
Georgia,2004,29.71
Georgia,2005,31.26
Georgia,2006,26.89
Georgia,2007,28.46
Georgia,2008,27.33
Georgia,2009,24.99
Georgia,2010,26.86
Georgia,2011,27.4
Georgia,2012,27.05
Georgia,2013,27.98
Gabon,1961,45.93
Gabon,1962,47.95
Gabon,1963,49.81
Gabon,1964,51.59
Gabon,1965,51.56
Gabon,1966,52.46
Gabon,1967,51.78
Gabon,1968,51.63
Gabon,1969,51.68
Gabon,1970,50.3
Gabon,1971,48.59
Gabon,1972,47.9
Gabon,1973,47.41
Gabon,1974,48.13
Gabon,1975,48.09
Gabon,1976,45.68
Gabon,1977,49.88
Gabon,1978,52.24
Gabon,1979,53.17
Gabon,1980,55.1
Gabon,1981,57.26
Gabon,1982,61.78
Gabon,1983,60.54
Gabon,1984,62.36
Gabon,1985,64.16
Gabon,1986,60.9
Gabon,1987,58.03
Gabon,1988,56.94
Gabon,1989,49.91
Gabon,1990,47.44
Gabon,1991,57.51
Gabon,1992,58.23
Gabon,1993,59.26
Gabon,1994,59.92
Gabon,1995,58.97
Gabon,1996,51.96
Gabon,1997,48.25
Gabon,1998,50.89
Gabon,1999,49.33
Gabon,2000,50.6
Gabon,2001,50.56
Gabon,2002,48.54
Gabon,2003,47.56
Gabon,2004,55.7
Gabon,2005,62.25
Gabon,2006,65.31
Gabon,2007,63.38
Gabon,2008,60.45
Gabon,2009,62.67
Gabon,2010,63.79
Gabon,2011,66.46
Gabon,2012,66.85
Gabon,2013,70.82
Germany,1961,63.84
Germany,1962,65.18
Germany,1963,64.5
Germany,1964,66
Germany,1965,67.42
Germany,1966,67.73
Germany,1967,69.46
Germany,1968,73.47
Germany,1969,73.99
Germany,1970,77.3
Germany,1971,80.38
Germany,1972,81.97
Germany,1973,81.92
Germany,1974,84.97
Germany,1975,86.45
Germany,1976,86.14
Germany,1977,87.12
Germany,1978,91.23
Germany,1979,92.5
Germany,1980,94.96
Germany,1981,95.34
Germany,1982,93.3
Germany,1983,94.57
Germany,1984,94.47
Germany,1985,96.09
Germany,1986,96.69
Germany,1987,98.17
Germany,1988,97.97
Germany,1989,94.34
Germany,1990,94.29
Germany,1991,87.73
Germany,1992,86.98
Germany,1993,84.15
Germany,1994,83.83
Germany,1995,81.43
Germany,1996,84.81
Germany,1997,81.57
Germany,1998,85.66
Germany,1999,82.92
Germany,2000,82.74
Germany,2001,81.34
Germany,2002,80.73
Germany,2003,83.11
Germany,2004,82.65
Germany,2005,82.01
Germany,2006,82.43
Germany,2007,86.05
Germany,2008,85.71
Germany,2009,85.96
Germany,2010,87.54
Germany,2011,87.92
Germany,2012,86.41
Germany,2013,85.93
Greece,1961,21.07
Greece,1962,23.89
Greece,1963,27.41
Greece,1964,28.68
Greece,1965,34.64
Greece,1966,37.06
Greece,1967,39.15
Greece,1968,39.23
Greece,1969,42.67
Greece,1970,48.97
Greece,1971,50.8
Greece,1972,51.45
Greece,1973,57.59
Greece,1974,53.93
Greece,1975,56.02
Greece,1976,63.29
Greece,1977,62.71
Greece,1978,67.28
Greece,1979,67.32
Greece,1980,64.89
Greece,1981,61.16
Greece,1982,67.86
Greece,1983,72.13
Greece,1984,72.44
Greece,1985,70.09
Greece,1986,71.11
Greece,1987,74.04
Greece,1988,70.68
Greece,1989,76.32
Greece,1990,71.89
Greece,1991,70.73
Greece,1992,73.64
Greece,1993,71.51
Greece,1994,72.66
Greece,1995,80.03
Greece,1996,75.17
Greece,1997,76.17
Greece,1998,75.79
Greece,1999,83.09
Greece,2000,97.6
Greece,2001,88.73
Greece,2002,79.99
Greece,2003,82.46
Greece,2004,77.59
Greece,2005,80.86
Greece,2006,82
Greece,2007,77.36
Greece,2008,77.53
Greece,2009,79.71
Greece,2010,80.31
Greece,2011,78.36
Greece,2012,74.89
Greece,2013,76.6
Ghana,1961,11.15
Ghana,1962,10.03
Ghana,1963,9.89
Ghana,1964,9.6
Ghana,1965,9.34
Ghana,1966,9.42
Ghana,1967,9.79
Ghana,1968,9.64
Ghana,1969,10.36
Ghana,1970,10.49
Ghana,1971,10.07
Ghana,1972,9.42
Ghana,1973,9.17
Ghana,1974,9.7
Ghana,1975,9.08
Ghana,1976,8.56
Ghana,1977,9.38
Ghana,1978,9.76
Ghana,1979,10.06
Ghana,1980,10.73
Ghana,1981,10.97
Ghana,1982,11.48
Ghana,1983,12.06
Ghana,1984,11.18
Ghana,1985,10.77
Ghana,1986,10.47
Ghana,1987,10.29
Ghana,1988,10.12
Ghana,1989,10.42
Ghana,1990,10.89
Ghana,1991,12.24
Ghana,1992,12.09
Ghana,1993,11.89
Ghana,1994,11.13
Ghana,1995,11
Ghana,1996,9.95
Ghana,1997,10.17
Ghana,1998,9.6
Ghana,1999,10.49
Ghana,2000,10.57
Ghana,2001,10.05
Ghana,2002,10.61
Ghana,2003,12.31
Ghana,2004,11.97
Ghana,2005,12.01
Ghana,2006,12.3
Ghana,2007,13.91
Ghana,2008,14.23
Ghana,2009,13.49
Ghana,2010,15.01
Ghana,2011,16.91
Ghana,2012,16.82
Ghana,2013,17.43
Guinea,1961,4.49
Guinea,1962,4.53
Guinea,1963,4.61
Guinea,1964,4.68
Guinea,1965,4.69
Guinea,1966,4.81
Guinea,1967,4.62
Guinea,1968,4.74
Guinea,1969,4.4
Guinea,1970,4.37
Guinea,1971,4.29
Guinea,1972,4.3
Guinea,1973,4.53
Guinea,1974,4.94
Guinea,1975,5.11
Guinea,1976,5.14
Guinea,1977,5.03
Guinea,1978,5.05
Guinea,1979,4.97
Guinea,1980,4.94
Guinea,1981,4.94
Guinea,1982,4.89
Guinea,1983,4.99
Guinea,1984,4.95
Guinea,1985,4.76
Guinea,1986,3.56
Guinea,1987,4.03
Guinea,1988,4.72
Guinea,1989,4.53
Guinea,1990,4.83
Guinea,1991,4.8
Guinea,1992,4.91
Guinea,1993,5.24
Guinea,1994,5.24
Guinea,1995,5.56
Guinea,1996,5.5
Guinea,1997,5.6
Guinea,1998,5.66
Guinea,1999,5.84
Guinea,2000,6.07
Guinea,2001,6.16
Guinea,2002,6.26
Guinea,2003,6.71
Guinea,2004,7.03
Guinea,2005,7.3
Guinea,2006,7.56
Guinea,2007,7.78
Guinea,2008,7.95
Guinea,2009,8.66
Guinea,2010,9.25
Guinea,2011,9.76
Guinea,2012,9.98
Guinea,2013,10.4
Guatemala,1961,13.31
Guatemala,1962,12.69
Guatemala,1963,13.13
Guatemala,1964,12.58
Guatemala,1965,12.36
Guatemala,1966,11.42
Guatemala,1967,11.83
Guatemala,1968,12.52
Guatemala,1969,11.37
Guatemala,1970,11.63
Guatemala,1971,11.52
Guatemala,1972,11.67
Guatemala,1973,10.44
Guatemala,1974,9.63
Guatemala,1975,11.01
Guatemala,1976,11.84
Guatemala,1977,10.03
Guatemala,1978,10.07
Guatemala,1979,9.83
Guatemala,1980,10.74
Guatemala,1981,9.83
Guatemala,1982,10.85
Guatemala,1983,10.58
Guatemala,1984,10.75
Guatemala,1985,11.38
Guatemala,1986,12.83
Guatemala,1987,13.65
Guatemala,1988,13.94
Guatemala,1989,14.53
Guatemala,1990,15.18
Guatemala,1991,13.26
Guatemala,1992,15.34
Guatemala,1993,15.72
Guatemala,1994,17.72
Guatemala,1995,18.54
Guatemala,1996,18.91
Guatemala,1997,21.48
Guatemala,1998,22.8
Guatemala,1999,22.87
Guatemala,2000,22.46
Guatemala,2001,23.43
Guatemala,2002,26.21
Guatemala,2003,25.6
Guatemala,2004,26.47
Guatemala,2005,26.77
Guatemala,2006,24.99
Guatemala,2007,27.5
Guatemala,2008,27.23
Guatemala,2009,27.77
Guatemala,2010,27.59
Guatemala,2011,27.83
Guatemala,2012,26.98
Guatemala,2013,27.39
Grenada,1961,11.99
Grenada,1962,12.06
Grenada,1963,13.13
Grenada,1964,14.41
Grenada,1965,15
Grenada,1966,18.41
Grenada,1967,17.63
Grenada,1968,19.39
Grenada,1969,23.94
Grenada,1970,25.81
Grenada,1971,26.77
Grenada,1972,26.96
Grenada,1973,24.87
Grenada,1974,26.06
Grenada,1975,28
Grenada,1976,29.95
Grenada,1977,29.46
Grenada,1978,34.27
Grenada,1979,35.47
Grenada,1980,33.74
Grenada,1981,37.94
Grenada,1982,35.01
Grenada,1983,34.22
Grenada,1984,34.65
Grenada,1985,33.79
Grenada,1986,38.71
Grenada,1987,42.77
Grenada,1988,39.72
Grenada,1989,39.03
Grenada,1990,38.71
Grenada,1991,42.4
Grenada,1992,34.27
Grenada,1993,45.78
Grenada,1994,51.13
Grenada,1995,50.64
Grenada,1996,52.74
Grenada,1997,48.81
Grenada,1998,53.1
Grenada,1999,48.59
Grenada,2000,51.3
Grenada,2001,46.37
Grenada,2002,59.91
Grenada,2003,56.67
Grenada,2004,57.89
Grenada,2005,67.51
Grenada,2006,71.46
Grenada,2007,56.15
Grenada,2008,59.33
Grenada,2009,63.11
Grenada,2010,59.83
Grenada,2011,60.27
Grenada,2012,59.81
Grenada,2013,60.91
Guinea-Bissau,1961,12.12
Guinea-Bissau,1962,12.05
Guinea-Bissau,1963,12.08
Guinea-Bissau,1964,12
Guinea-Bissau,1965,11.96
Guinea-Bissau,1966,11.95
Guinea-Bissau,1967,12.23
Guinea-Bissau,1968,12.24
